종목코드,CMP_KOR,SEC_NM_KOR,BPS,PER,PBR,EPS,DIV,DPS,매출액,영업이익,당기순이익,ROA,ROE,베타,MKT_VAL
003060,에이프로젠제약,건강관리,1274.0,29.45,0.46,20.0,0.0,0.0,152.0,-6.0,35.0,2.2,2.3,0.63,126771.0
142760,비엘,건강관리,1475.0,0.0,3.22,0.0,0.0,0.0,221.0,-31.0,-92.0,-13.6,-43.0,0.79,121126.0
002210,동성제약,건강관리,2008.0,0.0,3.26,0.0,0.0,0.0,229.0,-23.0,-15.0,-5.4,-12.9,0.42,119490.0
065660,안트로젠,건강관리,12404.0,0.0,1.13,0.0,0.0,0.0,18.0,-11.0,-21.0,-7.1,-8.2,1.05,117166.0
372910,한컴라이프케어,건강관리,4221.0,33.67,1.56,196.0,0.0,0.0,222.0,23.0,20.0,-0.1,-0.2,1.09,116897.0
074430,아미노로직스,건강관리,676.0,30.41,2.74,61.0,0.0,0.0,55.0,18.0,10.0,12.6,13.6,1.2,114043.0
365270,큐라클,건강관리,4019.0,0.0,3.15,0.0,0.0,0.0,10.0,-37.0,-34.0,-16.9,-20.1,1.58,113388.0
086890,이수앱지스,건강관리,2168.0,215.38,2.58,26.0,0.0,0.0,104.0,-5.0,-19.0,-9.5,-21.3,1.17,113352.0
002390,한독,건강관리,27900.0,62.34,0.53,239.0,2.35,350.0,1321.0,61.0,-16.0,-0.3,-0.7,0.7,112792.0
054950,제이브이엠,건강관리,12458.0,23.68,1.48,777.0,1.09,200.0,370.0,59.0,46.0,7.6,11.2,0.99,111227.0
108860,셀바스AI,건강관리,1872.0,33.31,3.06,172.0,0.0,0.0,121.0,14.0,24.0,8.0,12.5,1.06,110926.0
253840,수젠텍,건강관리,6217.0,3.62,1.37,2352.0,0.0,0.0,228.0,91.0,138.0,54.4,77.7,1.2,109300.0
067290,JW신약,건강관리,1206.0,180.53,2.84,19.0,0.0,0.0,241.0,11.0,-3.0,2.1,3.5,1.03,109170.0
214150,클래시스,건강관리,2530.0,22.3,5.97,677.0,0.44,66.0,327.0,153.0,138.0,20.2,30.4,0.74,107594.0
156100,엘앤케이바이오,건강관리,1827.0,0.0,5.42,0.0,0.0,0.0,47.0,-36.0,-73.0,-38.7,-85.8,1.47,107500.0
032620,유비케어,건강관리,2323.0,17.42,1.97,262.0,0.88,40.0,330.0,23.0,7.0,2.5,2.8,0.91,107226.0
263700,케어랩스,건강관리,5939.0,100.68,1.24,73.0,0.0,0.0,222.0,-15.0,-66.0,-7.3,-14.1,0.74,106449.0
200670,휴메딕스,건강관리,13399.0,20.7,1.49,964.0,2.01,400.0,317.0,76.0,54.0,16.5,25.8,0.99,105430.0
000230,일동홀딩스,건강관리,4723.0,0.0,5.16,0.0,0.41,100.0,1718.0,-287.0,423.0,-18.6,-143.6,0.76,103973.0
187420,제노포커스,건강관리,1568.0,0.0,4.52,0.0,0.0,0.0,73.0,-6.0,21.0,-0.2,-4.5,1.19,103660.0
066700,테라젠이텍스,건강관리,6958.0,0.0,0.56,0.0,0.0,0.0,462.0,28.0,25.0,5.3,7.8,1.02,103376.0
166480,코아스템,건강관리,2344.0,0.0,3.76,0.0,0.0,0.0,142.0,22.0,60.0,11.3,25.1,1.17,102464.0
004310,현대약품,건강관리,3106.0,0.0,1.72,0.0,0.56,30.0,412.0,26.0,24.0,4.1,8.1,0.51,102336.0
011040,경동제약,건강관리,9540.0,15.72,0.76,460.0,6.92,500.0,403.0,-4.0,-12.0,1.4,1.6,0.72,102331.0
336570,원텍,건강관리,0.0,0.0,0.0,0.0,0.0,0.0,198.0,39.0,-56.0,-1.9,-3.1,0.06,101246.0
348150,고바이오랩,건강관리,5026.0,0.0,2.15,0.0,0.0,0.0,13.0,-45.0,-66.0,-17.6,-22.1,1.38,101161.0
203400,에이비온,건강관리,1712.0,0.0,4.67,0.0,0.0,0.0,9.0,-50.0,-34.0,-30.8,-41.9,0.64,101010.0
023910,대한약품,건강관리,33801.0,6.82,0.76,3778.0,1.55,400.0,464.0,84.0,69.0,9.5,12.6,0.71,100425.0
084110,휴온스글로벌,건강관리,43390.0,55.9,0.41,322.0,2.78,500.0,1697.0,204.0,102.0,3.6,3.0,0.7,97690.0
234080,JW생명과학,건강관리,8492.0,13.87,1.35,829.0,4.35,500.0,471.0,70.0,29.0,6.5,11.5,0.68,96512.0
217730,강스템바이오텍,건강관리,1791.0,0.0,1.58,0.0,0.0,0.0,39.0,-48.0,-47.0,-20.5,-31.1,1.12,96457.0
335890,비올,건강관리,463.0,22.06,3.81,80.0,0.0,0.0,78.0,30.0,34.0,28.8,32.2,0.55,96449.0
271980,제일약품,건강관리,11534.0,0.0,1.53,0.0,0.37,65.0,1947.0,-23.0,-20.0,-3.0,-6.9,1.05,96030.0
293480,하나제약,건강관리,14561.0,8.93,1.03,1679.0,3.4,510.0,511.0,74.0,59.0,7.6,9.4,0.56,95974.0
046210,파나진,건강관리,929.0,22.06,3.68,155.0,0.0,0.0,28.0,-2.0,2.0,8.9,9.7,0.85,95619.0
096760,JW홀딩스,건강관리,1356.0,0.0,2.12,0.0,3.13,90.0,2053.0,171.0,19.0,3.1,13.7,0.72,95354.0
194700,노바렉스,건강관리,9122.0,6.76,1.28,1724.0,2.58,300.0,781.0,88.0,60.0,10.6,18.5,0.58,93952.0
039860,나노엔텍,건강관리,1953.0,18.21,2.54,273.0,0.0,0.0,85.0,13.0,19.0,11.7,13.9,1.04,93264.0
104540,코렌텍,건강관리,4548.0,146.92,2.1,65.0,0.0,0.0,143.0,20.0,4.0,1.5,3.1,1.09,91983.0
245620,EDGC,건강관리,712.0,0.0,2.49,0.0,0.0,0.0,242.0,-22.0,-42.0,-10.0,-34.1,1.07,91033.0
004720,팜젠사이언스,건강관리,8356.0,2.76,0.73,2206.0,0.0,0.0,347.0,11.0,125.0,52.1,83.7,0.66,88697.0
288330,브릿지바이오테라퓨틱스,건강관리,2184.0,0.0,4.0,0.0,0.0,0.0,7.0,-115.0,-116.0,-75.8,-81.9,0.99,88585.0
086040,바이오톡스텍,건강관리,2811.0,14.68,2.54,487.0,0.0,0.0,97.0,6.0,1.0,0.4,2.9,1.56,88091.0
006620,동구바이오제약,건강관리,3571.0,17.36,1.6,330.0,1.75,100.0,490.0,44.0,11.0,4.3,6.9,1.14,88076.0
311690,CJ 바이오사이언스,건강관리,14957.0,0.0,1.72,0.0,0.0,0.0,7.0,-68.0,-79.0,-25.8,-35.5,1.07,87798.0
056090,이노시스,건강관리,620.0,0.0,2.67,0.0,0.0,0.0,122.0,10.0,4.0,-0.8,-0.9,0.7,87000.0
304840,피플바이오,건강관리,1436.0,0.0,6.69,0.0,0.0,0.0,14.0,-25.0,3.0,-9.3,-23.8,0.81,86876.0
175250,아이큐어,건강관리,5106.0,0.0,1.07,0.0,0.0,0.0,141.0,-52.0,-99.0,-16.0,-37.0,1.07,81072.0
003120,일성신약,건강관리,225529.0,0.0,0.52,0.0,0.64,750.0,130.0,-14.0,999.0,46.8,51.1,0.28,80571.0
032300,한국파마,건강관리,5269.0,42.98,4.76,584.0,0.2,50.0,202.0,21.0,9.0,2.3,5.1,0.81,79390.0
061250,화일약품,건강관리,2768.0,43.98,0.7,44.0,0.0,0.0,360.0,20.0,23.0,4.4,4.7,0.75,79008.0
109820,진매트릭스,건강관리,1619.0,0.0,2.87,0.0,0.0,0.0,23.0,-6.0,-3.0,-22.9,-28.3,1.32,78709.0
261780,차백신연구소,건강관리,1499.0,0.0,3.34,0.0,0.0,0.0,1.0,-15.0,-20.0,-11.0,-18.6,0.29,78122.0
086820,바이오솔루션,건강관리,5635.0,0.0,2.17,0.0,0.0,0.0,22.0,-14.0,-39.0,-11.4,-24.0,1.01,76499.0
122310,제노레이,건강관리,5522.0,7.92,1.44,1002.0,2.14,170.0,222.0,45.0,41.0,14.1,17.7,0.61,76268.0
321550,티움바이오,건강관리,3462.0,0.0,3.76,0.0,0.0,0.0,1.0,-73.0,-126.0,-31.7,-40.9,1.3,74832.0
191420,테고사이언스,건강관리,6046.0,929.41,2.61,17.0,0.0,0.0,22.0,3.0,4.0,0.6,0.6,1.22,73028.0
258830,세종메디칼,건강관리,1402.0,0.0,3.2,0.0,0.0,0.0,39.0,-20.0,-4.0,-2.3,-4.1,0.6,72956.0
042520,한스바이오메드,건강관리,4440.0,0.0,2.19,0.0,0.0,0.0,202.0,13.0,-7.0,0.7,4.5,1.07,72818.0
226330,신테카바이오,건강관리,2046.0,0.0,3.67,0.0,0.0,0.0,1.0,-28.0,32.0,7.8,17.0,1.54,71982.0
054670,대한뉴팜,건강관리,5876.0,7.72,1.47,1118.0,0.93,80.0,506.0,56.0,33.0,18.8,33.7,0.81,71852.0
214680,디알텍,건강관리,779.0,18.78,1.78,74.0,0.0,0.0,235.0,29.0,40.0,10.9,21.4,0.85,70970.0
214610,미코바이오메드,건강관리,2857.0,0.0,2.11,0.0,0.0,0.0,39.0,-103.0,-101.0,-34.5,-61.2,0.5,70655.0
063160,종근당바이오,건강관리,29437.0,0.0,0.71,0.0,0.48,100.0,367.0,-40.0,-49.0,-4.1,-7.7,0.81,70275.0
354200,엔젠바이오,건강관리,2735.0,0.0,3.05,0.0,0.0,0.0,32.0,-15.0,-13.0,-13.6,-17.7,1.06,68904.0
261200,덴티스,건강관리,2211.0,168.84,3.28,43.0,0.0,0.0,238.0,33.0,30.0,9.1,36.4,0.74,68571.0
065510,휴비츠,건강관리,8297.0,10.59,1.08,848.0,2.23,200.0,266.0,51.0,42.0,11.6,21.0,0.69,68336.0
038070,서린바이오,건강관리,9173.0,6.26,1.3,1910.0,0.84,100.0,352.0,42.0,62.0,12.3,20.5,0.87,67045.0
099750,이지케어텍,건강관리,5056.0,0.0,3.64,0.0,0.0,0.0,172.0,-13.0,-13.0,-9.3,-16.0,0.88,66976.0
017180,명문제약,건강관리,2374.0,0.0,1.09,0.0,0.0,0.0,408.0,32.0,23.0,2.9,7.7,1.03,65201.0
041910,에스텍파마,건강관리,10556.0,12.51,0.7,589.0,1.36,100.0,140.0,16.0,-10.0,0.0,0.0,1.07,64891.0
153710,옵티팜,건강관리,2122.0,0.0,3.98,0.0,0.0,0.0,40.0,-9.0,-6.0,-7.4,-10.2,1.25,64384.0
072020,중앙백신,건강관리,9528.0,13.28,1.08,772.0,0.98,100.0,112.0,9.0,15.0,6.6,8.0,0.52,64317.0
241820,피씨엘,건강관리,1391.0,0.0,7.1,0.0,0.0,0.0,127.0,3.0,99.0,39.4,132.2,0.61,63634.0
314930,바이오다인,건강관리,6546.0,0.0,3.33,0.0,0.0,0.0,10.0,-2.0,1.0,-0.1,-0.1,1.72,61855.0
377220,프롬바이오,건강관리,5964.0,9.39,1.45,921.0,0.0,0.0,231.0,-2.0,-1.0,6.8,8.1,0.3,61220.0
131030,옵투스제약,건강관리,7918.0,10.19,0.79,617.0,1.59,100.0,149.0,11.0,6.0,4.0,4.4,0.74,60962.0
032850,비트컴퓨터,건강관리,3566.0,17.31,1.43,294.0,1.2,61.0,94.0,15.0,15.0,7.1,8.5,1.07,60921.0
225220,제놀루션,건강관리,9083.0,2.45,0.98,3626.0,4.49,400.0,44.0,3.0,25.0,27.6,33.3,1.15,60604.0
359090,씨엔알리서치,건강관리,581.0,0.0,2.23,0.0,0.0,0.0,118.0,6.0,3.0,4.1,9.2,0.36,60464.0
234690,녹십자웰빙,건강관리,4974.0,17.54,1.33,378.0,1.21,80.0,265.0,31.0,23.0,4.5,7.2,0.78,60026.0
071200,인피니트헬스케어,건강관리,4662.0,4.87,0.97,929.0,0.0,0.0,200.0,15.0,-49.0,-9.2,-11.7,0.85,59547.0
127120,디엔에이링크,건강관리,1999.0,0.0,1.91,0.0,0.0,0.0,37.0,-10.0,-2.0,-20.0,-23.5,1.55,59421.0
352770,클리노믹스,건강관리,4456.0,5.4,1.47,1214.0,0.0,0.0,26.0,-36.0,-42.0,-6.9,-12.0,1.03,58970.0
000220,유유제약,건강관리,6458.0,0.0,0.9,0.0,1.81,105.0,345.0,1.0,-9.0,-1.0,-2.8,1.08,56970.0
000520,삼일제약,건강관리,5254.0,0.0,1.52,0.0,1.0,80.0,450.0,23.0,-3.0,0.1,0.2,0.61,56928.0
049960,쎌바이오텍,건강관리,15087.0,7.49,0.73,1468.0,4.09,450.0,122.0,5.0,32.0,11.0,11.7,0.68,56870.0
317690,퀀타매트릭스,건강관리,3544.0,0.0,1.49,0.0,0.0,0.0,4.0,-49.0,-47.0,-34.2,-37.8,1.16,56664.0
054050,농우바이오,건강관리,15198.0,19.21,0.55,432.0,2.41,200.0,395.0,-13.0,6.0,4.1,5.3,0.8,55883.0
034940,조아제약,건강관리,1611.0,0.0,1.42,0.0,0.0,0.0,174.0,-8.0,-9.0,-5.4,-8.2,0.98,55801.0
298060,에스씨엠생명과학,건강관리,3711.0,0.0,1.72,0.0,0.0,0.0,1.0,-27.0,-47.0,-41.8,-51.1,1.61,54130.0
251120,바이오에프디엔씨,건강관리,2148.0,40.36,7.4,394.0,0.0,0.0,44.0,22.0,20.0,10.1,12.0,1.20387,52539.0
065170,비엘팜텍,건강관리,657.0,0.0,1.26,0.0,0.0,0.0,182.0,-5.0,-46.0,-7.6,-19.6,0.77,52367.0
142280,녹십자엠에스,건강관리,1714.0,0.0,3.28,0.0,0.0,0.0,173.0,-4.0,-4.0,-5.4,-17.7,1.04,52219.0
222040,코스맥스엔비티,건강관리,2684.0,0.0,1.53,0.0,0.0,0.0,923.0,48.0,6.0,0.2,0.6,0.98,51528.0
263690,디알젬,건강관리,5527.0,7.59,1.54,1123.0,1.64,140.0,289.0,57.0,46.0,16.3,25.3,1.04,51142.0
217600,켐온,건강관리,923.0,29.41,2.17,68.0,0.0,0.0,137.0,49.0,39.0,13.3,18.1,0.92,51089.0
100700,세운메디칼,건강관리,2636.0,9.65,1.04,284.0,1.82,50.0,154.0,28.0,28.0,8.5,8.9,1.26,50405.0
068330,일신바이오,건강관리,1177.0,11.82,1.47,146.0,0.41,7.0,44.0,8.0,7.0,6.5,7.4,1.07,50340.0
012790,신일제약,건강관리,10213.0,13.4,0.79,603.0,1.24,100.0,208.0,41.0,35.0,9.1,10.4,1.51,49425.0
164060,이루다,건강관리,2047.0,26.04,2.51,197.0,0.0,0.0,115.0,30.0,30.0,10.7,22.2,0.91,49246.0
228850,레이언스,건강관리,12746.0,10.72,0.77,919.0,1.02,100.0,376.0,78.0,61.0,9.0,11.0,0.72,49026.0
002720,국제약품,건강관리,3565.0,0.0,1.19,0.0,0.0,0.0,322.0,15.0,12.0,4.7,9.5,1.05,48865.0
118000,초록뱀헬스케어,건강관리,1468.0,5.08,0.41,118.0,0.0,0.0,50.0,2.0,-163.0,-22.9,-31.1,0.7,47694.0
078140,대봉엘에스,건강관리,9993.0,13.96,0.86,619.0,0.58,50.0,250.0,26.0,20.0,5.8,6.6,0.94,46936.0
002630,오리엔트바이오,건강관리,702.0,2.13,0.87,288.0,0.0,0.0,70.0,10.0,-89.0,-36.2,-45.3,0.82,46598.0
214390,경보제약,건강관리,6095.0,0.0,0.87,0.0,0.94,50.0,461.0,-8.0,-10.0,-0.7,-1.2,0.93,45614.0
302550,리메드,건강관리,4259.0,96.34,2.78,123.0,0.0,0.0,51.0,3.0,29.0,9.1,25.2,1.08,45020.0
335810,프리시젼바이오,건강관리,3374.0,0.0,1.79,0.0,0.0,0.0,50.0,-8.0,-24.0,-8.7,-13.4,1.12,44673.0
058110,멕아이씨에스,건강관리,4528.0,6.62,0.89,607.0,2.06,83.0,114.0,19.0,14.0,4.9,7.2,0.77,44521.0
291650,압타머사이언스,건강관리,3525.0,0.0,2.24,0.0,0.0,0.0,1.0,-25.0,-24.0,-22.1,-23.4,1.3,44155.0
035610,솔본,건강관리,6296.0,4.03,0.51,792.0,0.0,0.0,204.0,-59.0,-139.0,-15.4,-19.3,1.34,43617.0
222110,팬젠,건강관리,1977.0,0.0,3.13,0.0,0.0,0.0,9.0,-23.0,-22.0,-14.8,-31.7,0.73,43552.0
007370,진양제약,건강관리,5844.0,6.8,0.99,853.0,1.72,100.0,185.0,23.0,31.0,9.7,14.4,1.07,43152.0
318010,팜스빌,건강관리,7545.0,29.04,2.45,637.0,0.54,100.0,68.0,10.0,9.0,5.2,6.5,0.95,42541.0
260660,알리코제약,건강관리,5404.0,15.99,0.97,327.0,1.34,70.0,383.0,27.0,24.0,8.2,12.8,0.91,42485.0
204840,지엘팜텍,건강관리,272.0,0.0,2.81,0.0,0.0,0.0,30.0,-4.0,13.0,-7.9,-10.4,1.02,42228.0
115480,씨유메디칼,건강관리,1085.0,0.0,0.99,0.0,0.0,0.0,111.0,31.0,36.0,17.2,25.7,1.13,42025.0
018620,우진비앤지,건강관리,1078.0,0.0,1.74,0.0,0.0,0.0,122.0,6.0,1.0,2.2,1.7,1.08,40734.0
001540,안국약품,건강관리,12726.0,23.52,0.64,344.0,2.72,220.0,481.0,14.0,12.0,2.3,3.4,0.8,40095.0
014570,고려제약,건강관리,7112.0,8.91,1.04,828.0,2.3,170.0,197.0,27.0,20.0,10.9,12.6,0.83,39778.0
041920,메디아나,건강관리,4936.0,7.59,0.85,550.0,0.65,27.0,150.0,20.0,32.0,11.6,13.4,0.88,38744.0
305090,마이크로디지탈,건강관리,817.0,0.0,4.83,0.0,0.0,0.0,33.0,-1.0,-4.0,-2.6,-7.3,1.19,38438.0
059210,메타바이오메드,건강관리,2547.0,5.15,0.85,422.0,0.92,20.0,174.0,24.0,29.0,7.0,12.8,0.91,38406.0
044960,이글벳,건강관리,3326.0,18.82,1.67,296.0,0.9,50.0,118.0,12.0,13.0,9.9,12.8,0.95,38024.0
331920,셀레믹스,건강관리,2864.0,0.0,2.41,0.0,0.0,0.0,27.0,-17.0,-13.0,-14.5,-16.7,0.96,37743.0
270870,뉴트리,건강관리,10475.0,3.95,0.84,2234.0,2.83,250.0,501.0,2.0,22.0,9.2,14.5,0.66,37369.0
330350,위더스제약,건강관리,6136.0,19.91,1.05,323.0,0.75,48.0,154.0,12.0,7.0,4.8,7.1,0.91,37325.0
307280,원바이오젠,건강관리,733.0,0.0,1.91,0.0,0.0,0.0,72.0,15.0,9.0,8.9,12.4,0.79,36236.0
106190,하이텍팜,건강관리,13244.0,0.0,0.7,0.0,0.54,50.0,290.0,12.0,13.0,0.3,0.4,1.44,36103.0
322510,제이엘케이,건강관리,1624.0,0.0,2.16,0.0,0.0,0.0,6.0,-27.0,-28.0,-32.2,-56.0,1.24,35995.0
053950,경남제약,건강관리,3199.0,0.0,0.6,0.0,0.0,0.0,162.0,2.0,10.0,-2.8,-4.6,0.87,35724.0
196300,애니젠,건강관리,3499.0,0.0,2.34,0.0,0.0,0.0,20.0,-3.0,-1.0,-7.8,-13.0,0.66,35331.0
149980,하이로닉,건강관리,4536.0,10.68,1.28,544.0,0.0,0.0,73.0,7.0,11.0,8.3,9.5,1.36,35236.0
131220,대한과학,건강관리,4378.0,13.24,1.59,524.0,0.86,60.0,170.0,17.0,14.0,12.9,15.9,1.43,35179.0
002620,제일파마홀딩스,건강관리,26821.0,0.0,0.36,0.0,0.68,65.0,2135.0,-3.0,-4.0,-1.2,-0.8,0.66,35122.0
389030,지니너스,건강관리,1593.0,0.0,1.29,0.0,0.0,0.0,14.0,-29.0,-28.0,-17.5,-19.7,1.19,34760.0
338220,뷰노,건강관리,2016.0,0.0,2.75,0.0,0.0,0.0,6.0,-55.0,-56.0,-73.5,-132.6,1.33,34736.0
002800,신신제약,건강관리,3621.0,0.0,1.36,0.0,0.0,0.0,259.0,27.0,24.0,4.9,10.3,1.11,34369.0
250060,모비스,건강관리,933.0,0.0,1.83,0.0,0.0,0.0,52.0,-11.0,-31.0,-11.1,-31.2,1.07,34108.0
363250,진시스템,건강관리,6408.0,12.27,1.09,568.0,0.0,0.0,5.0,-17.0,-16.0,-8.9,-10.2,1.08,33766.0
200780,비씨월드제약,건강관리,12219.0,18.75,0.55,360.0,1.48,100.0,185.0,-1.0,-1.0,0.5,2.1,1.32,33613.0
222810,세토피아,건강관리,266.0,0.0,4.77,0.0,0.0,0.0,394.0,-10.0,-38.0,-13.6,-28.6,0.9,33466.0
114450,KPX생명과학,건강관리,3753.0,0.0,1.21,0.0,0.0,0.0,109.0,-11.0,-5.0,-1.1,-1.4,1.41,32760.0
238120,얼라인드,건강관리,3754.0,9.99,2.05,771.0,0.0,0.0,30.0,7.0,7.0,7.5,9.5,1.17,32108.0
080720,한국유니온제약,건강관리,6925.0,0.0,0.85,0.0,0.0,0.0,167.0,23.0,44.0,3.2,7.0,1.28,31817.0
347740,피엔케이피부임상연구센타,건강관리,2128.0,13.05,1.51,246.0,4.67,150.0,42.0,13.0,15.0,8.6,9.1,0.91,31790.0
229000,젠큐릭스,건강관리,4449.0,0.0,1.32,0.0,0.0,0.0,5.0,-27.0,-102.0,-68.7,-144.0,1.02,31262.0
044820,코스맥스비티아이,건강관리,32252.0,5.21,0.24,1479.0,3.37,260.0,1669.0,69.0,34.0,1.1,4.3,0.6,28878.0
376930,노을,건강관리,187.0,0.0,26.26,0.0,0.0,0.0,3.0,-41.0,-41.0,-45.2,-109.7,1.10219,28681.0
032980,바이온,건강관리,996.0,0.0,0.92,0.0,0.0,0.0,19.0,-17.0,-41.0,-22.7,-31.8,0.82,28426.0
109960,에이프로젠 H&G,건강관리,1247.0,26.27,0.32,15.0,0.0,0.0,24.0,-3.0,10.0,2.1,2.1,1.08,28162.0
238200,비피도,건강관리,6191.0,11.49,1.02,551.0,0.0,0.0,27.0,1.0,1.0,3.0,3.2,1.47,27961.0
226400,오스테오닉,건강관리,2107.0,0.0,1.19,0.0,0.0,0.0,46.0,-1.0,5.0,2.3,4.1,1.21,27851.0
154030,아시아종묘,건강관리,2066.0,1702.5,1.65,2.0,0.0,0.0,40.0,-18.0,-27.0,-8.7,-15.9,0.78,27643.0
009300,삼아제약,건강관리,28185.0,25.99,0.51,556.0,1.73,250.0,168.0,27.0,7.0,4.1,4.5,0.45,27614.0
004080,신흥,건강관리,10783.0,10.72,1.41,1418.0,1.45,220.0,273.0,27.0,17.0,5.2,7.0,0.43,27436.0
246960,이노테라피,건강관리,1810.0,0.0,3.92,0.0,0.0,0.0,1.0,-12.0,-15.0,-20.0,-58.7,1.06,26910.0
006140,피제이전자,건강관리,7778.0,10.78,0.76,552.0,2.18,130.0,361.0,11.0,11.0,6.2,9.2,0.97,26775.0
347700,라이프시맨틱스,건강관리,1290.0,0.0,3.39,0.0,0.0,0.0,4.0,-15.0,7.0,-8.4,-20.4,0.8,26371.0
215380,우정바이오,건강관리,2463.0,0.0,1.36,0.0,0.0,0.0,131.0,-12.0,-34.0,-8.5,-29.3,0.92,26045.0
052670,제일바이오,건강관리,1321.0,0.0,1.07,0.0,0.0,0.0,36.0,-8.0,-9.0,-7.9,-8.2,0.88,25967.0
036180,지더블유바이텍,건강관리,601.0,0.0,1.1,0.0,0.0,0.0,127.0,-18.0,-27.0,-12.7,-24.5,0.6,25650.0
043100,솔고바이오,건강관리,531.0,0.0,0.85,0.0,0.0,0.0,61.0,-12.0,-10.0,-6.2,-10.3,0.62,25617.0
246720,아스타,건강관리,702.0,0.0,4.99,0.0,0.0,0.0,7.0,-7.0,-7.0,-36.1,-50.9,0.48,23050.0
043710,서울리거,건강관리,663.0,0.0,1.39,0.0,0.0,0.0,32.0,-13.0,-16.0,-32.6,-50.4,0.69,20899.0
179530,애드바이오텍,건강관리,664.0,0.0,5.7,0.0,0.0,0.0,34.0,-20.0,-13.0,-17.6,-48.4,0.65788,20412.0
290660,네오펙트,건강관리,644.0,0.0,2.25,0.0,0.0,0.0,66.0,-17.0,-16.0,-15.5,-68.2,0.82,20087.0
353190,휴럼,건강관리,956.0,0.0,1.09,0.0,0.0,0.0,168.0,-1.0,14.0,1.0,1.1,0.72,19252.0
223250,드림씨아이에스,건강관리,6957.0,19.04,1.57,575.0,0.0,0.0,101.0,15.0,12.0,4.7,6.8,0.97,17519.0
208370,셀바스헬스케어,건강관리,1296.0,16.89,1.49,114.0,0.0,0.0,75.0,13.0,23.0,12.0,20.1,1.11,16277.0
187660,에이디엠코리아,건강관리,1538.0,22.19,1.38,96.0,0.0,0.0,40.0,-2.0,3.0,2.1,3.6,1.29,14884.0
035420,NAVER,커뮤니케이션서비스,157641.0,1.48,1.04,110854.0,0.31,511.0,20458.0,3362.0,1585.0,1.9,3.1,1.13,20985159.0
035720,카카오,커뮤니케이션서비스,23018.0,16.92,2.37,3221.0,0.1,53.0,18223.0,1710.0,1012.0,12.0,25.9,1.09,16745927.0
036570,엔씨소프트,커뮤니케이션서비스,155059.0,17.94,2.23,19318.0,1.69,5860.0,6293.0,1230.0,1187.0,13.0,18.5,0.65,6237796.0
017670,SK텔레콤,커뮤니케이션서비스,53218.0,7.08,0.96,7191.0,6.47,3295.0,42899.0,4596.0,2581.0,3.1,8.1,0.73,5792076.0
259960,크래프톤,커뮤니케이션서비스,98465.0,16.8,2.05,12022.0,0.0,0.0,4237.0,1623.0,1940.0,15.2,18.1,0.21,5154528.0
030200,KT,커뮤니케이션서비스,63512.0,6.23,0.57,5759.0,5.32,1910.0,63122.0,4592.0,3634.0,4.3,9.6,0.48,4874435.0
032640,LG유플러스,커뮤니케이션서비스,17852.0,6.64,0.61,1642.0,5.05,550.0,33843.0,2484.0,1620.0,3.4,8.5,0.48,3045801.0
352820,하이브,커뮤니케이션서비스,67998.0,35.86,1.91,3625.0,0.0,0.0,5122.0,883.0,989.0,5.2,8.8,1.06,1989098.0
030000,제일기획,커뮤니케이션서비스,11030.0,13.95,2.07,1634.0,4.34,990.0,9764.0,880.0,613.0,8.3,18.6,0.69,1573764.0
035900,JYP Ent.,커뮤니케이션서비스,7451.0,28.02,7.66,2038.0,0.65,369.0,678.0,243.0,152.0,19.5,24.9,1.11,1520180.0
263750,펄어비스,커뮤니케이션서비스,11757.0,45.94,3.8,973.0,0.0,0.0,940.0,-42.0,320.0,5.6,10.1,0.76,1234677.0
041510,에스엠,커뮤니케이션서비스,26333.0,11.63,2.54,5750.0,0.3,200.0,1844.0,194.0,254.0,7.7,16.3,1.09,1225731.0
251270,넷마블,커뮤니케이션서비스,70683.0,17.32,0.72,2933.0,1.04,528.0,6606.0,-346.0,-1205.0,-3.3,-5.7,0.82,1178938.0
293490,카카오게임즈,커뮤니케이션서비스,27171.0,5.89,1.53,7073.0,0.0,0.0,3388.0,810.0,640.0,4.4,5.9,1.01,1096020.0
035760,CJ ENM,커뮤니케이션서비스,182220.0,8.18,0.42,9332.0,2.75,2100.0,11925.0,556.0,-250.0,-0.6,-0.9,0.73,786401.0
112040,위메이드,커뮤니케이션서비스,18883.0,4.78,2.36,9319.0,1.46,650.0,1090.0,-346.0,-324.0,-5.3,-12.0,1.23,767884.0
253450,스튜디오드래곤,커뮤니케이션서비스,22785.0,50.5,2.88,1301.0,0.0,0.0,1575.0,270.0,256.0,8.7,12.1,0.76,749334.0
078340,컴투스,커뮤니케이션서비스,98792.0,7.09,0.78,10845.0,1.69,1300.0,1934.0,38.0,149.0,1.2,4.9,0.86,633234.0
214320,이노션,커뮤니케이션서비스,41003.0,12.7,1.02,3294.0,4.3,1800.0,4057.0,260.0,122.0,3.0,5.0,0.53,577530.0
067160,아프리카TV,커뮤니케이션서비스,18988.0,11.23,3.82,6465.0,1.01,730.0,780.0,232.0,197.0,19.0,36.0,0.88,575819.0
122870,와이지엔터테인먼트,커뮤니케이션서비스,20632.0,126.37,2.23,364.0,0.54,250.0,760.0,93.0,86.0,4.4,3.1,0.87,540440.0
095660,네오위즈,커뮤니케이션서비스,21629.0,14.3,1.76,2660.0,0.0,0.0,703.0,59.0,208.0,11.5,13.6,0.86,494646.0
