Date,Open,High,Low,Close,Adj Close,Volume
2022-07-05,71.9800033569336,75.20999908447266,71.5999984741211,75.19999694824219,75.19999694824219,95589000
2022-07-06,75.16999816894531,76.27999877929688,73.55000305175781,75.3499984741211,75.3499984741211,85458900
2022-07-07,77.19000244140625,79.98999786376953,76.9000015258789,79.30000305175781,79.30000305175781,83640900
2022-07-08,78.30999755859375,80.47000122070312,77.4000015258789,79.3499984741211,79.3499984741211,83405900
2022-07-11,77.8499984741211,78.29000091552734,75.83999633789062,76.94999694824219,76.94999694824219,76150300
2022-07-12,76.9800033569336,77.44000244140625,74.43000030517578,76.36000061035156,76.36000061035156,77873200
2022-07-13,74.94000244140625,79.11000061035156,74.4800033569336,77.5199966430664,77.5199966430664,79355000
2022-07-14,78.2300033569336,79.25,76.0,78.5999984741211,78.5999984741211,83493600
2022-07-15,79.36000061035156,81.19999694824219,77.9000015258789,81.11000061035156,81.11000061035156,76050600
2022-07-18,82.20999908447266,84.47000122070312,80.94000244140625,81.43000030517578,81.43000030517578,90464300
2022-07-19,82.76000213623047,86.41000366210938,82.19000244140625,85.87999725341797,85.87999725341797,85047500
2022-07-20,85.38999938964844,89.91999816894531,85.08000183105469,89.43000030517578,89.43000030517578,88348600
2022-07-21,89.5999984741211,91.58000183105469,88.22000122070312,91.08999633789062,91.08999633789062,90449300
2022-07-22,90.19999694824219,90.69000244140625,87.04000091552734,88.0999984741211,88.0999984741211,76989700
2022-07-25,86.56999969482422,87.5999984741211,85.12000274658203,87.54000091552734,87.54000091552734,70083000
2022-07-26,87.0,87.75,84.70999908447266,85.25,85.25,69180400
2022-07-27,86.94000244140625,90.62000274658203,86.29000091552734,89.81999969482422,89.81999969482422,78301600
2022-07-28,90.41999816894531,92.22000122070312,88.58999633789062,91.66999816894531,91.66999816894531,79009200
2022-07-29,90.69999694824219,94.80999755859375,90.55999755859375,94.47000122070312,94.47000122070312,76630700
2022-08-01,95.58999633789062,98.38999938964844,93.95999908447266,96.77999877929688,96.77999877929688,96477500
2022-08-02,95.70999908447266,100.91999816894531,95.36000061035156,99.29000091552734,99.29000091552734,116734100
2022-08-03,94.83000183105469,98.7699966430664,93.62000274658203,98.08999633789062,98.08999633789062,131142000
2022-08-04,97.5,104.58999633789062,97.26000213623047,103.91000366210938,103.91000366210938,125855800
2022-08-05,101.05000305175781,103.86000061035156,100.9800033569336,102.30999755859375,102.30999755859375,93859900
2022-08-08,100.05999755859375,101.80000305175781,97.98999786376953,100.06999969482422,100.06999969482422,92606800
2022-08-09,97.94999694824219,98.05000305175781,93.66999816894531,95.54000091552734,95.54000091552734,89473700
2022-08-10,98.44999694824219,99.3499984741211,95.61000061035156,99.05000305175781,99.05000305175781,83416100
2022-08-11,99.93000030517578,102.37000274658203,98.0,98.12000274658203,98.12000274658203,77516900
2022-08-12,99.19999694824219,101.4000015258789,98.4800033569336,100.83000183105469,100.83000183105469,72316300
2022-08-15,100.51000213623047,101.8499984741211,99.80000305175781,101.01000213623047,101.01000213623047,61327100
2022-08-16,100.83999633789062,101.44999694824219,98.31999969482422,100.19999694824219,100.19999694824219,60220700
2022-08-17,99.26000213623047,99.63999938964844,96.7300033569336,98.2699966430664,98.2699966430664,63735600
2022-08-18,97.73999786376953,101.06999969482422,96.7300033569336,100.44000244140625,100.44000244140625,76059500
2022-08-19,98.66999816894531,99.25,94.58999633789062,95.94999694824219,95.94999694824219,67221700
2022-08-22,94.4000015258789,95.0199966430664,92.36000061035156,92.83999633789062,92.83999633789062,61837300
2022-08-23,92.38999938964844,94.44000244140625,92.11000061035156,92.48999786376953,92.48999786376953,52927000
2022-08-24,92.20999908447266,93.37999725341797,90.9000015258789,92.7300033569336,92.7300033569336,56520400
2022-08-25,93.13999938964844,97.56999969482422,93.13999938964844,97.18000030517578,97.18000030517578,61016200
2022-08-26,96.29000091552734,97.5999984741211,91.12000274658203,91.18000030517578,91.18000030517578,65552500
2022-08-29,90.05000305175781,91.19000244140625,88.26000213623047,88.48999786376953,88.48999786376953,61142500
2022-08-30,90.05999755859375,90.1500015258789,85.33999633789062,86.94000244140625,86.94000244140625,69087100
2022-08-31,86.27999877929688,86.72000122070312,83.72000122070312,84.87000274658203,84.87000274658203,64991700
2022-09-01,82.3499984741211,82.76000213623047,78.5199966430664,82.33000183105469,82.33000183105469,94854700
2022-09-02,83.31999969482422,83.6500015258789,79.80999755859375,80.23999786376953,80.23999786376953,84890600
2022-09-06,80.41000366210938,80.88999938964844,78.37000274658203,78.72000122070312,78.72000122070312,68727300
2022-09-07,79.23999786376953,80.25,77.73999786376953,79.61000061035156,79.61000061035156,67891200
2022-09-08,80.02999877929688,83.44999694824219,79.23999786376953,82.77999877929688,82.77999877929688,89089300
2022-09-09,84.02999877929688,85.68000030517578,83.83999633789062,85.44999694824219,85.44999694824219,68907700
2022-09-12,84.88999938964844,85.3499984741211,83.45999908447266,84.63999938964844,84.63999938964844,71922500
2022-09-13,80.95999908447266,81.47000122070312,76.80000305175781,77.02999877929688,77.02999877929688,80921200
2022-09-14,77.0999984741211,78.08000183105469,75.87000274658203,77.44999694824219,77.44999694824219,71483000
2022-09-15,76.63999938964844,77.97000122070312,74.91000366210938,76.66000366210938,76.66000366210938,81818000
2022-09-16,75.62000274658203,76.81999969482422,74.68000030517578,76.51000213623047,76.51000213623047,75250200
2022-09-19,75.38999938964844,77.33999633789062,75.3499984741211,76.7699966430664,76.7699966430664,64966900
2022-09-20,76.08000183105469,76.58000183105469,74.7300033569336,75.25,75.25,51129100
2022-09-21,75.44000244140625,78.41000366210938,74.44999694824219,74.4800033569336,74.4800033569336,82069700
2022-09-22,73.88999938964844,74.29000091552734,69.16999816894531,69.5,69.5,101436900
2022-09-23,68.0,69.08000183105469,66.81999969482422,67.95999908447266,67.95999908447266,87569300
2022-09-26,67.87000274658203,68.73999786376953,66.25,66.30000305175781,66.30000305175781,82898700
2022-09-27,67.9000015258789,68.77999877929688,66.0,67.16999816894531,67.16999816894531,94871800
2022-09-28,67.11000061035156,68.80000305175781,66.55999755859375,68.36000061035156,68.36000061035156,72389500
2022-09-29,67.1500015258789,67.19999694824219,62.83000183105469,64.13999938964844,64.13999938964844,102552400
2022-09-30,63.6150016784668,65.91000366210938,63.349998474121094,63.36000061035156,63.36000061035156,81664125
