,Symbol,Name,Sector,Industry,Sales,Revenue,MarCap,PER,PBR,ROA,ROE,Volume,Price,Beta,DIVIDEND,cnn_score,total_score
84,CPT,Camden Property Trust,Real Estate,Residential REITs,0.000978667901157608,0.008061123999763085,0.0039977311224727655,0.013147075647075644,0.0005624653024651077,0.3924870466321243,0.4411114386792453,0.002252846978236009,0.029578847577993648,0.19518716577540107,0.27032321253672864,0.0,1.357687622152663
85,CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,0.013395112383299901,0.007437717025435205,0.0041298233072775015,0.014550264550264546,0.0009130930234823177,0.36787564766839376,0.44796580188679247,0.008551457957152368,0.009320882975156373,0.07486631016042783,0.296767874632713,0.0,1.245773985570395
86,COF,Capital One,Financials,Consumer Finance,0.045228219018586514,0.09570853063678864,0.0145651059068517,0.0015193765193765195,8.035218606644394e-05,0.29533678756476683,0.4404481132075472,0.012349598728898356,0.02296931876020678,0.3663101604278075,0.21253672869735551,0.0,1.5070522916542521
87,CAH,Cardinal Health,Health Care,Health Care Distributors,0.30771083344148753,0.009204538724013415,0.00586256196677493,,,0.2383419689119171,0.14799528301886794,0.013467284476758046,0.013957202094786432,0.19518716577540107,0.2791380999020568,1.0,2.2108649383120635
88,KMX,CarMax,Consumer Discretionary,Specialty Stores,0.05589035104303243,0.00954384880021764,0.003978305801177952,0.011028886028886027,0.0005235066667965288,0.3160621761658031,0.4410377358490566,0.00461042031951818,0.018805798052360014,0.3582887700534759,,0.0,1.2197697987803244
89,CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.008796429241765718,0.092004228325565,0.0033605805840028597,,0.00022157724036504241,0.04404145077720209,0.3678508254716981,0.28758178434433523,0.0002074523643538946,0.5294117647058825,,0.5,1.8334760930551703
90,CARR,Carrier Global,Industrials,Building Products,0.0334589966082157,0.027444965009903236,0.012288458251099473,0.009277134277134277,0.0011663241553280803,0.40932642487046633,0.4567364386792453,0.012931547761730921,0.007699859849042222,,0.13712047012732614,0.0,1.1074506195894918
91,CTLT,Catalent,Health Care,Pharmaceuticals,0.007042116784069345,0.0049079495933800395,0.00500007770128518,0.027590090090090086,0.0007256045893272818,0.33031088082901555,0.43558372641509435,0.004433219207981889,0.02023142999809434,0.3475935828877006,,0.0,1.1834186780960387
92,CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,0.09084034291869222,0.06729884082442308,0.03661673064072479,0.011046761046761045,0.0014487742639252774,0.3743523316062176,0.45747346698113206,0.008056731686615196,0.042964349552409464,0.2540106951871658,0.2419196865817826,0.0,1.5860287112898492
93,CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,0.005015289769837613,0.001946515496331335,0.003469362383253819,0.052641927641927634,0.0008254360932280151,0.30310880829015546,0.43167747641509435,0.009074949181212488,0.02690608920934115,0.1497326203208556,0.15964740450538686,0.0,1.1440458793066244
94,CBRE,CBRE Group,Real Estate,Real Estate Services,0.05067851014929369,0.020016282868153944,0.008488865405833813,0.009455884455884453,0.000662296806365841,0.3911917098445596,0.44516509433962265,0.004853882049800149,0.016680617436130005,0.3529411764705882,,0.0,1.3001343198262323
95,CDW,CDW,Information Technology,Technology Distributors,0.037870325992131824,0.009977523217141382,0.007424357798877993,0.018187830687830683,0.0049988799392245275,0.37305699481865284,0.5114239386792453,0.011837242325556796,0.03933393317621631,0.28609625668449196,0.11165523996082272,0.0,1.4118625232801922
96,CE,Celanese,Materials,Specialty Chemicals,0.015098328361645895,0.01981550767513369,0.003275109170305677,0.002985127985127984,0.0004991575195036669,0.47538860103626945,0.46020047169811323,0.005354105435111256,0.024508325835297298,0.3074866310160428,0.22624877571008817,0.0,1.5408601414426393
97,CNC,Centene Corporation,Health Care,Managed Health Care,0.2340126780584564,0.01851046892050206,0.018943573326702823,0.023621836121836118,0.0003676721241222132,0.2966321243523316,0.4324145047169811,0.0071684485519685846,0.019715211324004413,0.12032085561497327,,0.0,1.1717073731118786
98,CNP,CenterPoint Energy,Utilities,Multi-Utilities,0.01375278773875256,0.00836128291332836,0.006534678083575503,0.019090519090519086,0.0004139355039786507,0.3212435233160622,0.44015330188679247,0.012965669238857117,0.005601213837555149,0.21657754010695188,0.21155729676787466,0.0,1.256251748484248
99,CDAY,Ceridian,Information Technology,Application Software,0.0007402176641891688,0.0006173837185372723,0.0022183716918677833,,0.000998315039007334,0.2551813471502591,0.4246020047169811,0.00414454335720637,0.012386835941363349,0.3823529411764706,,0.0,1.083241960455882
100,CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,0.01612025794865349,0.025637988272720978,0.0060878956937947745,0.004504504504504504,0.0009642262327973275,0.5259067357512953,0.478626179245283,0.011873810089052979,0.02215398272356008,0.25133689839572193,0.15572967678746327,0.0,1.4989421556448475
101,CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,0.005100450568754912,0.004288558122912565,0.002797246266453247,0.020386457886457883,0.0009106581087530315,0.3471502590673575,0.44007959905660377,0.005420337935622797,0.04981992652326723,0.34491978609625673,,0.0,1.2208732796324397
102,SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,0.032198616784239666,0.05796279434898142,0.052673701223018225,0.01923351923351923,0.0008887438761894558,0.27849740932642486,0.4375737028301887,0.018307458887416025,0.015414193118853321,0.26737967914438504,0.11263467189030361,0.0,1.2927644906635196
103,CHTR,Charter Communications,Communication Services,Cable & Satellite,0.08935854501753121,0.05505155405018777,0.022591648665868932,0.00832082082082082,0.001429294946090988,0.3160621761658031,0.45784198113207547,0.01798948383666894,0.0910619390041804,0.2272727272727273,,0.0,1.286980170911955
104,CVX,Chevron Corporation,Energy,Integrated Oil & Gas,0.34984839674576745,0.2914643438315336,0.11894901241666538,0.006917631917631916,0.0003676721241222132,0.41968911917098445,0.4421432783018868,0.0425182426182395,0.03642960007526179,0.2887700534759358,0.34084231145935356,0.0,2.3379396621373827
105,CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,0.012696793832178043,0.0074286821417492935,0.017152558703320952,0.05569855569855569,0.005378726636993172,0.4158031088082902,0.45231426886792453,0.0009674078455103236,0.40784893608296174,0.3315508021390375,,0.0,1.7068398407565213
106,CB,Chubb Limited,Financials,Property & Casualty Insurance,0.06854524576214317,0.07171589507086862,0.03045501872600973,0.007829257829257828,0.00025810096130433516,0.3134715025906736,0.4365418632075472,0.0035194187758552436,0.044891726751464835,0.16310160427807488,0.16356513222331048,0.0,1.30389476617651
107,CHD,Church & Dwight,Consumer Staples,Household Products,0.007842628293891962,0.007668608497408493,0.006169482043232994,0.02057414557414557,0.0012320668530188075,0.39378238341968913,0.44405955188679247,0.008040676174922523,0.017122056769580733,0.07754010695187166,0.12340842311459355,0.0,1.1074401295791478
108,CI,Cigna,Health Care,Managed Health Care,0.3039978226086933,0.05485077885716753,0.03309297735784549,0.012887887887887885,0.00035793246520506847,0.3134715025906736,0.43595224056603776,0.007190085533137606,0.06769942564641916,0.17379679144385027,0.14691478942213518,0.0,1.5502122343790528
109,CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,0.01097654569404859,0.005279383700467505,0.004506674540396898,0.024747962247962243,0.00023131689928218715,0.2901554404145078,0.4306456367924528,0.011489208882516424,0.021707718916519722,0.1310160427807487,0.27032321253672864,0.0,1.2010791434056314
110,CTAS,Cintas,Industrials,Diversified Support Services,0.012185829038674245,0.012186050340364145,0.014631151999254067,0.028519591019591013,0.0029462468224362784,0.4650259067357513,0.45415683962264153,0.008427948613702168,0.09630855403289809,0.3663101604278075,0.10871694417238001,0.0,1.5694152228255005
111,CSCO,Cisco,Information Technology,Communications Equipment,0.08663339945217761,0.11839612744807702,0.06793423363222428,0.011189761189761189,0.0009690960622558999,0.427461139896373,0.4485554245283019,0.32201135296197897,0.008375286151589785,0.23529411764705882,0.33594515181194906,0.0,2.0627650907817476
112,C,Citigroup,Financials,Diversified Banks,0.09123208259371181,0.1582500032625969,0.036169948250944065,0.00294044044044044,0.0,0.2759067357512953,0.43359375,0.08672620833963768,0.00971648980950566,0.4090909090909091,0.39079333986287945,0.0,1.8944199074019203
113,CFG,Citizens Financial Group,Financials,Regional Banks,0.007774499654758122,0.017205430165870426,0.005916952866400409,0.006059631059631059,7.548235660787158e-05,0.27849740932642486,0.4332252358490566,0.011907130196506249,0.0068917605227799585,0.3502673796791444,0.4182174338883447,0.0,1.5360383455655247
114,CTXS,Citrix,Information Technology,Application Software,0.004453228496983434,0.0031551821583132474,0.0035820292467637414,0.03284534534534534,0.0037448988536421452,0.3290155440414508,0.4672759433962264,0.023893469458578624,0.022708797186367004,0.005347593582887701,0.13809990205680706,,1.0341219338233656
115,CLX,Clorox,Consumer Staples,Household Products,0.01092544921469821,0.0044762829283865,0.005446860091065906,0.03271128271128271,0.00785990474613579,0.3626943005181347,0.5104658018867925,0.0025671385403110455,0.032873963039707826,0.02941176470588236,0.3104799216454456,0.0,1.3099126700278432
116,CME,CME Group,Financials,Financial Exchanges & Data,0.007059148943852804,0.028850391361044996,0.02573078058711091,0.018777706277706273,0.0004723734574815191,0.2862694300518135,0.4349941037735849,0.02702309921369889,0.04455160136339624,0.09090909090909091,0.19980411361410383,0.5,1.6644418395528848
117,CMS,CMS Energy,Utilities,Multi-Utilities,0.012526472234343446,0.007016089120092678,0.0063559651276632115,0.02265658515658515,0.0006111635970508314,0.32512953367875647,0.44243808962264153,0.003911260427682278,0.014405878138621599,0.05882352941176471,0.2546523016650343,0.0,1.1485268681802363
118,KO,The Coca-Cola Company,Consumer Staples,Soft Drinks,0.06919246783391465,0.09590930582980889,0.1031484560754635,0.022602960102960097,0.0027319743262590943,0.40025906735751293,0.4576208726415094,0.053155553361083595,0.012562929227384678,0.1310160427807487,0.27424094025465223,0.0,1.6224405697912978
119,CTSH,Cognizant,Information Technology,IT Consulting & Other Services,0.031602491191818564,0.022525972780907084,0.010963651338793144,0.01025132275132275,0.0005308114109843873,0.43523316062176165,0.44125884433962265,0.053411218404981364,0.012890993431479208,0.26737967914438504,0.1665034280117532,0.0,1.452551573427809
