종목코드,종목명,SEC_NM_KOR,업종명,시장구분,MKT_VAL,ALL_MKT_VAL,PER,PBR,DIV,매출액,영업이익,당기순이익,ROA,ROE,베타
002390,한독,건강관리,의약품,KOSPI,129446,115719223,71.55,0.61,2.05,1321.0,61.0,-16.0,-0.3,-0.7,0.7
334970,프레스티지바이오로직스,건강관리,제약,KOSDAQ,127954,115719223,0.0,2.3,0.0,,-86.0,-169.0,-23.3,-60.8,1.17
156100,엘앤케이바이오,건강관리,의료·정밀기기,KOSDAQ,127045,115719223,0.0,6.4,0.0,47.0,-36.0,-73.0,-38.7,-85.8,1.47
179290,엠아이텍,건강관리,의료·정밀기기,KOSDAQ,126250,115719223,30.74,5.79,0.66,145.0,45.0,47.0,19.8,23.3,1.09
284620,카이노스메드,건강관리,기타서비스,KOSDAQ,126173,115719223,0.0,11.95,0.0,-,-27,-40,-32.4,-122.5,0.94
200670,휴메딕스,건강관리,제약,KOSDAQ,124984,115719223,24.53,1.77,1.69,317.0,76.0,54.0,16.5,25.8,0.99
108860,셀바스AI,건강관리,소프트웨어,KOSDAQ,123293,115719223,37.79,3.47,0.0,121.0,14.0,24.0,8.0,12.5,1.06
000230,일동홀딩스,건강관리,의약품,KOSPI,122761,115719223,0.0,6.09,0.35,1718.0,-287.0,423.0,-18.6,-143.6,0.76
166480,코아스템,건강관리,제약,KOSDAQ,122523,115719223,0.0,4.5,0.0,142.0,22.0,60.0,11.3,25.1,1.17
308080,바이젠셀,건강관리,제약,KOSDAQ,121601,115719223,0.0,1.64,0.0,,-41.0,-42.0,-14.8,-16.5,1.45
245620,EDGC,건강관리,기타서비스,KOSDAQ,120266,115719223,0.0,3.29,0.0,242.0,-22.0,-42.0,-10.0,-34.1,1.07
194700,노바렉스,건강관리,음식료·담배,KOSDAQ,119759,115719223,8.61,1.63,2.02,781.0,88.0,60.0,10.6,18.5,0.58
054950,제이브이엠,건강관리,기계·장비,KOSDAQ,117272,115719223,24.97,1.56,1.03,370.0,59.0,46.0,7.6,11.2,0.99
011040,경동제약,건강관리,제약,KOSDAQ,116909,115719223,17.96,0.87,6.05,403.0,-4.0,-12.0,1.4,1.6,0.72
340570,티앤엘,건강관리,제약,KOSDAQ,116068,115719223,14.11,3.07,1.18,236.0,83.0,71.0,21.8,24.1,1.25
288330,브릿지바이오테라퓨틱스,건강관리,제약,KOSDAQ,116010,115719223,0.0,5.24,0.0,7.0,-115.0,-116.0,-75.8,-81.9,0.99
066700,테라젠이텍스,건강관리,제약,KOSDAQ,114555,115719223,0.0,0.63,0.0,462.0,28.0,25.0,5.3,7.8,1.02
084110,휴온스글로벌,건강관리,제약,KOSDAQ,114515,115719223,65.53,0.49,2.37,1697.0,204.0,102.0,3.6,3.0,0.7
271980,제일약품,건강관리,의약품,KOSPI,113985,115719223,0.0,1.82,0.31,1947.0,-23.0,-20.0,-3.0,-6.9,1.05
335890,비올,건강관리,의료·정밀기기,KOSDAQ,113662,115719223,26.0,4.49,0.0,78.0,30.0,34.0,28.8,32.2,0.55
336570,원텍,건강관리,의료·정밀기기,KOSDAQ,112904,115719223,0.0,0.0,0.0,198.0,39.0,-56.0,-1.9,-3.1,0.06
217730,강스템바이오텍,건강관리,제약,KOSDAQ,112676,115719223,0.0,1.84,0.0,39.0,-48.0,-47.0,-20.5,-31.1,1.12
096760,JW홀딩스,건강관리,기타금융,KOSPI,108929,115719223,0.0,2.43,2.74,2053.0,171.0,19.0,3.1,13.7,0.72
004720,팜젠사이언스,건강관리,의약품,KOSPI,107631,115719223,3.35,0.88,0.0,347.0,11.0,125.0,52.1,83.7,0.66
109820,진매트릭스,건강관리,기타서비스,KOSDAQ,106808,115719223,0.0,3.9,0.0,23.0,-6.0,-3.0,-22.9,-28.3,1.32
226330,신테카바이오,건강관리,출판·매체복제,KOSDAQ,105573,115719223,0.0,5.38,0.0,1.0,-28.0,32.0,7.8,17.0,1.54
293480,하나제약,건강관리,의약품,KOSPI,105571,115719223,9.83,1.13,3.09,511.0,74.0,59.0,7.6,9.4,0.56
061250,화일약품,건강관리,제약,KOSDAQ,104120,115719223,57.95,0.92,0.0,360.0,20.0,23.0,4.4,4.7,0.75
234080,JW생명과학,건강관리,의약품,KOSPI,103225,115719223,14.84,1.45,4.07,471.0,70.0,29.0,6.5,11.5,0.68
261780,차백신연구소,건강관리,기타서비스,KOSDAQ,102915,115719223,0.0,4.4,0.0,1.0,-15.0,-20.0,-11.0,-18.6,0.29
311690,CJ 바이오사이언스,건강관리,기타서비스,KOSDAQ,102289,115719223,0.0,2.01,0.0,7.0,-68.0,-79.0,-25.8,-35.5,1.07
214150,클래시스,건강관리,의료·정밀기기,KOSDAQ,100112,115719223,20.75,5.55,0.47,327.0,153.0,138.0,20.2,30.4,0.74
068330,일신바이오,건강관리,기계·장비,KOSDAQ,100096,115719223,23.49,2.91,0.2,44.0,8.0,7.0,6.5,7.4,1.07
006620,동구바이오제약,건강관리,제약,KOSDAQ,99297,115719223,19.58,1.81,1.55,490.0,44.0,11.0,4.3,6.9,1.14
056090,이노시스,건강관리,의료·정밀기기,KOSDAQ,99090,115719223,0.0,3.04,0.0,122.0,10.0,4.0,-0.8,-0.9,0.7
023910,대한약품,건강관리,제약,KOSDAQ,98670,115719223,6.7,0.75,1.58,464.0,84.0,69.0,9.5,12.6,0.71
004310,현대약품,건강관리,의약품,KOSPI,97152,115719223,0.0,1.63,0.59,412.0,26.0,24.0,4.1,8.1,0.51
104540,코렌텍,건강관리,의료·정밀기기,KOSDAQ,96798,115719223,154.62,2.21,0.0,143.0,20.0,4.0,1.5,3.1,1.09
187420,제노포커스,건강관리,제약,KOSDAQ,95497,115719223,0.0,4.16,0.0,73.0,-6.0,21.0,-0.2,-4.5,1.19
086040,바이오톡스텍,건강관리,기타서비스,KOSDAQ,95237,115719223,15.87,2.75,0.0,97.0,6.0,1.0,0.4,2.9,1.56
214610,미코바이오메드,건강관리,의료·정밀기기,KOSDAQ,95144,115719223,0.0,2.84,0.0,39.0,-103.0,-101.0,-34.5,-61.2,0.5
317690,퀀타매트릭스,건강관리,의료·정밀기기,KOSDAQ,94798,115719223,0.0,2.5,0.0,4.0,-49.0,-47.0,-34.2,-37.8,1.16
241820,피씨엘,건강관리,제약,KOSDAQ,94774,115719223,0.0,10.57,0.0,127.0,3.0,99.0,39.4,132.2,0.61
032300,한국파마,건강관리,제약,KOSDAQ,93939,115719223,50.86,5.64,0.17,202.0,21.0,9.0,2.3,5.1,0.81
063160,종근당바이오,건강관리,의약품,KOSPI,93198,115719223,0.0,0.95,0.36,367.0,-40.0,-49.0,-4.1,-7.7,0.81
039860,나노엔텍,건강관리,의료·정밀기기,KOSDAQ,92795,115719223,18.11,2.53,0.0,85.0,13.0,19.0,11.7,13.9,1.04
372910,한컴라이프케어,건강관리,의료정밀,KOSPI,92100,115719223,26.53,1.23,0.0,222.0,23.0,20.0,-0.1,-0.2,1.09
321550,티움바이오,건강관리,기타서비스,KOSDAQ,91206,115719223,0.0,4.58,0.0,1.0,-73.0,-126.0,-31.7,-40.9,1.3
067080,대화제약,건강관리,제약,KOSDAQ,88109,115719223,54.8,1.53,2.16,310.0,-7.0,-9.0,0.8,2.1,1.18
099750,이지케어텍,건강관리,소프트웨어,KOSDAQ,85176,115719223,0.0,4.41,0.37,172.0,-13.0,-13.0,-9.3,-16.0,0.88
191420,테고사이언스,건강관리,제약,KOSDAQ,84814,115719223,1079.41,3.04,0.0,22.0,3.0,4.0,0.6,0.6,1.22
263700,케어랩스,건강관리,기타서비스,KOSDAQ,84291,115719223,79.73,0.98,0.0,222.0,-15.0,-66.0,-7.3,-14.1,0.74
304840,피플바이오,건강관리,제약,KOSDAQ,84251,115719223,0.0,6.48,0.0,14.0,-25.0,3.0,-9.3,-23.8,0.81
046210,파나진,건강관리,의료·정밀기기,KOSDAQ,83877,115719223,19.35,3.23,0.0,28.0,-2.0,2.0,8.9,9.7,0.85
054670,대한뉴팜,건강관리,제약,KOSDAQ,83675,115719223,8.99,1.71,0.8,506.0,56.0,33.0,18.8,33.7,0.81
261200,덴티스,건강관리,의료·정밀기기,KOSDAQ,82833,115719223,203.95,3.97,0.0,238.0,33.0,30.0,9.1,36.4,0.74
298060,에스씨엠생명과학,건강관리,제약,KOSDAQ,81365,115719223,0.0,2.58,0.0,1.0,-27.0,-47.0,-41.8,-51.1,1.61
122310,제노레이,건강관리,의료·정밀기기,KOSDAQ,81359,115719223,8.45,1.53,2.01,222.0,45.0,41.0,14.1,17.7,0.61
038070,서린바이오,건강관리,유통,KOSDAQ,81071,115719223,7.57,1.58,0.69,352.0,42.0,62.0,12.3,20.5,0.87
086820,바이오솔루션,건강관리,제약,KOSDAQ,79948,115719223,0.0,2.26,0.0,22.0,-14.0,-39.0,-11.4,-24.0,1.01
032850,비트컴퓨터,건강관리,소프트웨어,KOSDAQ,79712,115719223,22.65,1.87,0.92,94.0,15.0,15.0,7.1,8.5,1.07
359090,씨엔알리서치,건강관리,기타서비스,KOSDAQ,77739,115719223,0.0,2.87,0.0,118.0,6.0,3.0,4.1,9.2,0.36
214680,디알텍,건강관리,의료·정밀기기,KOSDAQ,77097,115719223,20.41,1.94,0.0,235.0,29.0,40.0,10.9,21.4,0.85
017180,명문제약,건강관리,의약품,KOSPI,76382,115719223,0.0,1.28,0.0,408.0,32.0,23.0,2.9,7.7,1.03
072020,중앙백신,건강관리,제약,KOSDAQ,75925,115719223,15.67,1.27,0.83,112.0,9.0,15.0,6.6,8.0,0.52
314930,바이오다인,건강관리,의료·정밀기기,KOSDAQ,75332,115719223,0.0,4.06,0.0,10.0,-2.0,1.0,-0.1,-0.1,1.72
225220,제놀루션,건강관리,제약,KOSDAQ,74904,115719223,3.03,1.21,3.64,44.0,3.0,25.0,27.6,33.3,1.15
042520,한스바이오메드,건강관리,제약,KOSDAQ,74538,115719223,0.0,2.25,0.0,202.0,13.0,-7.0,0.7,4.5,1.07
071200,인피니트헬스케어,건강관리,소프트웨어,KOSDAQ,73775,115719223,6.03,1.2,0.0,200.0,15.0,-49.0,-9.2,-11.7,0.85
065170,비엘팜텍,건강관리,유통,KOSDAQ,73276,115719223,0.0,1.77,0.0,182.0,-5.0,-46.0,-7.6,-19.6,0.77
065510,휴비츠,건강관리,의료·정밀기기,KOSDAQ,72780,115719223,11.29,1.15,2.09,266.0,51.0,42.0,11.6,21.0,0.69
041910,에스텍파마,건강관리,제약,KOSDAQ,71935,115719223,13.87,0.77,1.22,140.0,16.0,-10.0,0.0,0.0,1.07
234690,녹십자웰빙,건강관리,제약,KOSDAQ,71796,115719223,20.98,1.59,1.01,265.0,31.0,23.0,4.5,7.2,0.78
354200,엔젠바이오,건강관리,기타서비스,KOSDAQ,70554,115719223,0.0,3.13,0.0,32.0,-15.0,-13.0,-13.6,-17.7,1.06
258830,세종메디칼,건강관리,의료·정밀기기,KOSDAQ,70434,115719223,0.0,3.09,0.0,39.0,-20.0,-4.0,-2.3,-4.1,0.6
352770,클리노믹스,건강관리,기타서비스,KOSDAQ,70027,115719223,6.42,1.75,0.0,26.0,-36.0,-42.0,-6.9,-12.0,1.03
127120,디엔에이링크,건강관리,기타서비스,KOSDAQ,69921,115719223,0.0,2.25,0.0,37.0,-10.0,-2.0,-20.0,-23.5,1.55
251120,바이오에프디엔씨,건강관리,제약,KOSDAQ,69887,115719223,53.68,9.85,0.0,44.0,22.0,20.0,10.1,12.0,1.02321
054050,농우바이오,건강관리,"농업, 임업 및 어업",KOSDAQ,68002,115719223,23.38,0.66,1.98,395.0,-13.0,6.0,4.1,5.3,0.8
034940,조아제약,건강관리,제약,KOSDAQ,67793,115719223,0.0,1.72,0.0,174.0,-8.0,-9.0,-5.4,-8.2,0.98
217600,켐온,건강관리,기타서비스,KOSDAQ,67565,115719223,38.9,2.87,0.0,137.0,49.0,39.0,13.3,18.1,0.92
222040,코스맥스엔비티,건강관리,음식료·담배,KOSDAQ,67068,115719223,0.0,1.99,0.0,923.0,48.0,6.0,0.2,0.6,0.98
153710,옵티팜,건강관리,제약,KOSDAQ,66062,115719223,0.0,4.08,0.0,40.0,-9.0,-6.0,-7.4,-10.2,1.25
208340,파멥신,건강관리,제약,KOSDAQ,65481,115719223,0.0,1.71,0.0,-,-76,-88,-50.7,-68.2,1.34
302550,리메드,건강관리,의료·정밀기기,KOSDAQ,64965,115719223,139.02,4.02,0.0,51.0,3.0,29.0,9.1,25.2,1.08
118000,초록뱀헬스케어,건강관리,유통업,KOSPI,64892,115719223,6.91,0.56,0.0,50.0,2.0,-163.0,-22.9,-31.1,0.7
049960,쎌바이오텍,건강관리,제약,KOSDAQ,64625,115719223,8.51,0.83,3.6,122.0,5.0,32.0,11.0,11.7,0.68
142280,녹십자엠에스,건강관리,제약,KOSDAQ,64391,115719223,0.0,4.04,0.0,173.0,-4.0,-4.0,-5.4,-17.7,1.04
000220,유유제약,건강관리,의약품,KOSPI,61980,115719223,0.0,0.98,1.66,345.0,1.0,-9.0,-1.0,-2.8,1.08
131030,옵투스제약,건강관리,제약,KOSDAQ,61640,115719223,10.31,0.8,1.57,149.0,11.0,6.0,4.0,4.4,0.74
002720,국제약품,건강관리,의약품,KOSPI,59743,115719223,0.0,1.46,0.0,322.0,15.0,12.0,4.7,9.5,1.05
335810,프리시젼바이오,건강관리,의료·정밀기기,KOSDAQ,58823,115719223,0.0,2.35,0.0,50.0,-8.0,-24.0,-8.7,-13.4,1.12
100700,세운메디칼,건강관리,제약,KOSDAQ,58591,115719223,11.21,1.21,1.57,154.0,28.0,28.0,8.5,8.9,1.26
058110,멕아이씨에스,건강관리,의료·정밀기기,KOSDAQ,58032,115719223,8.63,1.16,1.58,114.0,19.0,14.0,4.9,7.2,0.77
377220,프롬바이오,건강관리,음식료·담배,KOSDAQ,57399,115719223,8.81,1.36,0.0,231.0,-2.0,-1.0,6.8,8.1,0.3
000520,삼일제약,건강관리,의약품,KOSPI,56571,115719223,0.0,1.51,1.01,450.0,23.0,-3.0,0.1,0.2,0.61
002630,오리엔트바이오,건강관리,의약품,KOSPI,56464,115719223,0.0,1.78,0.0,70.0,10.0,-89.0,-36.2,-45.3,0.82
012790,신일제약,건강관리,제약,KOSDAQ,55787,115719223,15.12,0.89,1.1,208.0,41.0,35.0,9.1,10.4,1.51
263690,디알젬,건강관리,의료·정밀기기,KOSDAQ,55524,115719223,8.24,1.67,1.51,289.0,57.0,46.0,16.3,25.3,1.04
291650,압타머사이언스,건강관리,기타서비스,KOSDAQ,54914,115719223,0.0,2.78,0.0,1.0,-25.0,-24.0,-22.1,-23.4,1.3
214390,경보제약,건강관리,의약품,KOSPI,54909,115719223,0.0,1.05,0.78,461.0,-8.0,-10.0,-0.7,-1.2,0.93
003120,일성신약,건강관리,의약품,KOSPI,54844,115719223,0.0,0.35,0.95,130.0,-14.0,999.0,46.8,51.1,0.28
164060,이루다,건강관리,의료·정밀기기,KOSDAQ,54814,115719223,28.98,2.79,0.0,115.0,30.0,30.0,10.7,22.2,0.91
331920,셀레믹스,건강관리,제약,KOSDAQ,52785,115719223,0.0,3.37,0.0,27.0,-17.0,-13.0,-14.5,-16.7,0.96
305090,마이크로디지탈,건강관리,의료·정밀기기,KOSDAQ,51964,115719223,0.0,6.54,0.0,33.0,-1.0,-4.0,-2.6,-7.3,1.19
239610,에이치엘사이언스,건강관리,음식료·담배,KOSDAQ,51700,115719223,10.81,1.38,1.42,170,-,4,3.4,3.7,0.4
035610,솔본,건강관리,기타서비스,KOSDAQ,51547,115719223,4.76,0.6,0.0,204.0,-59.0,-139.0,-15.4,-19.3,1.34
204840,지엘팜텍,건강관리,기타서비스,KOSDAQ,50796,115719223,0.0,3.38,0.0,30.0,-4.0,13.0,-7.9,-10.4,1.02
260660,알리코제약,건강관리,제약,KOSDAQ,50527,115719223,19.02,1.15,1.13,383.0,27.0,24.0,8.2,12.8,0.91
299170,더블유에스아이,건강관리,유통,KOSDAQ,50003,115719223,7.39,1.64,0.0,60,-,14,9.8,15.2,0.39
270870,뉴트리,건강관리,음식료·담배,KOSDAQ,49939,115719223,5.28,1.13,2.12,501.0,2.0,22.0,9.2,14.5,0.66
228850,레이언스,건강관리,의료·정밀기기,KOSDAQ,49226,115719223,10.76,0.78,1.01,376.0,78.0,61.0,9.0,11.0,0.72
222110,팬젠,건강관리,제약,KOSDAQ,49049,115719223,0.0,3.52,0.0,9.0,-23.0,-22.0,-14.8,-31.7,0.73
007370,진양제약,건강관리,제약,KOSDAQ,47914,115719223,7.55,1.1,1.55,185.0,23.0,31.0,9.7,14.4,1.07
330350,위더스제약,건강관리,제약,KOSDAQ,46439,115719223,24.77,1.3,0.6,154.0,12.0,7.0,4.8,7.1,0.91
018620,우진비앤지,건강관리,제약,KOSDAQ,45934,115719223,0.0,1.97,0.0,122.0,6.0,1.0,2.2,1.7,1.08
131220,대한과학,건강관리,유통,KOSDAQ,45926,115719223,17.29,2.07,0.66,170.0,17.0,14.0,12.9,15.9,1.43
002620,제일파마홀딩스,건강관리,서비스업,KOSPI,45740,115719223,0.0,0.46,0.52,2135.0,-3.0,-4.0,-1.2,-0.8,0.66
115480,씨유메디칼,건강관리,의료·정밀기기,KOSDAQ,45167,115719223,0.0,1.06,0.0,111.0,31.0,36.0,17.2,25.7,1.13
229000,젠큐릭스,건강관리,제약,KOSDAQ,45133,115719223,0.0,1.9,0.0,5.0,-27.0,-102.0,-68.7,-144.0,1.02
041920,메디아나,건강관리,의료·정밀기기,KOSDAQ,44869,115719223,8.79,0.98,0.56,150.0,20.0,32.0,11.6,13.4,0.88
363250,진시스템,건강관리,의료·정밀기기,KOSDAQ,44812,115719223,16.29,1.44,0.0,5.0,-17.0,-16.0,-8.9,-10.2,1.08
001540,안국약품,건강관리,제약,KOSDAQ,44556,115719223,26.13,0.71,2.45,481.0,14.0,12.0,2.3,3.4,0.8
322510,제이엘케이,건강관리,소프트웨어,KOSDAQ,44339,115719223,0.0,2.67,0.0,6.0,-27.0,-28.0,-32.2,-56.0,1.24
044960,이글벳,건강관리,유통,KOSDAQ,44100,115719223,21.82,1.94,0.77,118.0,12.0,13.0,9.9,12.8,0.95
389030,지니너스,건강관리,기타서비스,KOSDAQ,44086,115719223,0.0,1.63,0.0,14.0,-29.0,-28.0,-17.5,-19.7,1.19
078140,대봉엘에스,건강관리,제약,KOSDAQ,44057,115719223,13.1,0.81,0.62,250.0,26.0,20.0,5.8,6.6,0.94
250060,모비스,건강관리,소프트웨어,KOSDAQ,43882,115719223,0.0,2.36,0.0,52.0,-11.0,-31.0,-11.1,-31.2,1.07
200780,비씨월드제약,건강관리,제약,KOSDAQ,43324,115719223,24.17,0.71,1.15,185.0,-1.0,-1.0,0.5,2.1,1.32
053950,경남제약,건강관리,제약,KOSDAQ,43220,115719223,0.0,0.73,0.0,162.0,2.0,10.0,-2.8,-4.6,0.87
014570,고려제약,건강관리,제약,KOSDAQ,42527,115719223,9.53,1.11,2.15,197.0,27.0,20.0,10.9,12.6,0.83
149980,하이로닉,건강관리,의료·정밀기기,KOSDAQ,42089,115719223,12.76,1.53,0.0,73.0,7.0,11.0,8.3,9.5,1.36
376930,노을,건강관리,의료·정밀기기,KOSDAQ,41356,115719223,0.0,37.86,0.0,3.0,-41.0,-41.0,-45.2,-109.7,1.02595
059210,메타바이오메드,건강관리,제약,KOSDAQ,41232,115719223,5.53,0.92,0.86,174.0,24.0,29.0,7.0,12.8,0.91
338220,뷰노,건강관리,소프트웨어,KOSDAQ,41204,115719223,0.0,3.28,0.0,6.0,-55.0,-56.0,-73.5,-132.6,1.33
196300,애니젠,건강관리,제약,KOSDAQ,40465,115719223,0.0,2.68,0.0,20.0,-3.0,-1.0,-7.8,-13.0,0.66
347740,피엔케이피부임상연구센타,건강관리,기타서비스,KOSDAQ,40357,115719223,16.57,1.91,3.68,42.0,13.0,15.0,8.6,9.1,0.91
307280,원바이오젠,건강관리,제약,KOSDAQ,40247,115719223,0.0,2.12,0.0,72.0,15.0,9.0,8.9,12.4,0.79
106190,하이텍팜,건강관리,제약,KOSDAQ,40158,115719223,0.0,0.78,0.49,290.0,12.0,13.0,0.3,0.4,1.44
080720,한국유니온제약,건강관리,제약,KOSDAQ,38750,115719223,0.0,1.04,0.0,167.0,23.0,44.0,3.2,7.0,1.28
002800,신신제약,건강관리,제약,KOSDAQ,38661,115719223,0.0,1.53,0.0,259.0,27.0,24.0,4.9,10.3,1.11
238120,얼라인드,건강관리,의료·정밀기기,KOSDAQ,37612,115719223,11.7,2.4,0.0,30.0,7.0,7.0,7.5,9.5,1.17
114450,KPX생명과학,건강관리,제약,KOSDAQ,37440,115719223,0.0,1.39,0.0,109.0,-11.0,-5.0,-1.1,-1.4,1.41
318010,팜스빌,건강관리,음식료·담배,KOSDAQ,36562,115719223,24.96,2.11,0.63,68.0,10.0,9.0,5.2,6.5,0.95
222810,세토피아,건강관리,소프트웨어,KOSDAQ,36496,115719223,0.0,5.21,0.0,394.0,-10.0,-38.0,-13.6,-28.6,0.9
109960,에이프로젠 H&G,건강관리,유통,KOSDAQ,35811,115719223,33.4,0.4,0.0,24.0,-3.0,10.0,2.1,2.1,1.08
215380,우정바이오,건강관리,기타서비스,KOSDAQ,34247,115719223,0.0,1.79,0.0,131.0,-12.0,-34.0,-8.5,-29.3,0.92
154030,아시아종묘,건강관리,"농업, 임업 및 어업",KOSDAQ,34137,115719223,2102.5,2.04,0.0,40.0,-18.0,-27.0,-8.7,-15.9,0.78
238200,비피도,건강관리,음식료·담배,KOSDAQ,33924,115719223,13.94,1.24,0.0,27.0,1.0,1.0,3.0,3.2,1.47
032980,바이온,건강관리,유통,KOSDAQ,33488,115719223,0.0,1.09,0.0,19.0,-17.0,-41.0,-22.7,-31.8,0.82
052670,제일바이오,건강관리,제약,KOSDAQ,32390,115719223,0.0,1.34,0.0,36.0,-8.0,-9.0,-7.9,-8.2,0.88
006140,피제이전자,건강관리,의료·정밀기기,KOSDAQ,31500,115719223,12.68,0.9,1.86,361.0,11.0,11.0,6.2,9.2,0.97
044820,코스맥스비티아이,건강관리,기타금융,KOSPI,31500,115719223,5.69,0.26,3.09,1669.0,69.0,34.0,1.1,4.3,0.6
246960,이노테라피,건강관리,제약,KOSDAQ,31085,115719223,0.0,4.52,0.0,1.0,-12.0,-15.0,-20.0,-58.7,1.06
347700,라이프시맨틱스,건강관리,소프트웨어,KOSDAQ,30535,115719223,0.0,3.92,0.0,4.0,-15.0,7.0,-8.4,-20.4,0.8
009300,삼아제약,건강관리,제약,KOSDAQ,29907,115719223,28.15,0.56,1.6,168.0,27.0,7.0,4.1,4.5,0.45
226400,오스테오닉,건강관리,의료·정밀기기,KOSDAQ,29801,115719223,0.0,1.27,0.0,46.0,-1.0,5.0,2.3,4.1,1.21
036180,지더블유바이텍,건강관리,유통,KOSDAQ,29652,115719223,0.0,1.27,0.0,127.0,-18.0,-27.0,-12.7,-24.5,0.6
043100,솔고바이오,건강관리,의료·정밀기기,KOSDAQ,29471,115719223,0.0,0.98,0.0,61.0,-12.0,-10.0,-6.2,-10.3,0.62
004080,신흥,건강관리,유통업,KOSPI,28609,115719223,11.18,1.47,1.39,273.0,27.0,17.0,5.2,7.0,0.43
036480,대성미생물,건강관리,제약,KOSDAQ,28511,115719223,54.19,1.26,0.61,71,-3,-,5.6,9.3,1.0
086060,진바이오텍,건강관리,유통,KOSDAQ,27907,115719223,0.0,0.91,0.0,187,1,-,1.1,1.5,0.75
290660,네오펙트,건강관리,의료·정밀기기,KOSDAQ,26806,115719223,0.0,3.0,0.0,66.0,-17.0,-16.0,-15.5,-68.2,0.82
246720,아스타,건강관리,제약,KOSDAQ,26376,115719223,0.0,5.71,0.0,7.0,-7.0,-7.0,-36.1,-50.9,0.48
179530,애드바이오텍,건강관리,제약,KOSDAQ,24618,115719223,0.0,6.88,0.0,34.0,-20.0,-13.0,-17.6,-48.4,0.53917
018680,서울제약,건강관리,제약,KOSDAQ,22349,115719223,0.0,2.18,0.0,123,1,-,-0.8,-2.8,1.14
353190,휴럼,건강관리,음식료·담배,KOSDAQ,21739,115719223,0.0,1.23,0.0,168.0,-1.0,14.0,1.0,1.1,0.72
208370,셀바스헬스케어,건강관리,의료·정밀기기,KOSDAQ,20547,115719223,21.32,1.88,0.0,75.0,13.0,23.0,12.0,20.1,1.11
043710,서울리거,건강관리,유통,KOSDAQ,20445,115719223,0.0,1.36,0.0,32.0,-13.0,-16.0,-32.6,-50.4,0.69
223250,드림씨아이에스,건강관리,기타서비스,KOSDAQ,19839,115719223,21.57,1.78,0.0,101.0,15.0,12.0,4.7,6.8,0.97
187660,에이디엠코리아,건강관리,기타서비스,KOSDAQ,19495,115719223,29.06,1.81,0.0,40.0,-2.0,3.0,2.1,3.6,1.29
035420,NAVER,커뮤니케이션서비스,서비스업,KOSPI,30198156,114459336,2.13,1.5,0.22,20458.0,3362.0,1585.0,1.9,3.1,1.13
035720,카카오,커뮤니케이션서비스,서비스업,KOSPI,21930741,114459336,22.17,3.1,0.07,18223.0,1710.0,1012.0,12.0,25.9,1.09
036570,엔씨소프트,커뮤니케이션서비스,서비스업,KOSPI,6786866,114459336,19.52,2.43,1.55,6293.0,1230.0,1187.0,13.0,18.5,0.65
259960,크래프톤,커뮤니케이션서비스,서비스업,KOSPI,6022121,114459336,19.63,2.4,0.0,4237.0,1623.0,1940.0,15.2,18.1,0.21
017670,SK텔레콤,커뮤니케이션서비스,통신업,KOSPI,5962766,114459336,7.29,0.98,6.29,42899.0,4596.0,2581.0,3.1,8.1,0.73
030200,KT,커뮤니케이션서비스,통신업,KOSPI,4976269,114459336,6.36,0.58,5.21,63122.0,4592.0,3634.0,4.3,9.6,0.48
032640,LG유플러스,커뮤니케이션서비스,통신업,KOSPI,3129630,114459336,6.82,0.63,4.91,33843.0,2484.0,1620.0,3.4,8.5,0.48
352820,하이브,커뮤니케이션서비스,서비스업,KOSPI,2547575,114459336,45.93,2.45,0.0,5122.0,883.0,989.0,5.2,8.8,1.06
035900,JYP Ent.,커뮤니케이션서비스,오락·문화,KOSDAQ,1586738,114459336,29.24,8.0,0.62,678.0,243.0,152.0,19.5,24.9,1.11
263750,펄어비스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,1494319,114459336,55.6,4.6,0.0,940.0,-42.0,320.0,5.6,10.1,0.76
030000,제일기획,커뮤니케이션서비스,서비스업,KOSPI,1487483,114459336,13.19,1.95,4.59,9764.0,880.0,613.0,8.3,18.6,0.69
251270,넷마블,커뮤니케이션서비스,서비스업,KOSPI,1413333,114459336,20.76,0.86,0.87,6606.0,-346.0,-1205.0,-3.3,-5.7,0.82
293490,카카오게임즈,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,1318020,114459336,7.08,1.84,0.0,3388.0,810.0,640.0,4.4,5.9,1.01
041510,에스엠,커뮤니케이션서비스,오락·문화,KOSDAQ,1245875,114459336,11.83,2.58,0.29,1844.0,194.0,254.0,7.7,16.3,1.09
112040,위메이드,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,1030740,114459336,6.42,3.17,1.09,1090.0,-346.0,-324.0,-5.3,-12.0,1.23
035760,CJ ENM,커뮤니케이션서비스,방송서비스,KOSDAQ,980167,114459336,10.19,0.52,2.21,11925.0,556.0,-250.0,-0.6,-0.9,0.73
253450,스튜디오드래곤,커뮤니케이션서비스,오락·문화,KOSDAQ,839437,114459336,56.57,3.23,0.0,1575.0,270.0,256.0,8.7,12.1,0.76
122870,와이지엔터테인먼트,커뮤니케이션서비스,오락·문화,KOSDAQ,686915,114459336,160.71,2.84,0.43,760.0,93.0,86.0,4.4,3.1,0.87
078340,컴투스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,666995,114459336,7.47,0.82,1.6,1934.0,38.0,149.0,1.2,4.9,0.86
