종목코드,종목명,SEC_NM_KOR,업종명,시장구분,MKT_VAL,ALL_MKT_VAL,PER,PBR,DIV,매출액,영업이익,당기순이익,ROA,ROE,베타
014790,한라,산업재,건설업,KOSPI,75244,146282367,3.54,0.45,2.52,3774.0,137.0,62.0,4.1,15.4,0.94
206400,베노홀딩스,산업재,건설,KOSDAQ,75084,146282367,8.45,1.0,0.0,61.0,-6.0,-107.0,-19.1,-28.2,0.56
039570,HDC랩스,산업재,건설업,KOSPI,74664,146282367,14.27,0.76,5.32,1591.0,38.0,39.0,3.4,5.2,0.62
015230,대창단조,산업재,운수장비,KOSPI,74531,146282367,5.39,0.67,2.43,1027.0,133.0,136.0,14.2,17.7,0.64
051490,나라엠앤디,산업재,기계·장비,KOSDAQ,73601,146282367,26.03,1.12,0.73,548.0,39.0,25.0,3.7,10.6,1.01
034950,한국기업평가,산업재,기타서비스,KOSDAQ,73416,146282367,14.09,3.13,4.83,405.0,197.0,148.0,24.9,31.6,0.27
225530,보광산업,산업재,비금속,KOSDAQ,73223,146282367,24.16,2.8,2.31,229.0,47.0,36.0,8.6,14.8,1.02
009410,태영건설,산업재,건설업,KOSPI,73053,146282367,3.26,0.35,5.59,6171.0,-74.0,-80.0,0.7,5.9,0.73
101930,인화정공,산업재,운송장비·부품,KOSDAQ,72806,146282367,9.98,0.8,0.0,317.0,24.0,-87.0,-5.0,-9.9,0.83
229640,LS전선아시아,산업재,기타금융,KOSPI,72627,146282367,15.74,1.5,3.14,2343.0,87.0,33.0,2.7,8.2,0.56
006340,대원전선,산업재,전기전자,KOSPI,72565,146282367,83.61,1.26,0.0,1612.0,19.0,19.0,2.8,7.5,1.53
000860,강남제비스코,산업재,화학,KOSPI,72140,146282367,3.26,0.25,2.21,1833.0,46.0,54.0,2.1,2.5,0.81
042940,상지카일룸,산업재,건설,KOSDAQ,69917,146282367,0.0,1.26,0.0,126.0,13.0,11.0,6.7,18.4,0.68
053080,원방테크,산업재,기계·장비,KOSDAQ,68795,146282367,18.56,1.13,2.38,856.0,33.0,28.0,7.6,14.0,0.64
042370,비츠로테크,산업재,금융,KOSDAQ,68497,146282367,13.76,0.87,0.73,856.0,59.0,81.0,4.4,3.0,1.15
001140,국보,산업재,운수창고업,KOSPI,68486,146282367,0.0,2.13,0.0,287.0,-14.0,-1.0,-5.2,-14.2,0.7
017550,수산중공업,산업재,기계,KOSPI,68480,146282367,13.98,1.3,0.34,719.0,44.0,49.0,5.4,10.6,0.93
092130,이크레더블,산업재,기타서비스,KOSDAQ,67251,146282367,15.1,3.32,15.59,218.0,131.0,103.0,38.1,47.6,0.26
006390,한일현대시멘트,산업재,비금속광물,KOSPI,66974,146282367,10.19,1.29,5.1,1346.0,234.0,235.0,5.7,10.7,1.12
109860,동일금속,산업재,금속,KOSDAQ,66366,146282367,12.03,1.29,1.17,275.0,29.0,23.0,9.4,10.8,0.32
007110,일신석재,산업재,유통업,KOSPI,65807,146282367,0.0,2.13,0.0,295.0,8.0,5.0,1.9,3.6,0.84
002410,범양건영,산업재,건설업,KOSPI,65784,146282367,21.68,1.22,0.0,370.0,9.0,61.0,6.0,16.4,1.47
058850,KTcs,산업재,서비스업,KOSPI,65635,146282367,5.06,0.52,4.36,2710.0,72.0,59.0,5.1,11.3,0.84
077970,STX엔진,산업재,기계,KOSPI,65345,146282367,8875.0,1.73,0.0,1049.0,6.0,-12.0,-1.0,-3.0,0.9
058860,KTis,산업재,서비스업,KOSPI,65198,146282367,3.59,0.47,3.63,1345.0,64.0,47.0,6.3,11.9,0.8
010960,삼호개발,산업재,건설업,KOSPI,64960,146282367,6.54,0.41,4.68,795.0,6.0,11.0,3.2,4.5,1.03
086670,비엠티,산업재,기계·장비,KOSDAQ,63726,146282367,24.4,1.74,0.87,384.0,87.0,74.0,10.9,25.7,0.63
226360,KH 건설,산업재,건설,KOSDAQ,63571,146282367,0.0,0.54,0.0,141.0,16.0,-418.0,-39.8,-58.9,1.17
230980,에이트원,산업재,출판·매체복제,KOSDAQ,62698,146282367,0.0,2.75,0.0,30.0,-25.0,-49.0,-19.4,-40.1,1.05
009180,한솔로지스틱스,산업재,운수창고업,KOSPI,62234,146282367,3.73,1.12,1.88,2653.0,117.0,104.0,13.1,42.4,1.46
013360,일성건설,산업재,건설업,KOSPI,61361,146282367,32.19,1.56,0.95,999.0,11.0,16.0,2.3,7.7,1.17
058730,다스코,산업재,기계,KOSPI,61306,146282367,0.0,0.77,0.0,1005.0,46.0,36.0,2.5,5.3,0.55
001840,이화공영,산업재,건설,KOSDAQ,60457,146282367,0.0,2.4,0.0,517.0,-35.0,-27.0,-4.9,-11.1,1.27
017000,신원종합개발,산업재,건설,KOSDAQ,60016,146282367,19.2,0.84,0.0,414.0,3.0,40.0,4.4,9.6,0.76
041440,현대에버다임,산업재,기계·장비,KOSDAQ,59902,146282367,0.0,0.8,0.0,884.0,31.0,53.0,5.5,8.7,0.93
013700,까뮤이앤씨,산업재,건설업,KOSPI,59493,146282367,0.0,0.97,0.93,547.0,-11.0,-4.0,-1.2,-2.5,0.62
090410,덕신하우징,산업재,금속,KOSDAQ,58757,146282367,27.24,1.21,0.0,590.0,84.0,42.0,6.4,12.7,1.19
085310,엔케이,산업재,기계,KOSPI,58740,146282367,7.18,0.78,0.0,172.0,-16.0,10.0,0.0,0.0,0.84
000910,유니온,산업재,비금속광물,KOSPI,58567,146282367,10.9,0.73,2.03,617.0,16.0,208.0,12.1,29.6,0.55
016250,SGC이테크건설,산업재,건설,KOSDAQ,58488,146282367,1.76,0.59,3.0,3643.0,110.0,119.0,13.4,34.4,0.68
034300,신세계건설,산업재,건설업,KOSPI,57342,146282367,3.85,0.44,3.38,3960.0,56.0,59.0,1.9,7.4,1.08
008250,이건산업,산업재,종이목재,KOSPI,57046,146282367,8.23,0.51,2.23,827.0,79.0,2.0,2.8,6.0,1.02
171120,라이온켐텍,산업재,화학,KOSDAQ,56286,146282367,20.23,1.49,2.08,423.0,31.0,39.0,10.0,12.1,0.95
003010,혜인,산업재,유통업,KOSPI,56143,146282367,13.83,0.68,1.85,445,10,-,0.4,0.7,0.75
105740,디케이락,산업재,기계·장비,KOSDAQ,55363,146282367,10.38,0.94,1.81,284.0,33.0,36.0,4.0,6.3,1.09
084180,EV수성,산업재,기계·장비,KOSDAQ,55053,146282367,0.0,2.32,0.0,162.0,-7.0,10.0,-0.1,-1.2,1.07
159010,아스플로,산업재,기계·장비,KOSDAQ,54415,146282367,28.33,2.71,0.0,227.0,34.0,27.0,4.9,10.3,1.3
066620,국보디자인,산업재,건설,KOSDAQ,54338,146282367,6.07,0.52,1.97,910.0,70.0,53.0,7.0,10.6,1.17
309930,오하임아이엔티,산업재,유통,KOSDAQ,53676,146282367,16.86,2.47,0.0,84,3,-,3.7,5.6,1.23
099440,스맥,산업재,기계·장비,KOSDAQ,53333,146282367,0.0,1.03,0.0,390.0,15.0,-18.0,0.6,1.8,1.05
076080,웰크론한텍,산업재,건설,KOSDAQ,52583,146282367,0.0,1.28,0.0,818.0,-11.0,-10.0,-4.9,-11.0,1.36
096350,대창솔루션,산업재,금속,KOSDAQ,52102,146282367,0.0,1.85,0.0,117.0,-16.0,-20.0,-7.1,-22.5,0.95
100840,SNT에너지,산업재,기계,KOSPI,52006,146282367,11.06,0.58,3.7,423.0,13.0,51.0,3.2,4.4,0.7
049800,우진플라임,산업재,기계,KOSPI,51920,146282367,3.91,1.07,1.14,696.0,80.0,98.0,9.8,31.3,0.7
054930,유신,산업재,기타서비스,KOSDAQ,51450,146282367,8.5,1.09,2.19,734.0,48.0,53.0,9.0,19.4,0.89
065570,삼영이엔씨,산업재,통신장비,KOSDAQ,50522,146282367,124.15,1.09,0.0,82.0,-69.0,-84.0,-22.6,-31.8,0.61
000320,노루홀딩스,산업재,기타금융,KOSPI,50473,146282367,80.07,0.35,3.67,2723.0,111.0,94.0,2.3,2.1,0.75
094280,효성ITX,산업재,서비스업,KOSPI,50111,146282367,12.37,1.72,5.02,1247.0,56.0,35.0,7.7,19.8,0.64
089140,넥스턴바이오,산업재,기계·장비,KOSDAQ,49920,146282367,0.0,0.86,0.0,27.0,-13.0,48.0,3.8,6.9,0.64
037350,성도이엔지,산업재,기타서비스,KOSDAQ,49292,146282367,3.77,0.31,2.68,1825.0,31.0,26.0,3.7,6.4,0.94
046940,우원개발,산업재,건설,KOSDAQ,49191,146282367,66.46,0.78,0.0,492,1,-,0.4,0.6,1.01
108380,대양전기공업,산업재,운송장비·부품,KOSDAQ,48736,146282367,14.88,0.58,0.71,347.0,-19.0,-9.0,-1.9,-2.2,0.85
189860,서전기전,산업재,일반전기전자,KOSDAQ,48445,146282367,0.0,2.41,0.0,60.0,-20.0,-20.0,-11.2,-16.0,1.13
038010,제일테크노스,산업재,금속,KOSDAQ,48379,146282367,96.33,1.0,0.58,532.0,62.0,36.0,6.3,15.1,1.2
021320,KCC건설,산업재,건설,KOSDAQ,48240,146282367,2.81,0.3,2.71,4392.0,-50.0,10.0,1.1,2.8,1.1
101170,우림피티에스,산업재,기계·장비,KOSDAQ,47750,146282367,29.55,1.27,1.27,153.0,21.0,23.0,6.4,7.2,0.95
049430,코메론,산업재,의료·정밀기기,KOSDAQ,47706,146282367,4.05,0.46,2.16,211.0,48.0,34.0,5.7,6.2,0.8
054540,삼영엠텍,산업재,금속,KOSDAQ,47411,146282367,0.0,0.88,1.34,228.0,-13.0,-29.0,-5.0,-7.8,0.88
004910,조광페인트,산업재,화학,KOSPI,47117,146282367,0.0,0.47,1.22,715.0,-5.0,-1.0,0.4,0.9,0.73
011090,에넥스,산업재,기타제조업,KOSPI,46793,146282367,7.47,1.16,0.0,507.0,-57.0,-55.0,-15.8,-33.8,1.35
101670,코리아에스이,산업재,금속,KOSDAQ,46296,146282367,0.0,2.41,0.0,22.0,-10.0,-10.0,-12.4,-17.3,0.78
005430,한국공항,산업재,운수창고업,KOSPI,46218,146282367,37.11,0.42,0.0,983.0,22.0,26.0,-0.8,-1.0,0.85
198440,고려시멘트,산업재,비금속,KOSDAQ,45498,146282367,23.93,0.95,0.43,189,-19,-5,-2.8,-3.5,1.01
015590,큐로,산업재,기계,KOSPI,44864,146282367,0.0,0.93,0.0,197.0,27.0,61.0,11.8,20.1,0.62
119850,지엔씨에너지,산업재,일반전기전자,KOSDAQ,44516,146282367,15.65,0.74,1.15,327.0,9.0,-6.0,0.6,1.0,1.01
011390,부산산업,산업재,비금속광물,KOSPI,44403,146282367,0.0,1.67,0.29,379.0,17.0,15.0,2.7,3.3,1.08
011560,세보엠이씨,산업재,건설,KOSDAQ,44096,146282367,7.65,0.55,2.81,2483.0,94.0,65.0,6.7,13.8,0.52
071970,STX중공업,산업재,기계,KOSPI,43979,146282367,0.0,0.89,0.0,574.0,5.0,7.0,-0.4,-1.2,0.91
036120,SCI평가정보,산업재,기타서비스,KOSDAQ,43811,146282367,17.92,3.59,1.33,147.0,53.0,35.0,21.4,28.1,0.76
000500,가온전선,산업재,전기전자,KOSPI,43334,146282367,14.57,0.32,1.94,3900.0,102.0,60.0,2.7,7.2,0.76
006050,국영지앤엠,산업재,비금속,KOSDAQ,43064,146282367,0.0,1.1,0.0,159.0,10.0,8.0,1.1,1.5,1.18
119650,KC코트렐,산업재,기계,KOSPI,42911,146282367,5.09,1.39,0.0,914.0,9.0,-133.0,-6.9,-56.4,1.03
255220,SG,산업재,비금속,KOSDAQ,42107,146282367,0.0,0.91,0.0,234.0,-19.0,-33.0,-0.7,-1.1,0.79
005750,대림B&Co,산업재,비금속광물,KOSPI,42072,146282367,78.03,0.54,2.52,654.0,4.0,2.0,0.3,0.7,0.77
004440,삼일씨엔에스,산업재,비금속광물,KOSPI,41832,146282367,0.0,0.41,0.0,610.0,5.0,4.0,-0.4,-0.5,1.27
022220,TKG애강,산업재,화학,KOSDAQ,41384,146282367,19.32,0.98,0.0,222.0,19.0,16.0,5.1,6.0,0.95
039610,화성밸브,산업재,기계·장비,KOSDAQ,41063,146282367,30.22,0.93,0.0,245.0,5.0,1.0,3.3,4.7,1.03
025950,동신건설,산업재,건설,KOSDAQ,40824,146282367,0.0,1.8,0.83,143.0,18.0,18.0,3.8,4.9,1.17
065710,서호전기,산업재,일반전기전자,KOSDAQ,40556,146282367,5.55,1.13,5.33,115.0,-6.0,6.0,7.3,9.1,0.62
119500,포메탈,산업재,금속,KOSDAQ,40429,146282367,30.88,1.32,1.14,174.0,5.0,2.0,3.9,5.5,0.84
317850,대모,산업재,기계·장비,KOSDAQ,40207,146282367,12.64,1.22,2.57,167.0,18.0,14.0,4.0,6.6,0.96
001260,남광토건,산업재,건설업,KOSPI,40152,146282367,4.87,1.2,0.0,1068.0,23.0,25.0,2.7,9.3,1.2
092460,한라IMS,산업재,운송장비·부품,KOSDAQ,39886,146282367,23.88,1.06,1.77,269.0,27.0,29.0,5.4,10.6,0.66
024840,KBI메탈,산업재,금속,KOSDAQ,38058,146282367,0.0,0.6,0.0,1875.0,9.0,83.0,9.8,21.7,1.36
010660,화천기계,산업재,기계,KOSPI,37934,146282367,11.53,0.49,0.32,452.0,12.0,18.0,3.2,4.1,0.78
091590,남화토건,산업재,건설,KOSDAQ,37660,146282367,6.91,0.59,2.01,216.0,15.0,38.0,5.6,6.6,0.9
000850,화천기공,산업재,기계,KOSPI,37363,146282367,7.87,0.24,3.0,598.0,27.0,44.0,3.6,5.0,0.49
023350,한국종합기술,산업재,서비스업,KOSPI,37308,146282367,7.83,0.61,1.2,745.0,19.0,7.0,1.5,3.5,0.9
050860,아세아텍,산업재,기계·장비,KOSDAQ,37193,146282367,12.72,0.59,1.75,477.0,63.0,49.0,8.6,10.5,0.83
039020,이건홀딩스,산업재,종이·목재,KOSDAQ,36612,146282367,11.15,0.53,1.86,1323.0,94.0,10.0,2.2,4.8,1.15
038390,레드캡투어,산업재,기타서비스,KOSDAQ,36256,146282367,13.54,0.93,3.98,634.0,101.0,63.0,5.1,14.9,0.62
199820,제일전기공업,산업재,일반전기전자,KOSDAQ,34797,146282367,9.98,1.11,2.59,321.0,18.0,20.0,5.8,7.6,1.18
010240,흥국,산업재,기계·장비,KOSDAQ,34442,146282367,6.33,0.87,3.08,310.0,27.0,26.0,8.6,11.7,1.3
017510,세명전기,산업재,금속,KOSDAQ,34364,146282367,24.15,0.77,1.89,35.0,6.0,3.0,0.6,0.7,1.04
008830,대동기어,산업재,기계·장비,KOSDAQ,34350,146282367,18.49,1.27,0.41,570.0,17.0,10.0,2.4,7.5,0.83
045340,토탈소프트,산업재,소프트웨어,KOSDAQ,34266,146282367,16.25,3.02,0.0,35.0,8.0,10.0,12.4,20.3,1.39
147830,제룡산업,산업재,금속,KOSDAQ,33534,146282367,8.24,0.92,3.22,148.0,32.0,28.0,9.3,10.4,0.77
040610,SG&G,산업재,운송,KOSDAQ,33235,146282367,4.42,0.22,0.0,111.0,6.0,108.0,5.5,7.0,1.3
033540,파라텍,산업재,기계·장비,KOSDAQ,32675,146282367,62.0,0.74,0.0,519.0,7.0,-1.0,-3.1,-4.9,0.8
006920,모헨즈,산업재,비금속,KOSDAQ,32673,146282367,0.0,2.08,0.0,251.0,27.0,24.0,4.8,8.3,1.24
221840,하이즈항공,산업재,운송장비·부품,KOSDAQ,32609,146282367,0.0,1.1,0.0,123.0,-2.0,-17.0,-5.1,-12.6,0.7
023960,에쓰씨엔지니어링,산업재,건설업,KOSPI,32592,146282367,0.0,2.04,0.0,364.0,14.0,3.0,2.2,2.6,1.42
138070,신진에스엠,산업재,금속,KOSDAQ,32118,146282367,13.2,0.84,3.27,177.0,28.0,18.0,5.7,8.5,0.97
014130,한익스프레스,산업재,운수창고업,KOSPI,31864,146282367,20.88,0.84,0.0,2219.0,60.0,32.0,3.0,11.5,1.05
099410,동방선기,산업재,운송장비·부품,KOSDAQ,31572,146282367,44.62,1.64,0.0,67.0,6.0,4.0,0.7,0.9,0.22
024800,유성티엔에스,산업재,운송,KOSDAQ,31279,146282367,1.95,0.23,0.0,808.0,21.0,169.0,8.7,13.7,0.83
073010,케이에스피,산업재,기계·장비,KOSDAQ,31190,146282367,44.13,3.83,0.0,145.0,9.0,8.0,6.2,11.7,0.56
333430,일승,산업재,운송장비·부품,KOSDAQ,30819,146282367,0.0,5.86,0.0,140.0,5.0,5.0,0.8,1.8,0.5
129260,인터지스,산업재,운수창고업,KOSPI,30444,146282367,5.8,0.42,3.32,1914.0,117.0,147.0,11.0,20.8,0.9
008470,부스타,산업재,금속,KOSDAQ,30434,146282367,18.21,0.52,1.18,201.0,-19.0,-13.0,-2.0,-2.4,0.73
092440,기신정기,산업재,기계,KOSPI,30415,146282367,11.1,0.44,4.03,362.0,28.0,26.0,3.9,4.2,0.79
002290,삼일기업공사,산업재,건설,KOSDAQ,29996,146282367,17.23,0.82,2.44,151.0,1.0,2.0,2.2,2.6,1.21
100660,서암기계공업,산업재,기계·장비,KOSDAQ,28665,146282367,64.36,1.31,0.54,119.0,5.0,4.0,3.2,3.7,1.18
048770,TPC,산업재,기계·장비,KOSDAQ,28506,146282367,31.55,1.69,0.8,224.0,1.0,-2.0,-0.4,-1.7,1.09
228340,동양파일,산업재,비금속,KOSDAQ,27760,146282367,29.16,0.59,0.0,196.0,17.0,16.0,3.3,3.5,1.13
030960,양지사,산업재,출판·매체복제,KOSDAQ,27406,146282367,178.65,1.24,0.29,77.0,-17.0,-58.0,-2.0,-2.2,0.32
044780,에이치케이,산업재,기계·장비,KOSDAQ,26848,146282367,6.24,0.62,2.15,206.0,16.0,5.0,2.8,4.4,0.64
134790,시디즈,산업재,기타제조업,KOSPI,26588,146282367,7.5,1.58,0.69,607.0,3.0,11.0,5.7,8.6,0.47
035200,프럼파스트,산업재,화학,KOSDAQ,25700,146282367,16.9,0.99,1.17,79.0,5.0,5.0,4.4,4.8,1.07
069140,누리플랜,산업재,금속,KOSDAQ,24892,146282367,36.37,1.06,0.0,330.0,12.0,14.0,1.6,4.5,0.96
060260,뉴보텍,산업재,화학,KOSDAQ,24598,146282367,0.0,2.83,0.0,123.0,-2.0,-33.0,-15.1,-64.9,0.88
033050,제이엠아이,산업재,출판·매체복제,KOSDAQ,23835,146282367,19.67,0.99,0.0,170.0,18.0,8.0,3.2,6.7,1.28
317830,에스피시스템스,산업재,기계·장비,KOSDAQ,21788,146282367,0.0,2.48,0.0,133.0,9.0,10.0,3.0,5.1,1.3
004870,티웨이홀딩스,산업재,비금속광물,KOSPI,21590,146282367,0.0,1.06,0.0,34.0,-6.0,863.0,69.8,94.8,0.76
071950,코아스,산업재,기타제조업,KOSPI,21366,146282367,0.0,1.56,0.0,231.0,-1.0,-2.0,0.0,0.1,1.03
043340,에쎈테크,산업재,기계·장비,KOSDAQ,21017,146282367,0.0,2.9,0.0,159.0,9.0,7.0,3.5,12.4,0.91
011810,STX,산업재,유통업,KOSPI,20796,146282367,0.0,1.48,0.0,2959.0,-10.0,102.0,3.2,32.8,0.69
044180,KD,산업재,건설,KOSDAQ,20713,146282367,0.0,0.58,0.0,259.0,-36.0,-28.0,-3.6,-25.0,1.46
237750,피앤씨테크,산업재,일반전기전자,KOSDAQ,20377,146282367,11.58,0.61,0.0,54.0,11.0,13.0,3.3,3.7,1.03
101000,상상인인더스트리,산업재,기계·장비,KOSDAQ,20316,146282367,0.0,2.12,0.0,187.0,-16.0,-5.0,-9.2,-19.9,0.77
032280,삼일,산업재,운송,KOSDAQ,19437,146282367,0.0,0.58,1.35,247.0,10.0,8.0,2.2,3.7,1.4
192390,윈하이텍,산업재,금속,KOSDAQ,19361,146282367,0.0,0.72,0.0,299.0,26.0,20.0,7.0,14.7,0.97
084670,동양고속,산업재,운수창고업,KOSPI,19299,146282367,0.0,0.48,0.0,265.0,-28.0,-23.0,-8.3,-17.3,0.43
254120,자비스,산업재,기계·장비,KOSDAQ,19077,146282367,0.0,3.98,0.0,59.0,4.0,10.0,6.2,19.1,0.4
007680,대원,산업재,건설,KOSDAQ,18094,146282367,3.53,0.35,3.57,958.0,46.0,21.0,3.3,5.4,0.8
053160,프리엠스,산업재,일반전기전자,KOSDAQ,16402,146282367,35.58,0.76,0.62,79.0,3.0,4.0,1.2,1.3,1.51
079000,와토스코리아,산업재,화학,KOSDAQ,15771,146282367,30.05,0.58,3.38,56.0,3.0,38.0,10.0,10.7,0.79
010400,우진아이엔에스,산업재,건설업,KOSPI,15439,146282367,0.0,0.44,1.58,210.0,-16.0,-18.0,-5.3,-6.2,0.47
059270,해성티피씨,산업재,금속,KOSDAQ,13861,146282367,0.0,1.74,0.0,38.0,-4.0,-3.0,-2.0,-2.3,1.39
073190,듀오백,산업재,기타제조,KOSDAQ,13816,146282367,0.0,1.1,0.0,76.0,-13.0,-8.0,-9.2,-11.5,0.82
079650,서산,산업재,비금속,KOSDAQ,13728,146282367,10.89,0.64,0.0,160.0,5.0,9.0,1.9,2.6,0.71
000650,천일고속,산업재,운수창고업,KOSPI,13206,146282367,0.0,2.62,3.79,93.0,-18.0,1.0,-13.0,-24.4,0.32
006570,대림통상,산업재,기계,KOSPI,10977,146282367,189.74,0.72,0.0,420.0,8.0,18.0,3.5,7.6,0.87
015760,한국전력,유틸리티,전기가스업,KOSPI,5878786,11362507,0.0,0.2,0.0,155280.0,-65163.0,-48358.0,-10.0,-36.7,0.59
036460,한국가스공사,유틸리티,전기가스업,KOSPI,1748870,11362507,3.8,0.41,6.48,88529.0,2894.0,1514.0,4.0,19.0,0.61
051600,한전KPS,유틸리티,건설업,KOSPI,868770,11362507,17.97,1.59,3.04,3856.0,285.0,245.0,6.3,8.1,0.42
052690,한전기술,유틸리티,서비스업,KOSPI,823450,11362507,160.88,5.15,0.34,1100.0,56.0,51.0,1.0,1.3,0.55
016710,대성홀딩스,유틸리티,서비스업,KOSPI,381851,11362507,84.52,3.0,0.28,1986.0,27.0,30.0,4.0,8.0,0.06
004690,삼천리,유틸리티,전기가스업,KOSPI,376813,11362507,11.88,0.53,1.45,10351.0,300.0,241.0,4.2,11.4,0.28
018670,SK가스,유틸리티,유통업,KOSPI,294629,11362507,4.1,0.48,4.47,19066.0,570.0,118.0,5.7,14.2,0.57
130660,한전산업,유틸리티,서비스업,KOSPI,242740,11362507,41.48,4.18,1.81,936.0,75.0,76.0,14.1,26.3,0.77
017940,E1,유틸리티,유통업,KOSPI,175067,11362507,2.04,0.21,4.74,21200.0,596.0,73.0,3.2,10.0,0.55
017390,서울가스,유틸리티,전기가스업,KOSPI,128500,11362507,120.15,0.96,0.68,2294.0,-11.0,23.0,3.3,4.9,0.25
117580,대성에너지,유틸리티,전기가스업,KOSPI,96883,11362507,31.15,1.16,1.85,1572.0,29.0,23.0,4.1,8.9,0.23
053050,지에스이,유틸리티,전기·가스·수도,KOSDAQ,91471,11362507,45.07,2.34,0.62,337.0,14.0,18.0,6.7,14.0,0.2
071320,지역난방공사,유틸리티,전기가스업,KOSPI,76593,11362507,22.52,0.2,2.53,5448.0,-1108.0,-1065.0,-7.0,-26.4,0.29
015360,예스코홀딩스,유틸리티,서비스업,KOSPI,66240,11362507,6.81,0.3,6.52,2446.0,31.0,40.0,1.6,3.2,0.18
267290,경동도시가스,유틸리티,전기가스업,KOSPI,65115,11362507,6.26,0.37,3.72,4774.0,116.0,98.0,5.8,12.8,0.37
003480,한진중공업홀딩스,유틸리티,전기가스업,KOSPI,44339,11362507,0.0,0.31,2.6,2171.0,62.0,-25.0,1.4,7.5,0.58
034590,인천도시가스,유틸리티,전기가스업,KOSPI,29451,11362507,31.13,0.6,4.46,1267.0,52.0,66.0,6.8,13.0,0.17
033780,KT&G,필수소비재,기타제조업,KOSPI,8980577,28215619,10.48,1.08,5.8,14175.0,3276.0,3388.0,10.2,13.1,0.32
097950,CJ제일제당,필수소비재,음식료품,KOSPI,3135185,28215619,10.47,1.05,1.25,75166.0,5043.0,2527.0,3.6,11.7,0.87
271560,오리온,필수소비재,음식료품,KOSPI,2158673,28215619,14.96,1.74,0.77,6274.0,897.0,709.0,9.2,12.4,0.8
004990,롯데지주,필수소비재,기타금융,KOSPI,1085811,28215619,9.59,0.42,3.62,36541.0,1749.0,1690.0,2.7,5.5,0.97
000080,하이트진로,필수소비재,음식료품,KOSPI,930392,28215619,29.24,1.93,2.65,6478.0,624.0,396.0,4.4,13.9,0.58
004370,농심,필수소비재,음식료품,KOSPI,906314,28215619,17.26,0.79,1.34,7562.0,43.0,280.0,4.1,5.5,0.47
026960,동서,필수소비재,유통업,KOSPI,713354,28215619,20.76,1.64,2.94,1501.0,106.0,299.0,8.4,9.1,0.68
005300,롯데칠성,필수소비재,음식료품,KOSPI,600158,28215619,11.54,1.07,1.95,7622.0,638.0,415.0,4.3,11.1,0.56
007310,오뚜기,필수소비재,음식료품,KOSPI,589904,28215619,12.42,1.07,1.69,7893.0,477.0,307.0,6.5,11.1,0.5
003230,삼양식품,필수소비재,음식료품,KOSPI,445164,28215619,14.9,2.15,0.9,2553.0,273.0,276.0,11.9,22.9,0.57
001680,대상,필수소비재,음식료품,KOSPI,421147,28215619,5.52,0.65,3.62,10263.0,486.0,287.0,3.8,9.3,0.82
140410,메지온,필수소비재,기타서비스,KOSDAQ,357260,28215619,0.0,7.37,0.0,83.0,-58.0,-161.0,-55.3,-79.8,0.76
003580,HLB글로벌,필수소비재,광업,KOSPI,305043,28215619,0.0,3.13,0.0,117.0,-30.0,-49.0,-11.0,-14.0,0.13
016790,카나리아바이오,필수소비재,음식료·담배,KOSDAQ,289945,28215619,0.0,11.59,0.09,368.0,-3.0,-16.0,-2.3,-4.4,0.81
001800,오리온홀딩스,필수소비재,기타금융,KOSPI,283658,28215619,9.9,0.41,4.59,6337.0,717.0,564.0,4.9,4.1,0.65
003380,하림지주,필수소비재,금융,KOSDAQ,268477,28215619,1.94,0.29,1.25,36416.0,3141.0,2104.0,5.1,12.2,0.66
000070,삼양홀딩스,필수소비재,기타금융,KOSPI,262837,28215619,2.22,0.3,4.4,8628.0,509.0,390.0,4.0,7.7,0.83
280360,롯데제과,필수소비재,음식료품,KOSPI,245676,28215619,22.79,0.64,1.29,5678.0,250.0,300.0,1.9,4.5,0.48
006040,동원산업,필수소비재,"농업, 임업 및 어업",KOSPI,238366,28215619,4.51,0.53,2.24,8563.0,943.0,802.0,8.6,16.8,0.69
051500,CJ프레시웨이,필수소비재,유통,KOSDAQ,222236,28215619,16.04,1.74,0.83,7209.0,346.0,242.0,4.7,22.4,0.62
005180,빙그레,필수소비재,음식료품,KOSPI,217703,28215619,0.0,0.71,3.1,3644.0,211.0,139.0,3.9,5.5,0.37
017810,풀무원,필수소비재,음식료품,KOSPI,186181,28215619,40.62,1.15,0.77,7059.0,157.0,44.0,0.4,4.8,0.64
267980,매일유업,필수소비재,음식료·담배,KOSDAQ,185800,28215619,5.74,0.84,2.13,4156.0,138.0,-17.0,1.5,2.9,0.43
049770,동원F&B,필수소비재,음식료품,KOSPI,168991,28215619,8.38,0.73,2.32,9642.0,224.0,146.0,3.7,8.8,0.68
035810,이지홀딩스,필수소비재,음식료·담배,KOSDAQ,159800,28215619,9.71,0.44,1.41,7351.0,593.0,317.0,3.0,6.2,1.02
051160,지어소프트,필수소비재,소프트웨어,KOSDAQ,139951,28215619,25.43,2.29,0.0,1155.0,19.0,51.0,3.6,8.5,1.1
005610,SPC삼립,필수소비재,음식료품,KOSPI,136511,28215619,15.85,1.91,1.9,8149.0,235.0,160.0,3.9,13.9,0.49
001130,대한제분,필수소비재,음식료품,KOSPI,132327,28215619,2.76,0.27,1.72,3407.0,151.0,108.0,2.4,3.4,0.59
136480,하림,필수소비재,음식료·담배,KOSDAQ,124977,28215619,22.78,1.02,1.05,3511.0,181.0,228.0,-2.1,-6.6,0.42
