매출액,영업이익,당기순이익,ROA,ROE,베타
1893.0,38.0,7.0,0.9,3.4,1.1
138.0,44.0,50.0,13.0,14.3,1.26
56.0,-19.0,-58.0,-14.3,-23.5,0.85
46.0,-14.0,-52.0,-14.1,-27.3,0.88
738.0,38.0,23.0,0.3,0.3,0.41
147.0,8.0,-13.0,-1.5,-8.1,1.09
1512.0,56.0,88.0,5.1,11.8,0.82
1697.0,99.0,57.0,3.4,9.5,0.81
408.0,1.0,44.0,9.0,25.9,0.52
2072.0,103.0,66.0,4.2,17.4,1.06
3275.0,86.0,27.0,6.3,14.8,0.81
2990.0,273.0,117.0,1.4,8.3,0.89
863.0,164.0,173.0,10.3,14.4,1.07
144.0,-13.0,-255.0,-16.0,-23.6,1.14
259.0,24.0,13.0,,,1.27744
3516.0,55.0,33.0,1.1,4.4,1.27
2842.0,202.0,97.0,3.0,11.1,0.48
2113.0,120.0,94.0,4.1,8.0,0.95
131.0,10.0,13.0,2.1,2.8,0.86
594.0,13.0,17.0,3.2,9.9,0.84
204.0,4.0,-14.0,-4.3,-6.4,0.0
213.0,36.0,30.0,5.4,6.3,0.72
373.0,33.0,26.0,11.8,28.6,0.34
441.0,2.0,-6.0,-3.3,-7.2,0.96
1020.0,64.0,47.0,5.6,8.2,1.17
1480.0,122.0,154.0,10.4,11.0,0.59
3067.0,37.0,20.0,3.0,8.1,1.2
1078.0,70.0,54.0,3.7,7.0,1.2
112.0,-18.0,-1.0,0.8,0.8,1.05
735.0,30.0,-30.0,0.5,0.9,0.87
762.0,38.0,42.0,4.4,8.5,0.88
7113.0,827.0,622.0,13.6,30.6,0.9
1385.0,-84.0,7.0,2.7,5.5,0.67
77.0,3.0,5.0,6.7,7.6,1.39
1174.0,-11.0,-8.0,-7.1,-65.3,0.69
4455.0,23.0,-142.0,-1.9,-11.1,0.37
2661.0,151.0,67.0,0.4,3.0,0.55
218.0,13.0,-19.0,-1.7,-1.5,0.88
290.0,86.0,72.0,17.8,23.6,0.39
611.0,2.0,8.0,2.9,7.6,1.55
1296.0,64.0,30.0,1.0,10.0,0.82
309.0,-2.0,2.0,3.1,5.3,1.1
261.0,5.0,4.0,1.3,2.4,1.08
361.0,49.0,61.0,7.8,18.5,0.56
184.0,8.0,11.0,4.9,7.0,0.95
3774.0,137.0,62.0,4.1,15.4,0.94
61.0,-6.0,-107.0,-19.1,-28.2,0.56
1591.0,38.0,39.0,3.4,5.2,0.62
1027.0,133.0,136.0,14.2,17.7,0.64
548.0,39.0,25.0,3.7,10.6,1.01
405.0,197.0,148.0,24.9,31.6,0.27
229.0,47.0,36.0,8.6,14.8,1.02
6171.0,-74.0,-80.0,0.7,5.9,0.73
317.0,24.0,-87.0,-5.0,-9.9,0.83
2343.0,87.0,33.0,2.7,8.2,0.56
1612.0,19.0,19.0,2.8,7.5,1.53
1833.0,46.0,54.0,2.1,2.5,0.81
126.0,13.0,11.0,6.7,18.4,0.68
856.0,33.0,28.0,7.6,14.0,0.64
856.0,59.0,81.0,4.4,3.0,1.15
287.0,-14.0,-1.0,-5.2,-14.2,0.7
719.0,44.0,49.0,5.4,10.6,0.93
218.0,131.0,103.0,38.1,47.6,0.26
1346.0,234.0,235.0,5.7,10.7,1.12
275.0,29.0,23.0,9.4,10.8,0.32
295.0,8.0,5.0,1.9,3.6,0.84
370.0,9.0,61.0,6.0,16.4,1.47
2710.0,72.0,59.0,5.1,11.3,0.84
1049.0,6.0,-12.0,-1.0,-3.0,0.9
1345.0,64.0,47.0,6.3,11.9,0.8
795.0,6.0,11.0,3.2,4.5,1.03
384.0,87.0,74.0,10.9,25.7,0.63
141.0,16.0,-418.0,-39.8,-58.9,1.17
30.0,-25.0,-49.0,-19.4,-40.1,1.05
2653.0,117.0,104.0,13.1,42.4,1.46
999.0,11.0,16.0,2.3,7.7,1.17
1005.0,46.0,36.0,2.5,5.3,0.55
517.0,-35.0,-27.0,-4.9,-11.1,1.27
414.0,3.0,40.0,4.4,9.6,0.76
884.0,31.0,53.0,5.5,8.7,0.93
547.0,-11.0,-4.0,-1.2,-2.5,0.62
590.0,84.0,42.0,6.4,12.7,1.19
172.0,-16.0,10.0,0.0,0.0,0.84
617.0,16.0,208.0,12.1,29.6,0.55
3643.0,110.0,119.0,13.4,34.4,0.68
3960.0,56.0,59.0,1.9,7.4,1.08
827.0,79.0,2.0,2.8,6.0,1.02
423.0,31.0,39.0,10.0,12.1,0.95
445,10,-,0.4,0.7,0.75
284.0,33.0,36.0,4.0,6.3,1.09
162.0,-7.0,10.0,-0.1,-1.2,1.07
227.0,34.0,27.0,4.9,10.3,1.3
910.0,70.0,53.0,7.0,10.6,1.17
84,3,-,3.7,5.6,1.23
390.0,15.0,-18.0,0.6,1.8,1.05
818.0,-11.0,-10.0,-4.9,-11.0,1.36
117.0,-16.0,-20.0,-7.1,-22.5,0.95
423.0,13.0,51.0,3.2,4.4,0.7
696.0,80.0,98.0,9.8,31.3,0.7
734.0,48.0,53.0,9.0,19.4,0.89
82.0,-69.0,-84.0,-22.6,-31.8,0.61
2723.0,111.0,94.0,2.3,2.1,0.75
1247.0,56.0,35.0,7.7,19.8,0.64
27.0,-13.0,48.0,3.8,6.9,0.64
1825.0,31.0,26.0,3.7,6.4,0.94
492,1,-,0.4,0.6,1.01
347.0,-19.0,-9.0,-1.9,-2.2,0.85
60.0,-20.0,-20.0,-11.2,-16.0,1.13
532.0,62.0,36.0,6.3,15.1,1.2
4392.0,-50.0,10.0,1.1,2.8,1.1
153.0,21.0,23.0,6.4,7.2,0.95
211.0,48.0,34.0,5.7,6.2,0.8
228.0,-13.0,-29.0,-5.0,-7.8,0.88
715.0,-5.0,-1.0,0.4,0.9,0.73
507.0,-57.0,-55.0,-15.8,-33.8,1.35
22.0,-10.0,-10.0,-12.4,-17.3,0.78
983.0,22.0,26.0,-0.8,-1.0,0.85
189,-19,-5,-2.8,-3.5,1.01
197.0,27.0,61.0,11.8,20.1,0.62
327.0,9.0,-6.0,0.6,1.0,1.01
379.0,17.0,15.0,2.7,3.3,1.08
2483.0,94.0,65.0,6.7,13.8,0.52
574.0,5.0,7.0,-0.4,-1.2,0.91
147.0,53.0,35.0,21.4,28.1,0.76
3900.0,102.0,60.0,2.7,7.2,0.76
159.0,10.0,8.0,1.1,1.5,1.18
914.0,9.0,-133.0,-6.9,-56.4,1.03
234.0,-19.0,-33.0,-0.7,-1.1,0.79
654.0,4.0,2.0,0.3,0.7,0.77
610.0,5.0,4.0,-0.4,-0.5,1.27
222.0,19.0,16.0,5.1,6.0,0.95
245.0,5.0,1.0,3.3,4.7,1.03
143.0,18.0,18.0,3.8,4.9,1.17
115.0,-6.0,6.0,7.3,9.1,0.62
174.0,5.0,2.0,3.9,5.5,0.84
167.0,18.0,14.0,4.0,6.6,0.96
1068.0,23.0,25.0,2.7,9.3,1.2
269.0,27.0,29.0,5.4,10.6,0.66
1875.0,9.0,83.0,9.8,21.7,1.36
452.0,12.0,18.0,3.2,4.1,0.78
216.0,15.0,38.0,5.6,6.6,0.9
598.0,27.0,44.0,3.6,5.0,0.49
745.0,19.0,7.0,1.5,3.5,0.9
477.0,63.0,49.0,8.6,10.5,0.83
1323.0,94.0,10.0,2.2,4.8,1.15
634.0,101.0,63.0,5.1,14.9,0.62
321.0,18.0,20.0,5.8,7.6,1.18
310.0,27.0,26.0,8.6,11.7,1.3
35.0,6.0,3.0,0.6,0.7,1.04
570.0,17.0,10.0,2.4,7.5,0.83
35.0,8.0,10.0,12.4,20.3,1.39
148.0,32.0,28.0,9.3,10.4,0.77
111.0,6.0,108.0,5.5,7.0,1.3
519.0,7.0,-1.0,-3.1,-4.9,0.8
251.0,27.0,24.0,4.8,8.3,1.24
123.0,-2.0,-17.0,-5.1,-12.6,0.7
364.0,14.0,3.0,2.2,2.6,1.42
177.0,28.0,18.0,5.7,8.5,0.97
2219.0,60.0,32.0,3.0,11.5,1.05
67.0,6.0,4.0,0.7,0.9,0.22
808.0,21.0,169.0,8.7,13.7,0.83
145.0,9.0,8.0,6.2,11.7,0.56
140.0,5.0,5.0,0.8,1.8,0.5
1914.0,117.0,147.0,11.0,20.8,0.9
201.0,-19.0,-13.0,-2.0,-2.4,0.73
362.0,28.0,26.0,3.9,4.2,0.79
151.0,1.0,2.0,2.2,2.6,1.21
119.0,5.0,4.0,3.2,3.7,1.18
224.0,1.0,-2.0,-0.4,-1.7,1.09
196.0,17.0,16.0,3.3,3.5,1.13
77.0,-17.0,-58.0,-2.0,-2.2,0.32
206.0,16.0,5.0,2.8,4.4,0.64
607.0,3.0,11.0,5.7,8.6,0.47
79.0,5.0,5.0,4.4,4.8,1.07
330.0,12.0,14.0,1.6,4.5,0.96
123.0,-2.0,-33.0,-15.1,-64.9,0.88
170.0,18.0,8.0,3.2,6.7,1.28
133.0,9.0,10.0,3.0,5.1,1.3
34.0,-6.0,863.0,69.8,94.8,0.76
231.0,-1.0,-2.0,0.0,0.1,1.03
159.0,9.0,7.0,3.5,12.4,0.91
2959.0,-10.0,102.0,3.2,32.8,0.69
259.0,-36.0,-28.0,-3.6,-25.0,1.46
54.0,11.0,13.0,3.3,3.7,1.03
187.0,-16.0,-5.0,-9.2,-19.9,0.77
247.0,10.0,8.0,2.2,3.7,1.4
299.0,26.0,20.0,7.0,14.7,0.97
265.0,-28.0,-23.0,-8.3,-17.3,0.43
59.0,4.0,10.0,6.2,19.1,0.4
958.0,46.0,21.0,3.3,5.4,0.8
79.0,3.0,4.0,1.2,1.3,1.51
56.0,3.0,38.0,10.0,10.7,0.79
210.0,-16.0,-18.0,-5.3,-6.2,0.47
38.0,-4.0,-3.0,-2.0,-2.3,1.39
76.0,-13.0,-8.0,-9.2,-11.5,0.82
160.0,5.0,9.0,1.9,2.6,0.71
93.0,-18.0,1.0,-13.0,-24.4,0.32
420.0,8.0,18.0,3.5,7.6,0.87
155280.0,-65163.0,-48358.0,-10.0,-36.7,0.59
88529.0,2894.0,1514.0,4.0,19.0,0.61
3856.0,285.0,245.0,6.3,8.1,0.42
1100.0,56.0,51.0,1.0,1.3,0.55
1986.0,27.0,30.0,4.0,8.0,0.06
10351.0,300.0,241.0,4.2,11.4,0.28
19066.0,570.0,118.0,5.7,14.2,0.57
936.0,75.0,76.0,14.1,26.3,0.77
21200.0,596.0,73.0,3.2,10.0,0.55
2294.0,-11.0,23.0,3.3,4.9,0.25
1572.0,29.0,23.0,4.1,8.9,0.23
337.0,14.0,18.0,6.7,14.0,0.2
5448.0,-1108.0,-1065.0,-7.0,-26.4,0.29
2446.0,31.0,40.0,1.6,3.2,0.18
4774.0,116.0,98.0,5.8,12.8,0.37
2171.0,62.0,-25.0,1.4,7.5,0.58
1267.0,52.0,66.0,6.8,13.0,0.17
14175.0,3276.0,3388.0,10.2,13.1,0.32
75166.0,5043.0,2527.0,3.6,11.7,0.87
6274.0,897.0,709.0,9.2,12.4,0.8
36541.0,1749.0,1690.0,2.7,5.5,0.97
6478.0,624.0,396.0,4.4,13.9,0.58
7562.0,43.0,280.0,4.1,5.5,0.47
1501.0,106.0,299.0,8.4,9.1,0.68
7622.0,638.0,415.0,4.3,11.1,0.56
7893.0,477.0,307.0,6.5,11.1,0.5
2553.0,273.0,276.0,11.9,22.9,0.57
10263.0,486.0,287.0,3.8,9.3,0.82
83.0,-58.0,-161.0,-55.3,-79.8,0.76
117.0,-30.0,-49.0,-11.0,-14.0,0.13
368.0,-3.0,-16.0,-2.3,-4.4,0.81
6337.0,717.0,564.0,4.9,4.1,0.65
36416.0,3141.0,2104.0,5.1,12.2,0.66
8628.0,509.0,390.0,4.0,7.7,0.83
5678.0,250.0,300.0,1.9,4.5,0.48
8563.0,943.0,802.0,8.6,16.8,0.69
7209.0,346.0,242.0,4.7,22.4,0.62
3644.0,211.0,139.0,3.9,5.5,0.37
7059.0,157.0,44.0,0.4,4.8,0.64
4156.0,138.0,-17.0,1.5,2.9,0.43
9642.0,224.0,146.0,3.7,8.8,0.68
7351.0,593.0,317.0,3.0,6.2,1.02
1155.0,19.0,51.0,3.6,8.5,1.1
8149.0,235.0,160.0,3.9,13.9,0.49
3407.0,151.0,108.0,2.4,3.4,0.59
3511.0,181.0,228.0,-2.1,-6.6,0.42
6891.0,342.0,204.0,3.7,7.1,0.72
1043.0,1.0,-33.0,-5.1,-14.7,0.76
3485.0,154.0,84.0,0.7,1.8,0.38
5419.0,315.0,56.0,3.1,8.8,0.85
2347.0,-199.0,-118.0,-6.0,-6.9,0.8
1746.0,157.0,122.0,3.7,4.8,0.43
1783.0,203.0,218.0,6.4,13.4,1.02
12944.0,503.0,503.0,4.1,12.2,0.78
386.0,42.0,22.0,6.7,20.0,0.95
524.0,5.0,-2.0,6.7,18.5,0.77
1698.0,73.0,-17.0,-0.3,-0.6,0.57
4915.0,344.0,259.0,6.3,15.8,0.88
65.0,-25.0,-25.0,-9.0,-15.3,1.22
154.0,1.0,-1.0,-0.3,-0.7,0.92
3460.0,197.0,34.0,1.5,6.0,0.53
173.0,-18.0,-14.0,-24.9,-99.5,0.81
4766.0,137.0,-230.0,-4.7,-20.4,0.94
663.0,5.0,-33.0,-0.9,-2.2,0.72
206.0,-2.0,2.0,0.4,0.6,0.77
393.0,31.0,-189.0,-7.6,-9.9,0.68
6444.0,660.0,372.0,3.5,13.4,0.74
274.0,28.0,-2.0,2.9,4.0,0.58
798.0,30.0,33.0,0.2,1.7,0.61
188.0,28.0,-49.0,-0.9,-1.0,0.51
120.0,11.0,10.0,4.9,6.1,0.85
722.0,219.0,198.0,9.7,17.2,0.69
876.0,23.0,29.0,6.2,9.4,0.73
288.0,7.0,6.0,2.6,3.3,0.95
327.0,4.0,9.0,4.1,8.1,0.77
220.0,6.0,4.0,2.8,4.3,1.07
365.0,7.0,9.0,2.6,2.4,0.87
510.0,78.0,60.0,11.2,12.1,1.05
1197.0,94.0,193.0,6.5,8.1,0.59
409.0,44.0,86.0,12.2,16.2,0.78
1424.0,53.0,22.0,1.5,3.8,0.58
1323.0,9.0,4.0,5.6,7.9,0.57
252.0,41.0,31.0,8.9,10.1,0.16
283.0,51.0,57.0,7.7,16.5,1.15
195.0,32.0,26.0,11.8,14.3,0.22
172,-,-13,-2.4,-6.7,1.06
65.0,2.0,7.0,2.5,3.0,0.54
217.0,-2.0,2.0,-2.3,-3.8,0.77
201.0,-28.0,20.0,-2.0,-1.4,1.14
64.0,-17.0,-23.0,-11.5,-51.7,1.1
179.0,4.0,1.0,2.1,3.6,1.22
272.0,8.0,8.0,1.8,4.6,0.51
2368.0,92.0,-40.0,4.8,8.8,0.68
84.0,15.0,10.0,3.9,7.0,0.94
876.0,24.0,29.0,4.4,5.3,0.6
531.0,86.0,62.0,11.2,22.1,0.99
1005.0,44.0,-55.0,12.2,23.9,0.73
548.0,38.0,26.0,3.4,4.9,0.8
1463.0,9.0,-9.0,-1.4,-3.0,0.65
121.0,16.0,13.0,3.1,4.3,0.67
556,-,-8,-1.5,-2.2,0.64
4865.0,203.0,-4.0,1.3,1.8,0.4
210.0,6.0,4.0,3.3,5.9,0.93
775.0,52.0,25.0,2.9,5.9,0.37
795.0,51.0,73.0,4.7,7.5,0.74
850.0,53.0,52.0,5.5,8.3,0.5
425.0,20.0,14.0,3.6,6.1,1.32
480.0,33.0,37.0,9.1,17.7,0.59
162.0,7.0,-2.0,-1.5,2.1,0.54
402,-,-11,-2.6,-8.8,0.82
257.0,5.0,-29.0,-5.1,-13.0,0.73
490.0,71.0,49.0,10.1,16.0,0.81
315.0,98.0,71.0,3.8,13.5,0.39
242.0,38.0,28.0,6.5,8.7,0.81
34.0,-4.0,-5.0,-1.9,-2.6,0.96
487.0,22.0,26.0,3.1,3.9,0.51
426.0,17.0,44.0,0.7,0.7,0.53
170.0,29.0,24.0,32.3,45.6,1.5
703.0,20.0,9.0,2.0,8.8,1.07
202.0,6.0,1.0,1.4,4.2,1.59
122399.0,8785.0,7183.0,5.1,10.2,1.05
230101.0,20982.0,17989.0,7.7,12.7,0.99
33891.0,2778.0,2445.0,3.3,8.0,1.12
28513.0,3812.0,3232.0,9.2,11.7,0.67
8032.0,552.0,464.0,3.9,6.4,0.91
55110.0,-214.0,362.0,1.3,2.0,1.01
73810.0,8221.0,5666.0,5.6,11.2,1.29
12318.0,1699.0,1024.0,6.8,11.7,0.74
10768.0,1094.0,1197.0,6.0,14.9,0.88
22439.0,3540.0,2869.0,16.6,25.4,1.16
10551.0,1810.0,1476.0,9.5,17.4,1.01
2307.0,604.0,501.0,15.5,24.6,0.87
1193.0,108.0,61.0,7.9,13.8,0.91
6863.0,1295.0,292.0,4.4,5.3,0.68
5013.0,872.0,603.0,5.5,8.0,0.57
14698.0,590.0,-297.0,1.5,3.5,1.23
10248.0,976.0,579.0,8.5,31.5,1.33
23133.0,2937.0,1488.0,13.0,28.9,1.5
13883.0,885.0,442.0,4.6,10.1,1.2
1497.0,306.0,214.0,21.3,39.4,0.71
136.0,18.0,22.0,14.1,19.9,0.48
208.0,47.0,65.0,12.3,14.4,1.04
470.0,81.0,70.0,11.3,22.9,1.33
1877.0,169.0,120.0,6.4,13.5,1.25
11608.0,896.0,677.0,6.7,12.9,1.13
751.0,129.0,128.0,10.1,15.3,0.75
4110.0,654.0,601.0,15.1,20.0,0.93
2883.0,309.0,216.0,10.3,13.8,0.85
5109.0,155.0,176.0,4.8,18.9,1.18
6919.0,-430.0,-290.0,-2.2,-2.6,1.09
4415.0,467.0,386.0,9.2,17.3,0.57
10758.0,1230.0,689.0,9.5,22.6,1.15
7664.0,-681.0,-877.0,-8.7,-62.9,1.29
3427.0,543.0,387.0,13.8,28.0,1.07
1375.0,28.0,27.0,0.0,0.1,1.51
606.0,38.0,22.0,2.8,7.3,0.99
6364.0,568.0,421.0,9.2,17.1,0.84
10344.0,1485.0,1134.0,12.4,22.2,0.96
3783.0,295.0,218.0,4.7,10.6,1.32
1756.0,217.0,177.0,9.2,16.8,1.31
6387.0,569.0,371.0,5.0,14.4,0.51
11001.0,1259.0,4064.0,28.4,145.5,1.57
1170.0,222.0,213.0,19.3,24.2,0.37
329.0,94.0,51.0,14.1,35.7,1.22
11526.0,635.0,582.0,5.0,10.2,1.09
173.0,18.0,6.0,1.3,2.4,1.32
1066.0,58.0,16.0,1.3,2.8,0.72
6186.0,235.0,230.0,12.7,23.9,0.63
291.0,-17.0,-11.0,-4.9,-10.5,0.94
4808.0,683.0,553.0,15.4,27.9,0.98
1323.0,230.0,203.0,14.0,17.1,0.98
152.0,1.0,3.0,3.3,5.8,0.63
1406.0,101.0,84.0,7.8,9.2,0.17
654.0,3.0,129.0,12.4,18.3,0.82
7072.0,-79.0,131.0,2.2,2.7,0.76
1526.0,54.0,14.0,3.6,10.4,0.93
1868.0,117.0,92.0,4.9,7.8,1.31
503.0,95.0,73.0,13.8,19.0,0.6
1759.0,277.0,228.0,18.8,25.2,0.38
2040.0,55.0,940.0,32.6,53.1,1.18
1709.0,193.0,216.0,7.3,11.4,0.55
2612.0,308.0,277.0,10.9,14.7,0.7
2408.0,719.0,529.0,14.2,21.3,1.07
6635.0,927.0,302.0,11.8,20.5,1.18
6394.0,606.0,414.0,7.0,7.6,0.79
5497.0,364.0,316.0,6.2,9.2,0.57
97.0,-7.0,-37.0,-4.4,-6.0,0.53
1155.0,117.0,86.0,5.9,12.5,0.64
2911.0,124.0,78.0,3.9,12.6,0.96
926.0,45.0,39.0,10.4,14.9,0.65
2895.0,443.0,56.0,6.3,7.8,0.65
799.0,55.0,49.0,6.7,13.3,1.54
566.0,33.0,32.0,1.8,1.8,1.06
1199.0,-22.0,-6.0,1.2,1.4,0.67
1924.0,164.0,59.0,5.1,13.1,0.91
1289.0,40.0,104.0,7.3,9.5,0.51
365.0,24.0,42.0,3.3,4.5,0.84
1073.0,341.0,317.0,10.7,12.7,0.68
1599.0,112.0,38.0,2.5,7.8,1.07
2966.0,183.0,159.0,4.3,7.6,0.41
1351.0,100.0,124.0,8.1,10.0,0.73
1316.0,115.0,85.0,8.7,14.3,1.05
745.0,42.0,58.0,7.8,11.9,0.73
5417.0,722.0,531.0,4.9,8.5,0.7
3775.0,302.0,218.0,9.8,16.8,1.1
661.0,23.0,10.0,1.7,3.7,0.79
561.0,63.0,49.0,6.4,12.3,1.18
1175.0,79.0,207.0,8.4,10.2,0.67
1805.0,111.0,88.0,1.8,4.0,0.77
610.0,-15.0,-22.0,-1.2,-1.6,0.6
2853.0,188.0,132.0,4.0,5.7,0.75
1338.0,-355.0,-370.0,-30.7,-118.6,0.9
3781.0,254.0,182.0,12.5,22.5,0.74
414.0,-15.0,-7.0,1.8,2.3,0.9
107.0,11.0,14.0,8.2,19.2,0.87
1445.0,95.0,75.0,14.2,29.4,0.72
1339.0,90.0,128.0,10.5,19.5,0.44
1301.0,100.0,89.0,5.8,7.1,0.67
708.0,88.0,93.0,21.7,34.4,0.65
666.0,83.0,64.0,11.1,16.7,0.96
5358.0,783.0,137.0,6.0,6.7,0.59
412.0,33.0,6.0,3.4,7.4,0.63
118.0,38.0,-21.0,1.7,2.2,1.04
826.0,46.0,36.0,3.8,5.4,0.77
2388.0,136.0,47.0,4.5,6.0,0.55
1610.0,56.0,14.0,1.3,3.5,0.88
614.0,38.0,29.0,3.8,4.6,0.94
359.0,-2.0,-8.0,0.0,6.2,1.19
60.0,-8.0,-6.0,1.1,1.8,1.03
1151.0,131.0,93.0,3.1,5.8,0.47
132.0,18.0,20.0,9.5,17.4,1.40746
502.0,38.0,32.0,13.1,26.0,0.34
619.0,76.0,66.0,7.6,11.3,0.84
695.0,100.0,89.0,17.6,21.7,0.41
2043.0,167.0,102.0,6.5,9.1,0.4
2098.0,43.0,16.0,2.9,6.8,0.73
240.0,31.0,40.0,9.3,11.2,1.15
97.0,-14.0,-3.0,-1.7,-2.2,1.39
9799.0,138.0,-75.0,-2.4,-7.3,0.72
3691.0,5.0,87.0,3.1,9.5,1.27
843.0,54.0,45.0,9.4,15.9,0.9
648.0,63.0,15.0,10.3,23.2,1.42
591.0,12.0,-171.0,14.6,24.3,0.6
2062.0,49.0,153.0,4.3,8.1,0.23
1015.0,92.0,68.0,8.4,15.0,1.15
1985.0,111.0,76.0,4.4,6.2,0.67
31.0,14.0,14.0,18.1,20.5,1.12
1490.0,196.0,186.0,9.3,12.5,0.89
853.0,156.0,107.0,10.1,12.7,1.12
173.0,1.0,8.0,-0.8,0.2,0.71
691.0,34.0,26.0,6.1,9.5,1.5
11.0,-4.0,8.0,5.1,8.4,1.27
967.0,28.0,24.0,2.1,3.0,0.97
2130.0,137.0,193.0,9.6,29.8,0.57
472.0,28.0,31.0,4.5,10.2,0.74
141.0,18.0,3.0,6.0,6.9,1.25
5428.0,-48.0,-25.0,-0.2,-9.2,0.9
195.0,2.0,6.0,3.7,4.7,1.07069
896.0,90.0,70.0,7.4,9.2,0.68
224.0,34.0,27.0,9.7,11.4,1.24
848.0,152.0,109.0,12.4,29.2,1.16
177.0,25.0,40.0,9.2,10.1,0.9
679.0,-8.0,-15.0,2.5,2.7,0.81
282.0,65.0,54.0,16.4,20.1,0.64
3030.0,168.0,-180.0,5.5,5.0,0.57
1149.0,90.0,69.0,6.0,16.0,1.75
3206.0,217.0,121.0,0.8,0.7,1.11
1076.0,15.0,12.0,6.0,10.6,1.26
210.0,15.0,11.0,5.6,9.1,0.94
2644.0,119.0,80.0,3.3,6.9,0.62
214.0,8.0,-41.0,-11.1,-20.0,0.24
685.0,21.0,28.0,5.8,7.3,0.88
447,-,40,11.1,16.5,1.25
10.0,-44.0,-38.0,0.4,0.7,0.99
285.0,27.0,21.0,3.6,5.5,0.75
385.0,20.0,8.0,12.5,17.6,0.61
592.0,48.0,46.0,11.3,13.8,0.23
105.0,11.0,9.0,3.0,8.7,1.04
17390.0,936.0,806.0,4.9,11.1,0.65
1095.0,64.0,21.0,16.5,27.8,0.74
1215.0,80.0,30.0,2.2,16.6,0.52
606.0,32.0,-4.0,1.5,2.9,0.89
431.0,24.0,21.0,5.6,7.8,0.68
621.0,24.0,21.0,6.0,11.9,0.48
140.0,26.0,22.0,4.5,5.4,0.37
110.0,18.0,19.0,7.6,10.5,0.58
244.0,5.0,7.0,2.2,2.5,0.77
781.0,-5.0,90.0,7.5,17.1,1.31
600.0,44.0,34.0,5.4,10.6,0.73
356.0,17.0,14.0,3.7,8.0,0.61
276.0,10.0,15.0,5.1,9.7,0.91
393.0,20.0,75.0,4.0,4.9,0.62
795.0,18.0,20.0,8.6,10.4,0.81
539.0,5.0,-13.0,-1.3,-3.2,1.25
525.0,18.0,21.0,7.9,9.9,0.91
9.0,-14.0,-10.0,-12.8,-35.0,0.73
779.0,31.0,34.0,6.2,9.1,1.06
797.0,34.0,6.0,14.0,22.4,0.86
457.0,-30.0,-23.0,-1.5,-2.2,1.09
414.0,15.0,18.0,1.7,2.9,0.18
575.0,44.0,13.0,15.3,33.2,0.48
310.0,20.0,24.0,6.0,10.0,0.72
197.0,-2.0,18.0,5.0,8.3,0.93
654.0,44.0,38.0,9.9,15.2,0.97
495.0,73.0,60.0,9.0,11.3,0.99
975.0,65.0,-7.0,-1.7,-15.9,1.02
635.0,13.0,23.0,1.2,3.0,0.66
428.0,44.0,37.0,5.2,10.8,0.95
205.0,-7.0,-3.0,-0.6,-0.2,1.0
143.0,12.0,17.0,11.0,17.5,0.88
121.0,6.0,8.0,5.2,8.2,0.34
1171.0,16.0,53.0,3.3,10.1,0.51
93.0,5.0,-7.0,-2.2,-3.6,1.53
99,-,-,-1.2,-2.4,0.94
1208.0,20.0,56.0,1.7,4.1,0.71
989.0,53.0,34.0,5.0,9.2,0.96
948.0,72.0,55.0,7.8,14.1,1.16
582.0,29.0,24.0,6.2,7.2,1.08
290.0,19.0,9.0,-6.8,-18.4,0.02
64.0,11.0,9.0,9.1,12.1,1.28
397.0,14.0,24.0,0.5,0.6,1.41
46.0,-14.0,-34.0,-11.6,-12.1,0.93
331.0,3.0,2.0,0.7,0.8,1.53
19,-10,-,-12.3,-26.4,0.53
442.0,43.0,34.0,6.2,8.7,0.56
257.0,26.0,30.0,11.2,13.1,0.83
72.0,-5.0,-4.0,-4.0,-5.4,0.82
452.0,15.0,10.0,1.9,2.4,1.02
598.0,11.0,12.0,0.2,-0.3,0.55
1014.0,10.0,213.0,45.6,83.8,1.07
579.0,27.0,20.0,5.3,9.4,0.82
51.0,4.0,6.0,4.3,4.8,0.99
461.0,49.0,85.0,7.0,7.4,0.66
211.0,14.0,10.0,5.6,6.4,0.44
39.0,1.0,1.0,0.0,0.0,0.0
126.0,2.0,8.0,10.1,12.4,0.62
207.0,25.0,24.0,7.5,9.1,1.04
186.0,6.0,3.0,4.9,8.6,1.12
258.0,58.0,46.0,21.5,26.8,1.25
288.0,20.0,41.0,9.4,15.2,0.35
762.0,11.0,9.0,3.3,9.3,1.25
137,1,-,7.6,13.5,1.17
365.0,39.0,31.0,13.0,23.8,0.8
163.0,10.0,18.0,6.3,14.2,0.61
236.0,-15.0,-11.0,-1.9,-3.4,0.85
214.0,7.0,14.0,6.0,7.0,0.61
103.0,7.0,15.0,7.3,13.7,0.56
159.0,15.0,23.0,7.2,9.2,0.66
154.0,4.0,3.0,0.8,1.3,0.5
73.0,4.0,56.0,14.2,33.8,0.64
772036.0,140970.0,110988.0,10.3,14.4,1.06
138110.0,41926.0,28768.0,9.7,15.1,1.43
47408.0,4290.0,4092.0,5.7,9.9,1.2
50706.0,1956.0,899.0,2.1,4.8,1.02158
194640.0,7923.0,3380.0,6.4,15.2,1.49
24556.0,3601.0,2828.0,11.7,17.1,1.33
37026.0,2899.0,2063.0,12.0,26.5,1.12
8628.0,613.0,656.0,13.7,30.6,1.29
11871.0,1029.0,778.0,9.5,21.2,1.02
