매출액,영업이익,당기순이익,ROA,ROE,베타
352.0,42.0,62.0,12.3,20.5,0.87
22.0,-14.0,-39.0,-11.4,-24.0,1.01
94.0,15.0,15.0,7.1,8.5,1.07
118.0,6.0,3.0,4.1,9.2,0.36
235.0,29.0,40.0,10.9,21.4,0.85
408.0,32.0,23.0,2.9,7.7,1.03
112.0,9.0,15.0,6.6,8.0,0.52
10.0,-2.0,1.0,-0.1,-0.1,1.72
44.0,3.0,25.0,27.6,33.3,1.15
202.0,13.0,-7.0,0.7,4.5,1.07
200.0,15.0,-49.0,-9.2,-11.7,0.85
182.0,-5.0,-46.0,-7.6,-19.6,0.77
266.0,51.0,42.0,11.6,21.0,0.69
140.0,16.0,-10.0,0.0,0.0,1.07
265.0,31.0,23.0,4.5,7.2,0.78
32.0,-15.0,-13.0,-13.6,-17.7,1.06
39.0,-20.0,-4.0,-2.3,-4.1,0.6
26.0,-36.0,-42.0,-6.9,-12.0,1.03
37.0,-10.0,-2.0,-20.0,-23.5,1.55
44.0,22.0,20.0,10.1,12.0,1.17028
395.0,-13.0,6.0,4.1,5.3,0.8
174.0,-8.0,-9.0,-5.4,-8.2,0.98
137.0,49.0,39.0,13.3,18.1,0.92
923.0,48.0,6.0,0.2,0.6,0.98
40.0,-9.0,-6.0,-7.4,-10.2,1.25
-,-76,-88,-50.7,-68.2,1.34
51.0,3.0,29.0,9.1,25.2,1.08
50.0,2.0,-163.0,-22.9,-31.1,0.7
122.0,5.0,32.0,11.0,11.7,0.68
173.0,-4.0,-4.0,-5.4,-17.7,1.04
345.0,1.0,-9.0,-1.0,-2.8,1.08
149.0,11.0,6.0,4.0,4.4,0.74
322.0,15.0,12.0,4.7,9.5,1.05
50.0,-8.0,-24.0,-8.7,-13.4,1.12
154.0,28.0,28.0,8.5,8.9,1.26
114.0,19.0,14.0,4.9,7.2,0.77
231.0,-2.0,-1.0,6.8,8.1,0.3
450.0,23.0,-3.0,0.1,0.2,0.61
70.0,10.0,-89.0,-36.2,-45.3,0.82
208.0,41.0,35.0,9.1,10.4,1.51
289.0,57.0,46.0,16.3,25.3,1.04
1.0,-25.0,-24.0,-22.1,-23.4,1.3
461.0,-8.0,-10.0,-0.7,-1.2,0.93
130.0,-14.0,999.0,46.8,51.1,0.28
115.0,30.0,30.0,10.7,22.2,0.91
27.0,-17.0,-13.0,-14.5,-16.7,0.96
33.0,-1.0,-4.0,-2.6,-7.3,1.19
170,-,4,3.4,3.7,0.4
204.0,-59.0,-139.0,-15.4,-19.3,1.34
30.0,-4.0,13.0,-7.9,-10.4,1.02
383.0,27.0,24.0,8.2,12.8,0.91
60,-,14,9.8,15.2,0.39
501.0,2.0,22.0,9.2,14.5,0.66
376.0,78.0,61.0,9.0,11.0,0.72
9.0,-23.0,-22.0,-14.8,-31.7,0.73
185.0,23.0,31.0,9.7,14.4,1.07
154.0,12.0,7.0,4.8,7.1,0.91
122.0,6.0,1.0,2.2,1.7,1.08
170.0,17.0,14.0,12.9,15.9,1.43
2135.0,-3.0,-4.0,-1.2,-0.8,0.66
111.0,31.0,36.0,17.2,25.7,1.13
5.0,-27.0,-102.0,-68.7,-144.0,1.02
150.0,20.0,32.0,11.6,13.4,0.88
5.0,-17.0,-16.0,-8.9,-10.2,1.08
481.0,14.0,12.0,2.3,3.4,0.8
6.0,-27.0,-28.0,-32.2,-56.0,1.24
118.0,12.0,13.0,9.9,12.8,0.95
14.0,-29.0,-28.0,-17.5,-19.7,1.19
250.0,26.0,20.0,5.8,6.6,0.94
52.0,-11.0,-31.0,-11.1,-31.2,1.07
185.0,-1.0,-1.0,0.5,2.1,1.32
162.0,2.0,10.0,-2.8,-4.6,0.87
197.0,27.0,20.0,10.9,12.6,0.83
73.0,7.0,11.0,8.3,9.5,1.36
3.0,-41.0,-41.0,-45.2,-109.7,1.06197
174.0,24.0,29.0,7.0,12.8,0.91
6.0,-55.0,-56.0,-73.5,-132.6,1.33
20.0,-3.0,-1.0,-7.8,-13.0,0.66
42.0,13.0,15.0,8.6,9.1,0.91
72.0,15.0,9.0,8.9,12.4,0.79
290.0,12.0,13.0,0.3,0.4,1.44
167.0,23.0,44.0,3.2,7.0,1.28
259.0,27.0,24.0,4.9,10.3,1.11
30.0,7.0,7.0,7.5,9.5,1.17
109.0,-11.0,-5.0,-1.1,-1.4,1.41
68.0,10.0,9.0,5.2,6.5,0.95
394.0,-10.0,-38.0,-13.6,-28.6,0.9
24.0,-3.0,10.0,2.1,2.1,1.08
131.0,-12.0,-34.0,-8.5,-29.3,0.92
40.0,-18.0,-27.0,-8.7,-15.9,0.78
27.0,1.0,1.0,3.0,3.2,1.47
19.0,-17.0,-41.0,-22.7,-31.8,0.82
36.0,-8.0,-9.0,-7.9,-8.2,0.88
361.0,11.0,11.0,6.2,9.2,0.97
1669.0,69.0,34.0,1.1,4.3,0.6
1.0,-12.0,-15.0,-20.0,-58.7,1.06
4.0,-15.0,7.0,-8.4,-20.4,0.8
168.0,27.0,7.0,4.1,4.5,0.45
46.0,-1.0,5.0,2.3,4.1,1.21
127.0,-18.0,-27.0,-12.7,-24.5,0.6
61.0,-12.0,-10.0,-6.2,-10.3,0.62
273.0,27.0,17.0,5.2,7.0,0.43
71,-3,-,5.6,9.3,1.0
187,1,-,1.1,1.5,0.75
66.0,-17.0,-16.0,-15.5,-68.2,0.82
7.0,-7.0,-7.0,-36.1,-50.9,0.48
34.0,-20.0,-13.0,-17.6,-48.4,0.58379
123,1,-,-0.8,-2.8,1.14
168.0,-1.0,14.0,1.0,1.1,0.72
75.0,13.0,23.0,12.0,20.1,1.11
32.0,-13.0,-16.0,-32.6,-50.4,0.69
101.0,15.0,12.0,4.7,6.8,0.97
40.0,-2.0,3.0,2.1,3.6,1.29
20458.0,3362.0,1585.0,1.9,3.1,1.13
18223.0,1710.0,1012.0,12.0,25.9,1.09
6293.0,1230.0,1187.0,13.0,18.5,0.65
4237.0,1623.0,1940.0,15.2,18.1,0.21
42899.0,4596.0,2581.0,3.1,8.1,0.73
63122.0,4592.0,3634.0,4.3,9.6,0.48
33843.0,2484.0,1620.0,3.4,8.5,0.48
5122.0,883.0,989.0,5.2,8.8,1.06
678.0,243.0,152.0,19.5,24.9,1.11
940.0,-42.0,320.0,5.6,10.1,0.76
9764.0,880.0,613.0,8.3,18.6,0.69
6606.0,-346.0,-1205.0,-3.3,-5.7,0.82
3388.0,810.0,640.0,4.4,5.9,1.01
1844.0,194.0,254.0,7.7,16.3,1.09
1090.0,-346.0,-324.0,-5.3,-12.0,1.23
11925.0,556.0,-250.0,-0.6,-0.9,0.73
1575.0,270.0,256.0,8.7,12.1,0.76
760.0,93.0,86.0,4.4,3.1,0.87
1934.0,38.0,149.0,1.2,4.9,0.86
780.0,232.0,197.0,19.0,36.0,0.88
463.0,-49.0,-57.0,-8.2,-13.1,0.78
3185.0,-162.0,-738.0,-9.9,-237.2,0.95
4057.0,260.0,122.0,3.0,5.0,0.53
703.0,59.0,208.0,11.5,13.6,0.86
2522.0,501.0,511.0,13.5,26.8,0.7
1025.0,120.0,146.0,9.1,10.3,0.74
2659.0,-13.0,-113.0,-1.7,-24.7,0.8
696.0,256.0,206.0,12.6,15.1,1.03
1496.0,418.0,-391.0,-0.8,0.6,0.69
243.0,-68.0,-60.0,-7.2,-11.2,0.83
1462.0,456.0,352.0,28.2,47.5,0.43
240.0,87.0,91.0,42.2,82.3,0.88
604.0,32.0,78.0,1.5,6.8,1.12
533.0,-22.0,-23.0,4.5,7.2,1.07
289.0,-16.0,-317.0,-12.1,-13.5,0.69
138.0,-30.0,-54.0,-17.9,-29.0,1.22
2542.0,233.0,166.0,5.5,8.5,0.61
898.0,331.0,34.0,2.1,0.5,1.15
398.0,1.0,1.0,2.2,5.5,0.91
179.0,-3.0,-31.0,-5.5,-8.9,0.55
325.0,25.0,27.0,8.4,9.1,0.88
95.0,-37.0,-31.0,-5.6,-6.5,1.2
2739.0,131.0,75.0,2.3,5.1,0.86
339.0,-7.0,-89.0,-5.1,-8.3,0.48
62.0,-65.0,-306.0,-51.6,-56.7,1.32
365.0,9.0,36.0,0.8,2.3,1.45
659.0,27.0,87.0,7.7,16.3,0.82
288.0,35.0,24.0,13.3,24.2,1.28
268.0,75.0,56.0,9.8,9.4,0.74
45.0,10.0,9.0,-25.6,-44.0,1.24
23.0,-4.0,-41.0,-2.9,-3.9,0.71
712.0,25.0,-207.0,-3.4,-18.5,1.02
491.0,49.0,60.0,1.7,4.1,1.34
55.0,-15.0,-7.0,-2.1,-2.5,1.56
390.0,108.0,86.0,5.8,13.5,0.78
378.0,50.0,62.0,2.9,4.4,0.52
517.0,72.0,42.0,2.9,3.7,1.06
718.0,67.0,39.0,11.8,17.3,1.52
14.0,-35.0,-47.0,-35.0,-46.1,0.86
38.0,12.0,9.0,-22.0,-52.5,0.04
133.0,39.0,39.0,18.6,21.4,0.96
161.0,-11.0,-8.0,-1.3,-1.8,1.4
136.0,8.0,10.0,7.6,9.6,1.08
282.0,18.0,21.0,10.7,17.9,1.2
164.0,12.0,8.0,3.0,4.3,2.43
24.0,-42.0,-41.0,-25.4,-27.3,1.12
126.0,48.0,31.0,4.3,10.1,0.77
26.0,-15.0,-13.0,-10.3,-16.0,0.15
70.0,22.0,-15.0,0.2,0.3,1.14
115.0,7.0,5.0,-1.5,-0.7,0.29
140.0,6.0,5.0,-3.5,-5.8,0.34
157.0,33.0,36.0,4.3,4.6,1.28
240.0,41.0,59.0,9.6,11.6,0.72
72.0,-7.0,1.0,-4.6,-5.3,0.93383
110.0,26.0,19.0,6.1,8.0,0.42
515.0,7.0,-52.0,-2.2,-3.5,0.95
304.0,31.0,67.0,20.5,34.0,1.65
77.0,2.0,1.0,1.0,1.2,1.34
119.0,-4.0,3.0,-6.4,-10.8,0.69
187.0,3.0,19.0,6.2,6.8,1.12
113.0,-32.0,-82.0,-39.9,-44.4,1.01
97.0,11.0,14.0,3.7,3.9,2.04
1016.0,33.0,25.0,0.4,1.3,0.7
84.0,11.0,12.0,3.2,3.7,1.25
23.0,-7.0,-112.0,-28.9,-49.3,0.73
267.0,5.0,6.0,2.2,4.4,1.48
137.0,9.0,7.0,1.2,2.1,1.03
668.0,51.0,-32.0,-2.9,-4.3,1.1
17,-,12,2.3,3.6,1.37
679.0,-6.0,236.0,27.9,73.3,0.9
20.0,-16.0,-26.0,-3.8,-4.5,0.63
164.0,8.0,11.0,5.7,7.3,1.01
1465.0,95.0,66.0,4.2,8.3,0.41
190.0,2.0,27.0,8.9,13.3,1.12
142.0,-15.0,-18.0,-8.9,-18.2,1.08
36.0,-50.0,2.0,0.1,0.2,0.63
48.0,-8.0,-12.0,-1.3,-0.5,1.11
16.0,-22.0,-23.0,-21.2,-26.1,1.09
163.0,75.0,-10.0,2.0,3.0,1.08
146.0,14.0,36.0,14.4,28.8,1.25
79.0,-109.0,-75.0,-3.6,-17.5,0.67
108.0,-12.0,17.0,-2.9,-9.5,0.91
73.0,-37.0,-191.0,-20.3,-23.7,1.05
127.0,32.0,-42.0,-5.0,-6.4,1.42
73.0,10.0,10.0,11.0,13.4,0.99
332.0,7.0,10.0,2.8,3.7,0.6
125.0,11.0,8.0,2.5,3.1,1.22
50.0,-68.0,-85.0,-42.1,-108.7,0.37
34.0,2.0,3.0,1.1,1.7,0.39
25.0,-4.0,5.0,5.6,6.4,1.36
493.0,68.0,52.0,7.0,15.3,1.22
48.0,2.0,1.0,0.9,1.5,0.6
69.0,-2.0,-173.0,-20.6,-17.3,0.84
114.0,22.0,19.0,4.2,8.1,1.19
257208.0,16002.0,13080.0,0.8,11.7,0.74
75869.0,17492.0,13399.0,0.8,11.5,0.73
208984.0,11419.0,8477.0,0.7,10.0,0.85
137614.0,12037.0,9868.0,0.8,13.3,0.66
65343.0,4784.0,3513.0,1.7,12.0,0.45
99593.0,2704.0,1990.0,0.3,2.8,0.8
3708.0,744.0,570.0,0.7,4.5,0.77
59734.0,3908.0,2983.0,1.8,19.1,0.55
34541.0,7422.0,5667.0,0.6,9.0,0.56
72251.0,1673.0,995.0,1.0,10.9,1.23
57656.0,3213.0,2635.0,0.9,8.5,1.06
40026.0,1828.0,1368.0,0.9,9.5,0.93
53586.0,2903.0,2140.0,1.4,15.7,0.42
18196.0,3274.0,2396.0,0.8,10.7,0.49
32111.0,3211.0,2324.0,3.2,52.9,0.3
40497.0,1542.0,1196.0,0.8,6.3,0.86
147058.0,1988.0,1584.0,1.5,16.3,0.67
151898.0,9146.0,9167.0,1.2,36.9,1.08
7340.0,2124.0,1572.0,1.1,15.1,0.47
24153.0,1273.0,1087.0,1.1,11.6,1.41
16815.0,1943.0,1344.0,0.7,10.6,0.47
177949.0,4995.0,3681.0,2.1,33.2,0.32
81714.0,4580.0,3186.0,0.5,7.1,0.88
10067.0,2097.0,1552.0,2.3,8.3,0.53
30322.0,234.0,205.0,0.9,4.7,0.28
24773.0,1420.0,1123.0,1.1,11.0,0.81
13986.0,1381.0,965.0,1.4,11.8,0.77
5777.0,-30.0,-93.0,0.4,2.2,1.21
1898.0,203.0,185.0,1.8,14.6,0.43
999.0,336.0,253.0,1.7,14.8,0.72
55.0,-1757.0,-1366.0,-29.5,-37.0,1.24
21400.0,783.0,554.0,1.3,35.1,0.57
3937.0,-4.0,38.0,0.2,2.2,0.92
6808.0,-120.0,-78.0,0.3,2.9,1.14
1100.0,117.0,539.0,7.9,25.1,0.99
606.0,228.0,134.0,4.0,6.6,0.45
10247.0,-220.0,-257.0,-0.9,-7.8,0.34
214.0,79.0,47.0,,,1.46988
4480.0,519.0,434.0,1.9,22.9,1.25
4911.0,241.0,183.0,0.7,6.4,1.09
553.0,358.0,273.0,8.8,13.3,0.62
19559.0,729.0,333.0,0.5,7.5,0.52
3428.0,487.0,369.0,1.5,11.3,0.98
26288.0,1668.0,1265.0,1.2,10.4,0.89
9596.0,548.0,414.0,0.3,7.1,0.34
4388.0,-45.0,-43.0,0.3,2.3,0.98
1797.0,171.0,176.0,4.3,13.7,0.17
69.0,-22.0,-22.0,-4.3,-4.7,1.02
179.0,35.0,26.0,0.7,1.0,1.1
306.0,144.0,111.0,31.8,39.0,0.98
699.0,9.0,605.0,38.4,97.4,0.57
95.0,36.0,27.0,13.6,15.7,0.96
10589.0,248.0,172.0,0.7,6.0,0.65
-,-,2,0.5,0.6,0.13
1184.0,296.0,233.0,8.6,30.7,1.14
84.0,40.0,42.0,9.6,13.9,0.53
3503.0,198.0,148.0,1.1,8.0,0.6
9575.0,345.0,247.0,0.5,10.9,0.6
186.0,141.0,112.0,27.9,36.6,1.0
99.0,-11.0,-36.0,-12.5,-20.4,0.48
2894.0,108.0,82.0,1.6,9.8,0.81
251.0,33.0,-54.0,-4.2,-33.1,1.04
2560.0,167.0,110.0,1.6,8.2,0.31
54.0,44.0,37.0,2.5,2.7,0.71346
-16.0,-2.0,-1.0,6.4,6.7,1.29
54.0,-10.0,-8.0,-13.2,-25.4,0.2
223.0,53.0,75.0,3.0,20.6,1.19
730.0,252.0,190.0,2.4,19.8,0.67
38.0,-29.0,-7.0,1.3,1.9,0.33
29.0,-36.0,-35.0,-5.3,-5.8,0.86
8.0,-8.0,-7.0,-4.3,-5.1,0.44
-,-,1,0.6,0.7,-0.02
12051.0,274.0,215.0,1.0,21.4,0.66
168.0,114.0,88.0,19.3,30.6,1.26
123.0,57.0,49.0,15.5,19.1,0.69269
973.0,77.0,63.0,8.7,37.6,0.43736
170.0,36.0,20.0,0.2,0.7,0.25
637.0,51.0,41.0,0.3,4.0,0.45
100.0,-38.0,-4.0,1.1,2.9,0.69
34.0,-91.0,-97.0,-49.9,-83.3,1.02
18.0,1.0,-4.0,-1.5,-2.5,1.2
-,-,-,,,1.02088
-,-,-,-1.0,-1.2,0.83
647.0,10.0,5.0,0.4,2.3,1.12
31.0,7.0,7.0,4.4,5.1,1.24
707.0,-63.0,-42.0,-10.2,-55.3,0.97
59.0,27.0,20.0,6.1,9.0,0.94
-,-,-,0.1,0.1,0.9
-,-,-,-0.1,-0.1,-0.03
-,-1,-,-1.0,-1.2,0.39
27.0,16.0,12.0,5.7,7.0,0.92
-,-,-,,,0.00302
-,-,-,0.6,0.7,0.04
-,-,-,-0.1,-0.1,0.02
-,-,-,,,0.07292
-,-,-,0.6,0.7,0.06
-,-,-,0.5,0.6,0.04804
-,-,-,0.2,0.2,0.07
-,-,-,0.0,0.0,-0.01
-,-,-,-1.0,-1.5,0.09566
-,-,-,,,0.17
-,-1,-,-1.2,-1.5,0.15
-,-,-,0.5,0.6,0.04967
-,-,-,,,0.13
-,-,-,,,0.00475
-,-,-,-0.5,-0.6,0.1
-,-,-,0.3,0.3,0.24
-,-,-,0.5,0.6,0.1
-,-,-,0.3,0.3,0.0269
-,-,-,,,0.01235
-,-,-,0.2,0.2,0.08394
-,-,-,-3.9,-4.7,0.04891
-,-,-,,,0.07761
-,-,-,0.4,0.4,0.15
-,-,-,0.3,0.3,0.0601
-,-,-,-0.6,-0.7,0.11
-,-,-,0.0,0.0,0.16
-,-,-,0.1,0.1,0.03895
-,-,-,-0.6,-0.7,0.28
-,-,-,0.3,0.4,0.66
-,-,-,0.5,0.5,0.73
-,-,-,,,0.0227
-,-,-,0.3,0.3,0.1
-,-,-,-0.2,-0.2,0.07
-,-,-,-0.3,-0.4,0.04784
-,-,-,-0.6,-0.7,0.18
-,-,-,0.2,0.2,0.04838
-,-,-,-0.7,-0.7,1.31
-,-1,-,-0.8,-1.0,0.15
-,-,-,0.1,0.1,0.16
-,-,-,-0.2,-0.2,0.05
-,-,-,,,0.2
-,-1,-,,,0.29
-,-,-,0.0,0.0,-0.06947
-,-,-,-0.1,-0.1,0.07822
-,-,-,-0.1,-0.1,1.06
-,-,-,0.3,0.4,0.01
-,-,-,0.5,0.5,0.25535
-,-,-,,,-0.06851
-,-,-,0.1,0.1,0.16
199053.0,23292.0,13385.0,7.7,22.2,1.37
114424.0,17220.0,10142.0,19.2,48.5,0.83
157540.0,12358.0,9574.0,5.8,31.2,0.78
72627.0,15277.0,9363.0,10.5,27.2,0.86
3275.0,193.0,54.0,-0.1,0.3,1.03
19535.0,489.0,118.0,4.4,9.8,0.61
2641.0,238.0,162.0,7.1,13.2,1.14
6692.0,215.0,74.0,4.8,11.6,0.65
724.0,-6.0,-69.0,-7.8,-31.3,1.18
15200.0,1714.0,4173.0,19.3,67.1,1.16
670.0,130.0,109.0,,,1.45357
790.0,107.0,78.0,19.6,30.9,0.16
117.0,-68.0,-74.0,-11.9,-25.5,1.16
149.0,13.0,13.0,-0.2,-0.3,1.37
106.0,-27.0,-50.0,-2.8,-3.2,0.37
705.0,-5.0,-107.0,-6.2,-42.3,0.7
1061.0,38.0,48.0,-0.3,-0.5,0.41
749.0,72.0,50.0,5.5,11.4,1.15
1501.0,217.0,147.0,11.2,27.0,0.66
285.0,-15.0,34.0,0.7,1.1,1.16
122.0,-22.0,-54.0,-11.5,-30.2,0.38
514.0,-19.0,-27.0,-3.8,-14.8,1.11
297.0,79.0,87.0,11.5,25.3,1.09955
4086.0,9.0,-30.0,0.7,1.9,0.52
655.0,-26.0,-665.0,-27.1,-67.2,0.57
1041.0,101.0,27.0,5.6,6.5,-0.08
3133.0,91.0,73.0,8.1,14.8,0.55
405.0,-3.0,1.0,2.3,2.4,0.3
33.0,-18.0,-10.0,-3.3,-5.4,0.97
44.0,3.0,4.0,1.3,1.5,1.0
45.0,6.0,-17.0,-1.9,-2.6,1.17
188.0,-4.0,-6.0,-0.2,-0.2,0.18
102.0,-12.0,-13.0,-9.1,-22.3,0.77
24.0,-2.0,-1.0,-2.1,-4.7,0.93
6.0,-7.0,-4.0,0.6,0.6,0.0
765.0,6.0,5.0,2.7,4.2,0.6
40.0,-15.0,-10.0,-5.0,-9.0,1.17
108186.0,5559.0,6328.0,4.6,7.7,1.22
50340.0,29371.0,29331.0,56.4,87.8,1.18
333273.0,35781.0,23668.0,6.1,18.3,1.2
38347.0,3283.0,-1245.0,-1.0,-6.8,1.37
17381.0,5005.0,4780.0,13.4,15.2,1.16
34214.0,7403.0,4493.0,7.1,27.2,0.87
6685.0,344.0,502.0,2.9,13.5,0.92
41886.0,-2651.0,-1056.0,-2.8,-7.2,1.15
24934.0,1535.0,1396.0,8.0,23.6,0.9
14261.0,-2557.0,-391.0,-2.2,-6.7,0.74
55794.0,1754.0,2249.0,4.1,9.2,1.09
68629.0,4485.0,3050.0,9.2,19.7,1.41
16711.0,1129.0,59.0,0.9,4.6,0.92
450.0,14.0,5498.0,33.2,69.0,0.89
9354.0,-66.0,375.0,-0.1,-0.1,1.08
7858.0,314.0,256.0,1.8,6.2,1.17
21660.0,-1083.0,-647.0,-3.1,-8.8,0.5
30479.0,1644.0,1796.0,4.2,12.1,1.15
21803.0,3050.0,1383.0,5.4,10.7,1.19
17559.0,1642.0,1822.0,3.2,6.9,1.19
6255.0,533.0,391.0,8.2,11.3,0.55
31369.0,1161.0,671.0,2.2,5.0,0.74
18770.0,1346.0,1160.0,4.9,9.9,1.27
50200.0,2894.0,2309.0,12.6,32.1,0.71
17222.0,2388.0,2248.0,10.9,19.7,1.09
110699.0,3206.0,2359.0,6.2,21.4,0.98
41200.0,1964.0,913.0,3.5,10.4,1.14
4903.0,472.0,442.0,6.1,21.0,0.89
103095.0,6880.0,2960.0,2.3,7.5,1.07
24409.0,865.0,484.0,4.2,13.3,1.12
5105.0,164.0,-464.0,-1.8,-3.1,1.02
4843.0,-116.0,797.0,5.4,14.2,0.92
8788.0,601.0,274.0,4.2,8.0,0.88
373.0,-16.0,-93.0,-2.2,-7.4,0.78
4863.0,520.0,390.0,1.3,2.9,0.52
15493.0,1395.0,-2129.0,-3.9,-90.3,0.83
11880.0,866.0,575.0,5.5,18.2,0.85
4021.0,418.0,243.0,6.2,7.6,0.9
11841.0,-995.0,-1761.0,-11.8,-70.9,1.15
9247.0,357.0,453.0,3.4,6.0,0.85
5401.0,272.0,83.0,1.4,4.7,0.81
1696.0,204.0,132.0,6.1,23.7,0.94
21437.0,377.0,261.0,1.2,4.6,0.66
6384.0,140.0,-80.0,0.2,0.2,1.11
5752.0,823.0,550.0,7.8,20.3,0.86
4999.0,22.0,10.0,3.1,6.4,0.68
681.0,-85.0,-140.0,,,1.47879
9595.0,667.0,672.0,-0.3,-0.6,1.16
1242.0,216.0,162.0,14.6,20.7,0.62
6839.0,794.0,385.0,2.3,12.2,1.01
3412.0,368.0,262.0,5.2,7.3,0.94
8751.0,367.0,170.0,3.8,10.4,0.97
140.0,-15.0,-36.0,2.8,3.5,1.17
43494.0,3679.0,-1349.0,-0.9,-8.8,0.82
2642.0,92.0,43.0,4.1,8.2,0.64
716.0,25.0,89.0,4.7,6.1,0.96
1865.0,-305.0,-311.0,-8.6,-41.9,0.66
1264.0,-151.0,-287.0,-19.4,-82.7,0.66
779.0,544.0,535.0,16.9,17.2,0.9
623.0,48.0,35.0,0.9,1.5,0.75
1130.0,-43.0,-68.0,0.4,0.8,0.83
9268.0,421.0,119.0,-0.3,-2.8,1.18
464.0,62.0,13.0,1.3,2.1,0.57
4291.0,687.0,673.0,7.0,16.9,0.88
641.0,102.0,66.0,5.2,7.8,0.96
4111.0,643.0,500.0,3.7,5.8,0.48
7149.0,326.0,208.0,2.0,5.7,0.76
671.0,87.0,98.0,11.7,13.2,0.77
565.0,119.0,124.0,8.1,8.9,1.02
6777.0,541.0,263.0,2.7,6.3,0.35
1262.0,-557.0,-563.0,-18.8,-151.8,0.76
9485.0,56.0,-475.0,-3.9,-11.9,1.01
417.0,53.0,45.0,3.5,7.0,0.08
156.0,-11.0,-5.0,-2.5,-3.1,0.91
3902.0,567.0,467.0,19.8,54.0,0.94
208.0,-20.0,54.0,6.0,12.3,1.09
13462.0,689.0,628.0,-0.2,-1.7,0.92
128.0,-4.0,-9.0,-1.6,-1.9,1.01
2782.0,259.0,184.0,4.7,10.5,1.23
57.0,-14.0,-20.0,-4.4,-5.3,0.81
839.0,-210.0,-850.0,-29.5,-533.1,0.66
512.0,104.0,102.0,8.0,8.7,0.8
225.0,148.0,120.0,22.5,27.9,0.45
405.0,25.0,25.0,7.2,6.8,0.75
406.0,135.0,92.0,18.9,23.2,0.47
8594.0,142.0,79.0,2.6,6.3,0.68
2783.0,413.0,237.0,2.0,4.4,0.97
546.0,56.0,50.0,11.6,17.8,0.94
15949.0,208.0,266.0,5.5,26.2,0.91
43.0,-41.0,-34.0,-12.9,-18.2,0.48
2881.0,139.0,75.0,0.3,0.8,1.07
4573.0,461.0,368.0,7.1,25.4,0.92
146.0,9.0,7.0,3.3,4.7,1.19639
3684.0,285.0,-272.0,2.1,4.9,0.88
33.0,2.0,2.0,2.1,2.8,0.75
163.0,-51.0,-52.0,-9.0,-17.4,0.52
50.0,-9.0,-7.0,-6.9,-10.3,0.84764
348.0,1.0,6.0,6.6,11.6,0.53
1751.0,129.0,65.0,0.3,0.7,0.94
14022.0,804.0,478.0,5.5,21.4,1.19
256.0,15.0,9.0,-0.3,-0.5,1.11
889.0,122.0,107.0,0.9,3.1,0.87
474.0,4.0,-7.0,-1.9,-4.5,0.9
212.0,48.0,58.0,14.0,29.2,0.92
4070.0,639.0,271.0,7.2,16.4,0.8
5491.0,203.0,122.0,2.1,6.0,0.69
4660.0,276.0,179.0,2.9,4.9,1.07
3415.0,175.0,186.0,7.3,10.1,1.32
183.0,-9.0,-21.0,-5.9,-12.0,1.26
1424.0,38.0,42.0,2.4,4.6,0.61
315.0,42.0,21.0,4.6,6.1,0.74
1918.0,42.0,-5.0,-0.5,-0.7,0.81
937.0,-295.0,-447.0,-20.0,-246.9,0.73
60.0,-7.0,-7.0,-2.2,-2.7,1.41
13699.0,199.0,193.0,4.3,18.5,0.87
1889.0,402.0,315.0,15.4,24.6,0.78
853.0,71.0,52.0,5.5,11.5,0.99
1281.0,106.0,79.0,6.3,8.3,0.75
2914.0,217.0,191.0,9.3,14.3,1.21
1092.0,148.0,171.0,4.2,17.3,0.74
1339.0,173.0,101.0,4.6,12.0,0.77
2047.0,136.0,114.0,4.6,14.0,0.77
524.0,-5.0,-11.0,1.4,2.5,1.24
320.0,-6.0,5.0,0.8,1.3,1.61
84.0,-6.0,-2.0,-0.3,-0.5,1.5309
3601.0,-3.0,-6.0,0.4,0.6,0.85
720.0,-77.0,-64.0,-2.4,-4.1,1.0
1701.0,-23.0,-13.0,0.4,4.6,0.62
94.0,22.0,-35.0,-8.6,-12.0,0.75
231.0,44.0,34.0,10.9,22.7,0.68
1619.0,122.0,91.0,11.0,21.6,0.89
71.0,2.0,4.0,2.6,4.4,1.2
1209.0,100.0,95.0,9.2,19.7,1.04
191.0,6.0,3.0,1.1,2.6,0.96
5309.0,721.0,854.0,4.6,7.4,0.59
1964.0,190.0,152.0,6.4,14.5,1.05
556.0,53.0,-182.0,-12.3,-29.0,0.89
2406.0,113.0,79.0,6.0,14.3,1.04
7505.0,167.0,86.0,2.2,7.7,1.13
437.0,15.0,-35.0,-2.7,-8.2,0.9
181.0,5.0,-1.0,2.1,3.5,0.42
876.0,149.0,116.0,9.8,11.3,0.42
144.0,28.0,21.0,8.4,16.8,0.45
1761.0,112.0,75.0,2.7,5.7,0.79
56.0,1.0,16.0,2.4,4.7,0.49
3690.0,439.0,380.0,37.7,85.9,1.09
12378.0,656.0,487.0,6.7,28.0,0.91
1339.0,76.0,47.0,2.9,5.5,1.09
3850.0,101.0,80.0,2.9,6.7,1.22
235.0,8.0,18.0,4.3,6.0,0.91
187.0,43.0,43.0,2.2,8.1,1.04
1030.0,104.0,-72.0,-1.9,-2.2,0.19
2599.0,75.0,61.0,2.3,2.7,1.11
303.0,79.0,52.0,6.3,9.5,0.86
391.0,2.0,-2.0,-0.9,-4.0,0.82
