종목코드,종목명,SEC_NM_KOR,업종명,시장구분,MKT_VAL,ALL_MKT_VAL,PER,PBR,DIV
335890,비올,건강관리,의료·정밀기기,KOSDAQ,113662,115719223,26.0,4.49,0.0
336570,원텍,건강관리,의료·정밀기기,KOSDAQ,112904,115719223,0.0,0.0,0.0
217730,강스템바이오텍,건강관리,제약,KOSDAQ,112676,115719223,0.0,1.84,0.0
096760,JW홀딩스,건강관리,기타금융,KOSPI,108929,115719223,0.0,2.43,2.74
004720,팜젠사이언스,건강관리,의약품,KOSPI,107631,115719223,3.35,0.88,0.0
109820,진매트릭스,건강관리,기타서비스,KOSDAQ,106808,115719223,0.0,3.9,0.0
226330,신테카바이오,건강관리,출판·매체복제,KOSDAQ,105573,115719223,0.0,5.38,0.0
293480,하나제약,건강관리,의약품,KOSPI,105571,115719223,9.83,1.13,3.09
061250,화일약품,건강관리,제약,KOSDAQ,104120,115719223,57.95,0.92,0.0
234080,JW생명과학,건강관리,의약품,KOSPI,103225,115719223,14.84,1.45,4.07
261780,차백신연구소,건강관리,기타서비스,KOSDAQ,102915,115719223,0.0,4.4,0.0
311690,CJ 바이오사이언스,건강관리,기타서비스,KOSDAQ,102289,115719223,0.0,2.01,0.0
214150,클래시스,건강관리,의료·정밀기기,KOSDAQ,100112,115719223,20.75,5.55,0.47
068330,일신바이오,건강관리,기계·장비,KOSDAQ,100096,115719223,23.49,2.91,0.2
006620,동구바이오제약,건강관리,제약,KOSDAQ,99297,115719223,19.58,1.81,1.55
056090,이노시스,건강관리,의료·정밀기기,KOSDAQ,99090,115719223,0.0,3.04,0.0
023910,대한약품,건강관리,제약,KOSDAQ,98670,115719223,6.7,0.75,1.58
004310,현대약품,건강관리,의약품,KOSPI,97152,115719223,0.0,1.63,0.59
104540,코렌텍,건강관리,의료·정밀기기,KOSDAQ,96798,115719223,154.62,2.21,0.0
187420,제노포커스,건강관리,제약,KOSDAQ,95497,115719223,0.0,4.16,0.0
086040,바이오톡스텍,건강관리,기타서비스,KOSDAQ,95237,115719223,15.87,2.75,0.0
214610,미코바이오메드,건강관리,의료·정밀기기,KOSDAQ,95144,115719223,0.0,2.84,0.0
317690,퀀타매트릭스,건강관리,의료·정밀기기,KOSDAQ,94798,115719223,0.0,2.5,0.0
241820,피씨엘,건강관리,제약,KOSDAQ,94774,115719223,0.0,10.57,0.0
032300,한국파마,건강관리,제약,KOSDAQ,93939,115719223,50.86,5.64,0.17
063160,종근당바이오,건강관리,의약품,KOSPI,93198,115719223,0.0,0.95,0.36
039860,나노엔텍,건강관리,의료·정밀기기,KOSDAQ,92795,115719223,18.11,2.53,0.0
372910,한컴라이프케어,건강관리,의료정밀,KOSPI,92100,115719223,26.53,1.23,0.0
321550,티움바이오,건강관리,기타서비스,KOSDAQ,91206,115719223,0.0,4.58,0.0
067080,대화제약,건강관리,제약,KOSDAQ,88109,115719223,54.8,1.53,2.16
099750,이지케어텍,건강관리,소프트웨어,KOSDAQ,85176,115719223,0.0,4.41,0.37
191420,테고사이언스,건강관리,제약,KOSDAQ,84814,115719223,1079.41,3.04,0.0
263700,케어랩스,건강관리,기타서비스,KOSDAQ,84291,115719223,79.73,0.98,0.0
304840,피플바이오,건강관리,제약,KOSDAQ,84251,115719223,0.0,6.48,0.0
046210,파나진,건강관리,의료·정밀기기,KOSDAQ,83877,115719223,19.35,3.23,0.0
054670,대한뉴팜,건강관리,제약,KOSDAQ,83675,115719223,8.99,1.71,0.8
261200,덴티스,건강관리,의료·정밀기기,KOSDAQ,82833,115719223,203.95,3.97,0.0
298060,에스씨엠생명과학,건강관리,제약,KOSDAQ,81365,115719223,0.0,2.58,0.0
122310,제노레이,건강관리,의료·정밀기기,KOSDAQ,81359,115719223,8.45,1.53,2.01
038070,서린바이오,건강관리,유통,KOSDAQ,81071,115719223,7.57,1.58,0.69
086820,바이오솔루션,건강관리,제약,KOSDAQ,79948,115719223,0.0,2.26,0.0
032850,비트컴퓨터,건강관리,소프트웨어,KOSDAQ,79712,115719223,22.65,1.87,0.92
359090,씨엔알리서치,건강관리,기타서비스,KOSDAQ,77739,115719223,0.0,2.87,0.0
214680,디알텍,건강관리,의료·정밀기기,KOSDAQ,77097,115719223,20.41,1.94,0.0
017180,명문제약,건강관리,의약품,KOSPI,76382,115719223,0.0,1.28,0.0
072020,중앙백신,건강관리,제약,KOSDAQ,75925,115719223,15.67,1.27,0.83
314930,바이오다인,건강관리,의료·정밀기기,KOSDAQ,75332,115719223,0.0,4.06,0.0
225220,제놀루션,건강관리,제약,KOSDAQ,74904,115719223,3.03,1.21,3.64
042520,한스바이오메드,건강관리,제약,KOSDAQ,74538,115719223,0.0,2.25,0.0
071200,인피니트헬스케어,건강관리,소프트웨어,KOSDAQ,73775,115719223,6.03,1.2,0.0
065170,비엘팜텍,건강관리,유통,KOSDAQ,73276,115719223,0.0,1.77,0.0
065510,휴비츠,건강관리,의료·정밀기기,KOSDAQ,72780,115719223,11.29,1.15,2.09
041910,에스텍파마,건강관리,제약,KOSDAQ,71935,115719223,13.87,0.77,1.22
234690,녹십자웰빙,건강관리,제약,KOSDAQ,71796,115719223,20.98,1.59,1.01
354200,엔젠바이오,건강관리,기타서비스,KOSDAQ,70554,115719223,0.0,3.13,0.0
258830,세종메디칼,건강관리,의료·정밀기기,KOSDAQ,70434,115719223,0.0,3.09,0.0
352770,클리노믹스,건강관리,기타서비스,KOSDAQ,70027,115719223,6.42,1.75,0.0
127120,디엔에이링크,건강관리,기타서비스,KOSDAQ,69921,115719223,0.0,2.25,0.0
251120,바이오에프디엔씨,건강관리,제약,KOSDAQ,69887,115719223,53.68,9.85,0.0
054050,농우바이오,건강관리,"농업, 임업 및 어업",KOSDAQ,68002,115719223,23.38,0.66,1.98
034940,조아제약,건강관리,제약,KOSDAQ,67793,115719223,0.0,1.72,0.0
217600,켐온,건강관리,기타서비스,KOSDAQ,67565,115719223,38.9,2.87,0.0
222040,코스맥스엔비티,건강관리,음식료·담배,KOSDAQ,67068,115719223,0.0,1.99,0.0
153710,옵티팜,건강관리,제약,KOSDAQ,66062,115719223,0.0,4.08,0.0
208340,파멥신,건강관리,제약,KOSDAQ,65481,115719223,0.0,1.71,0.0
302550,리메드,건강관리,의료·정밀기기,KOSDAQ,64965,115719223,139.02,4.02,0.0
118000,초록뱀헬스케어,건강관리,유통업,KOSPI,64892,115719223,6.91,0.56,0.0
049960,쎌바이오텍,건강관리,제약,KOSDAQ,64625,115719223,8.51,0.83,3.6
142280,녹십자엠에스,건강관리,제약,KOSDAQ,64391,115719223,0.0,4.04,0.0
000220,유유제약,건강관리,의약품,KOSPI,61980,115719223,0.0,0.98,1.66
131030,옵투스제약,건강관리,제약,KOSDAQ,61640,115719223,10.31,0.8,1.57
002720,국제약품,건강관리,의약품,KOSPI,59743,115719223,0.0,1.46,0.0
335810,프리시젼바이오,건강관리,의료·정밀기기,KOSDAQ,58823,115719223,0.0,2.35,0.0
100700,세운메디칼,건강관리,제약,KOSDAQ,58591,115719223,11.21,1.21,1.57
058110,멕아이씨에스,건강관리,의료·정밀기기,KOSDAQ,58032,115719223,8.63,1.16,1.58
377220,프롬바이오,건강관리,음식료·담배,KOSDAQ,57399,115719223,8.81,1.36,0.0
000520,삼일제약,건강관리,의약품,KOSPI,56571,115719223,0.0,1.51,1.01
002630,오리엔트바이오,건강관리,의약품,KOSPI,56464,115719223,0.0,1.78,0.0
012790,신일제약,건강관리,제약,KOSDAQ,55787,115719223,15.12,0.89,1.1
263690,디알젬,건강관리,의료·정밀기기,KOSDAQ,55524,115719223,8.24,1.67,1.51
291650,압타머사이언스,건강관리,기타서비스,KOSDAQ,54914,115719223,0.0,2.78,0.0
214390,경보제약,건강관리,의약품,KOSPI,54909,115719223,0.0,1.05,0.78
003120,일성신약,건강관리,의약품,KOSPI,54844,115719223,0.0,0.35,0.95
164060,이루다,건강관리,의료·정밀기기,KOSDAQ,54814,115719223,28.98,2.79,0.0
331920,셀레믹스,건강관리,제약,KOSDAQ,52785,115719223,0.0,3.37,0.0
305090,마이크로디지탈,건강관리,의료·정밀기기,KOSDAQ,51964,115719223,0.0,6.54,0.0
239610,에이치엘사이언스,건강관리,음식료·담배,KOSDAQ,51700,115719223,10.81,1.38,1.42
035610,솔본,건강관리,기타서비스,KOSDAQ,51547,115719223,4.76,0.6,0.0
204840,지엘팜텍,건강관리,기타서비스,KOSDAQ,50796,115719223,0.0,3.38,0.0
260660,알리코제약,건강관리,제약,KOSDAQ,50527,115719223,19.02,1.15,1.13
299170,더블유에스아이,건강관리,유통,KOSDAQ,50003,115719223,7.39,1.64,0.0
270870,뉴트리,건강관리,음식료·담배,KOSDAQ,49939,115719223,5.28,1.13,2.12
228850,레이언스,건강관리,의료·정밀기기,KOSDAQ,49226,115719223,10.76,0.78,1.01
222110,팬젠,건강관리,제약,KOSDAQ,49049,115719223,0.0,3.52,0.0
007370,진양제약,건강관리,제약,KOSDAQ,47914,115719223,7.55,1.1,1.55
330350,위더스제약,건강관리,제약,KOSDAQ,46439,115719223,24.77,1.3,0.6
018620,우진비앤지,건강관리,제약,KOSDAQ,45934,115719223,0.0,1.97,0.0
131220,대한과학,건강관리,유통,KOSDAQ,45926,115719223,17.29,2.07,0.66
002620,제일파마홀딩스,건강관리,서비스업,KOSPI,45740,115719223,0.0,0.46,0.52
115480,씨유메디칼,건강관리,의료·정밀기기,KOSDAQ,45167,115719223,0.0,1.06,0.0
229000,젠큐릭스,건강관리,제약,KOSDAQ,45133,115719223,0.0,1.9,0.0
041920,메디아나,건강관리,의료·정밀기기,KOSDAQ,44869,115719223,8.79,0.98,0.56
363250,진시스템,건강관리,의료·정밀기기,KOSDAQ,44812,115719223,16.29,1.44,0.0
001540,안국약품,건강관리,제약,KOSDAQ,44556,115719223,26.13,0.71,2.45
322510,제이엘케이,건강관리,소프트웨어,KOSDAQ,44339,115719223,0.0,2.67,0.0
044960,이글벳,건강관리,유통,KOSDAQ,44100,115719223,21.82,1.94,0.77
389030,지니너스,건강관리,기타서비스,KOSDAQ,44086,115719223,0.0,1.63,0.0
078140,대봉엘에스,건강관리,제약,KOSDAQ,44057,115719223,13.1,0.81,0.62
250060,모비스,건강관리,소프트웨어,KOSDAQ,43882,115719223,0.0,2.36,0.0
200780,비씨월드제약,건강관리,제약,KOSDAQ,43324,115719223,24.17,0.71,1.15
053950,경남제약,건강관리,제약,KOSDAQ,43220,115719223,0.0,0.73,0.0
014570,고려제약,건강관리,제약,KOSDAQ,42527,115719223,9.53,1.11,2.15
149980,하이로닉,건강관리,의료·정밀기기,KOSDAQ,42089,115719223,12.76,1.53,0.0
376930,노을,건강관리,의료·정밀기기,KOSDAQ,41356,115719223,0.0,37.86,0.0
059210,메타바이오메드,건강관리,제약,KOSDAQ,41232,115719223,5.53,0.92,0.86
338220,뷰노,건강관리,소프트웨어,KOSDAQ,41204,115719223,0.0,3.28,0.0
196300,애니젠,건강관리,제약,KOSDAQ,40465,115719223,0.0,2.68,0.0
347740,피엔케이피부임상연구센타,건강관리,기타서비스,KOSDAQ,40357,115719223,16.57,1.91,3.68
307280,원바이오젠,건강관리,제약,KOSDAQ,40247,115719223,0.0,2.12,0.0
106190,하이텍팜,건강관리,제약,KOSDAQ,40158,115719223,0.0,0.78,0.49
080720,한국유니온제약,건강관리,제약,KOSDAQ,38750,115719223,0.0,1.04,0.0
002800,신신제약,건강관리,제약,KOSDAQ,38661,115719223,0.0,1.53,0.0
238120,얼라인드,건강관리,의료·정밀기기,KOSDAQ,37612,115719223,11.7,2.4,0.0
114450,KPX생명과학,건강관리,제약,KOSDAQ,37440,115719223,0.0,1.39,0.0
318010,팜스빌,건강관리,음식료·담배,KOSDAQ,36562,115719223,24.96,2.11,0.63
222810,세토피아,건강관리,소프트웨어,KOSDAQ,36496,115719223,0.0,5.21,0.0
109960,에이프로젠 H&G,건강관리,유통,KOSDAQ,35811,115719223,33.4,0.4,0.0
215380,우정바이오,건강관리,기타서비스,KOSDAQ,34247,115719223,0.0,1.79,0.0
154030,아시아종묘,건강관리,"농업, 임업 및 어업",KOSDAQ,34137,115719223,2102.5,2.04,0.0
238200,비피도,건강관리,음식료·담배,KOSDAQ,33924,115719223,13.94,1.24,0.0
032980,바이온,건강관리,유통,KOSDAQ,33488,115719223,0.0,1.09,0.0
052670,제일바이오,건강관리,제약,KOSDAQ,32390,115719223,0.0,1.34,0.0
006140,피제이전자,건강관리,의료·정밀기기,KOSDAQ,31500,115719223,12.68,0.9,1.86
044820,코스맥스비티아이,건강관리,기타금융,KOSPI,31500,115719223,5.69,0.26,3.09
246960,이노테라피,건강관리,제약,KOSDAQ,31085,115719223,0.0,4.52,0.0
347700,라이프시맨틱스,건강관리,소프트웨어,KOSDAQ,30535,115719223,0.0,3.92,0.0
009300,삼아제약,건강관리,제약,KOSDAQ,29907,115719223,28.15,0.56,1.6
226400,오스테오닉,건강관리,의료·정밀기기,KOSDAQ,29801,115719223,0.0,1.27,0.0
036180,지더블유바이텍,건강관리,유통,KOSDAQ,29652,115719223,0.0,1.27,0.0
043100,솔고바이오,건강관리,의료·정밀기기,KOSDAQ,29471,115719223,0.0,0.98,0.0
004080,신흥,건강관리,유통업,KOSPI,28609,115719223,11.18,1.47,1.39
036480,대성미생물,건강관리,제약,KOSDAQ,28511,115719223,54.19,1.26,0.61
086060,진바이오텍,건강관리,유통,KOSDAQ,27907,115719223,0.0,0.91,0.0
290660,네오펙트,건강관리,의료·정밀기기,KOSDAQ,26806,115719223,0.0,3.0,0.0
246720,아스타,건강관리,제약,KOSDAQ,26376,115719223,0.0,5.71,0.0
179530,애드바이오텍,건강관리,제약,KOSDAQ,24618,115719223,0.0,6.88,0.0
018680,서울제약,건강관리,제약,KOSDAQ,22349,115719223,0.0,2.18,0.0
353190,휴럼,건강관리,음식료·담배,KOSDAQ,21739,115719223,0.0,1.23,0.0
208370,셀바스헬스케어,건강관리,의료·정밀기기,KOSDAQ,20547,115719223,21.32,1.88,0.0
043710,서울리거,건강관리,유통,KOSDAQ,20445,115719223,0.0,1.36,0.0
223250,드림씨아이에스,건강관리,기타서비스,KOSDAQ,19839,115719223,21.57,1.78,0.0
187660,에이디엠코리아,건강관리,기타서비스,KOSDAQ,19495,115719223,29.06,1.81,0.0
035420,NAVER,커뮤니케이션서비스,서비스업,KOSPI,30198156,114459336,2.13,1.5,0.22
035720,카카오,커뮤니케이션서비스,서비스업,KOSPI,21930741,114459336,22.17,3.1,0.07
036570,엔씨소프트,커뮤니케이션서비스,서비스업,KOSPI,6786866,114459336,19.52,2.43,1.55
259960,크래프톤,커뮤니케이션서비스,서비스업,KOSPI,6022121,114459336,19.63,2.4,0.0
017670,SK텔레콤,커뮤니케이션서비스,통신업,KOSPI,5962766,114459336,7.29,0.98,6.29
030200,KT,커뮤니케이션서비스,통신업,KOSPI,4976269,114459336,6.36,0.58,5.21
032640,LG유플러스,커뮤니케이션서비스,통신업,KOSPI,3129630,114459336,6.82,0.63,4.91
352820,하이브,커뮤니케이션서비스,서비스업,KOSPI,2547575,114459336,45.93,2.45,0.0
035900,JYP Ent.,커뮤니케이션서비스,오락·문화,KOSDAQ,1586738,114459336,29.24,8.0,0.62
263750,펄어비스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,1494319,114459336,55.6,4.6,0.0
030000,제일기획,커뮤니케이션서비스,서비스업,KOSPI,1487483,114459336,13.19,1.95,4.59
251270,넷마블,커뮤니케이션서비스,서비스업,KOSPI,1413333,114459336,20.76,0.86,0.87
293490,카카오게임즈,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,1318020,114459336,7.08,1.84,0.0
041510,에스엠,커뮤니케이션서비스,오락·문화,KOSDAQ,1245875,114459336,11.83,2.58,0.29
112040,위메이드,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,1030740,114459336,6.42,3.17,1.09
035760,CJ ENM,커뮤니케이션서비스,방송서비스,KOSDAQ,980167,114459336,10.19,0.52,2.21
253450,스튜디오드래곤,커뮤니케이션서비스,오락·문화,KOSDAQ,839437,114459336,56.57,3.23,0.0
122870,와이지엔터테인먼트,커뮤니케이션서비스,오락·문화,KOSDAQ,686915,114459336,160.71,2.84,0.43
078340,컴투스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,666995,114459336,7.47,0.82,1.6
067160,아프리카TV,커뮤니케이션서비스,소프트웨어,KOSDAQ,587716,114459336,11.46,3.9,0.99
299900,위지윅스튜디오,커뮤니케이션서비스,오락·문화,KOSDAQ,584303,114459336,0.0,4.71,0.0
079160,CJ CGV,커뮤니케이션서비스,서비스업,KOSPI,583268,114459336,0.0,3.63,0.0
214320,이노션,커뮤니케이션서비스,서비스업,KOSPI,582360,114459336,12.81,1.03,4.27
095660,네오위즈,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,512196,114459336,14.81,1.82,0.0
034120,SBS,커뮤니케이션서비스,서비스업,KOSPI,410136,114459336,4.87,1.01,2.67
363280,티와이홀딩스,커뮤니케이션서비스,기타금융,KOSPI,404582,114459336,4.13,0.43,0.0
036420,콘텐트리중앙,커뮤니케이션서비스,서비스업,KOSPI,403654,114459336,0.0,3.75,0.0
069080,웹젠,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,387714,114459336,6.29,1.07,0.0
192080,더블유게임즈,커뮤니케이션서비스,서비스업,KOSPI,379948,114459336,5.71,0.85,1.66
225570,넥슨게임즈,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,371632,114459336,0.0,7.5,0.0
215000,골프존,커뮤니케이션서비스,소프트웨어,KOSDAQ,370940,114459336,10.56,2.8,2.72
101730,위메이드맥스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,341460,114459336,0.0,13.29,0.0
047820,초록뱀미디어,커뮤니케이션서비스,오락·문화,KOSDAQ,335461,114459336,0.0,1.02,0.0
194480,데브시스터즈,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,283202,114459336,6.42,2.43,1.32
063080,컴투스홀딩스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,249034,114459336,12.84,1.06,0.0
206560,덱스터,커뮤니케이션서비스,오락·문화,KOSDAQ,236570,114459336,0.0,5.71,0.0
053210,스카이라이프,커뮤니케이션서비스,서비스업,KOSPI,194492,114459336,6.56,0.5,4.22
122450,KX,커뮤니케이션서비스,방송서비스,KOSDAQ,190969,114459336,8.25,1.31,0.0
067000,조이시티,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,190742,114459336,44.62,3.26,0.0
006490,인스코비,커뮤니케이션서비스,통신업,KOSPI,186427,114459336,39.0,3.23,0.0
037270,YG PLUS,커뮤니케이션서비스,서비스업,KOSPI,181852,114459336,17.53,2.87,0.0
289220,자이언트스텝,커뮤니케이션서비스,오락·문화,KOSDAQ,178609,114459336,0.0,4.0,0.0
037560,LG헬로비전,커뮤니케이션서비스,서비스업,KOSPI,175649,114459336,14.48,0.6,2.18
123420,위메이드플레이,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,166359,114459336,15.54,1.39,0.0
217270,넵튠,커뮤니케이션서비스,출판·매체복제,KOSDAQ,160915,114459336,4.96,1.01,0.0
048550,SM C&C,커뮤니케이션서비스,방송서비스,KOSDAQ,160569,114459336,0.0,3.72,0.0
043610,지니뮤직,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,160364,114459336,0.0,1.83,0.0
241840,에이스토리,커뮤니케이션서비스,오락·문화,KOSDAQ,160253,114459336,12.5,4.42,0.0
201490,미투온,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,142535,114459336,20.48,1.84,0.0
300080,플리토,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,135196,114459336,0.0,11.8,0.0
057680,티사이언티픽,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,129794,114459336,0.0,0.66,0.0
042420,네오위즈홀딩스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,126007,114459336,3.93,0.58,1.99
160550,NEW,커뮤니케이션서비스,오락·문화,KOSDAQ,124472,114459336,0.0,1.53,0.0
086980,쇼박스,커뮤니케이션서비스,오락·문화,KOSDAQ,124437,114459336,131.39,2.15,0.0
089600,나스미디어,커뮤니케이션서비스,기타서비스,KOSDAQ,122685,114459336,11.42,1.6,2.75
040300,YTN,커뮤니케이션서비스,방송서비스,KOSDAQ,119410,114459336,2.97,0.63,1.37
020120,키다리스튜디오,커뮤니케이션서비스,서비스업,KOSPI,118840,114459336,73.07,1.3,0.0
048910,대원미디어,커뮤니케이션서비스,유통,KOSDAQ,116890,114459336,33.51,2.11,0.0
205500,액션스퀘어,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,116376,114459336,0.0,3.97,0.0
363260,모비데이즈,커뮤니케이션서비스,기타서비스,KOSDAQ,109069,114459336,0.0,0.0,0.0
058630,엠게임,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,108977,114459336,6.03,1.81,0.0
054780,키이스트,커뮤니케이션서비스,오락·문화,KOSDAQ,107669,114459336,0.0,3.22,0.0
263720,디앤씨미디어,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,104461,114459336,14.56,3.29,0.0
182360,큐브엔터,커뮤니케이션서비스,오락·문화,KOSDAQ,104363,114459336,0.0,5.4,0.0
361570,알비더블유,커뮤니케이션서비스,오락·문화,KOSDAQ,98026,114459336,16.47,2.45,0.0
208640,썸에이지,커뮤니케이션서비스,출판·매체복제,KOSDAQ,96842,114459336,9.73,3.06,0.0
216050,인크로스,커뮤니케이션서비스,기타서비스,KOSDAQ,94321,114459336,8.23,1.89,4.72
012170,아센디오,커뮤니케이션서비스,서비스업,KOSPI,87336,114459336,0.0,2.0,0.0
322780,코퍼스코리아,커뮤니케이션서비스,오락·문화,KOSDAQ,86548,114459336,10.1,1.72,0.61
291230,엔피,커뮤니케이션서비스,기타서비스,KOSDAQ,82193,114459336,0.0,8.56,0.0
200350,래몽래인,커뮤니케이션서비스,오락·문화,KOSDAQ,79514,114459336,41.4,2.69,0.0
058400,KNN,커뮤니케이션서비스,방송서비스,KOSDAQ,79061,114459336,14.42,0.64,2.01
039340,한국경제TV,커뮤니케이션서비스,방송서비스,KOSDAQ,78697,114459336,5.3,0.85,3.27
389140,포바이포,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,76646,114459336,27.5,3.67,0.0
123570,이엠넷,커뮤니케이션서비스,기타서비스,KOSDAQ,75834,114459336,4.89,1.42,3.47
214270,FSN,커뮤니케이션서비스,출판·매체복제,KOSDAQ,74567,114459336,1077.5,1.11,0.0
046390,삼화네트웍스,커뮤니케이션서비스,오락·문화,KOSDAQ,70756,114459336,18.73,2.72,0.0
063440,SM Life Design,커뮤니케이션서비스,출판·매체복제,KOSDAQ,70206,114459336,55.63,2.08,0.0
089230,THE E&M,커뮤니케이션서비스,인터넷,KOSDAQ,67906,114459336,0.0,0.91,0.0
348030,모비릭스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,66804,114459336,13.67,1.87,0.0
060240,룽투코리아,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,66485,114459336,0.0,1.61,0.0
033830,티비씨,커뮤니케이션서비스,방송서비스,KOSDAQ,65100,114459336,22.14,0.88,1.2
035000,지투알,커뮤니케이션서비스,서비스업,KOSPI,61790,114459336,5.55,0.6,5.91
033130,디지틀조선,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,59518,114459336,28.51,0.95,0.95
204630,스튜디오산타클로스,커뮤니케이션서비스,오락·문화,KOSDAQ,58851,114459336,6.17,0.97,0.0
236810,엔비티,커뮤니케이션서비스,기타서비스,KOSDAQ,58698,114459336,67.13,2.8,0.0
065530,와이어블,커뮤니케이션서비스,통신서비스,KOSDAQ,57620,114459336,51.76,1.77,1.79
052300,초록뱀컴퍼니,커뮤니케이션서비스,유통,KOSDAQ,57134,114459336,0.79,0.28,0.0
068050,팬엔터테인먼트,커뮤니케이션서비스,오락·문화,KOSDAQ,54377,114459336,24.12,1.33,0.0
060570,드림어스컴퍼니,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,53920,114459336,0.0,2.87,0.0
035620,바른손이앤에이,커뮤니케이션서비스,오락·문화,KOSDAQ,53671,114459336,8.44,0.69,0.0
104200,NHN벅스,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,53172,114459336,0.0,1.54,0.0
025770,한국정보통신,커뮤니케이션서비스,통신서비스,KOSDAQ,52684,114459336,34.07,1.67,0.0
207760,미스터블루,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,52479,114459336,20.26,2.11,0.45
173940,에프엔씨엔터,커뮤니케이션서비스,오락·문화,KOSDAQ,51452,114459336,0.0,1.29,0.0
023770,플레이위드,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,49839,114459336,35.09,2.2,0.0
239340,줌인터넷,커뮤니케이션서비스,인터넷,KOSDAQ,49352,114459336,21.17,3.39,0.0
030350,드래곤플라이,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,47471,114459336,0.0,1.3,0.0
052790,액토즈소프트,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,46648,114459336,2.61,0.5,0.0
047080,한빛소프트,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,45842,114459336,324.0,4.68,0.0
003560,IHQ,커뮤니케이션서비스,서비스업,KOSPI,44852,114459336,0.0,0.81,0.0
310200,애니플러스,커뮤니케이션서비스,오락·문화,KOSDAQ,41739,114459336,3.66,1.66,0.0
078860,아이오케이,커뮤니케이션서비스,오락·문화,KOSDAQ,39330,114459336,0.0,0.42,0.0
127710,아시아경제,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,37414,114459336,2.44,0.38,0.0
011420,갤럭시아에스엠,커뮤니케이션서비스,서비스업,KOSPI,36535,114459336,15.71,1.75,0.0
046140,SBS콘텐츠허브,커뮤니케이션서비스,오락·문화,KOSDAQ,33859,114459336,8.23,0.73,1.19
052220,iMBC,커뮤니케이션서비스,디지털컨텐츠,KOSDAQ,30767,114459336,66.35,1.33,0.0
078940,코드네이처,커뮤니케이션서비스,건설,KOSDAQ,30263,114459336,0.0,2.61,0.0
273060,와이즈버즈,커뮤니케이션서비스,기타서비스,KOSDAQ,29876,114459336,22.11,1.51,1.59
317530,캐리소프트,커뮤니케이션서비스,오락·문화,KOSDAQ,27924,114459336,0.0,3.67,0.0
010470,오리콤,커뮤니케이션서비스,기타서비스,KOSDAQ,26991,114459336,12.81,0.82,3.22
066790,씨씨에스,커뮤니케이션서비스,방송서비스,KOSDAQ,23381,114459336,19.88,1.06,0.0
036000,예림당,커뮤니케이션서비스,출판·매체복제,KOSDAQ,20132,114459336,0.0,0.33,0.0
237820,플레이디,커뮤니케이션서비스,기타서비스,KOSDAQ,17486,114459336,24.59,0.98,0.0
105560,KB금융,금융,기타금융,KOSPI,15034123,106127639,4.29,0.39,6.16
055550,신한지주,금융,기타금융,KOSPI,14679149,106127639,4.78,0.39,5.62
086790,하나금융지주,금융,기타금융,KOSPI,9875779,106127639,3.17,0.32,8.27
316140,우리금융지주,금융,기타금융,KOSPI,6222734,106127639,3.32,0.33,7.79
000810,삼성화재,금융,보험,KOSPI,6003339,106127639,7.27,0.53,6.25
032830,삼성생명,금융,보험,KOSPI,5174400,106127639,7.53,0.29,4.87
323410,카카오뱅크,금융,은행,KOSPI,3731946,106127639,55.89,2.25,0.0
005830,DB손해보험,금융,보험,KOSPI,2770970,106127639,4.09,0.54,5.9
024110,기업은행,금융,은행,KOSPI,2534790,106127639,3.29,0.28,8.25
071050,한국금융지주,금융,기타금융,KOSPI,2292790,106127639,1.84,0.44,11.06
006800,미래에셋증권,금융,증권,KOSPI,2153115,106127639,3.59,0.39,4.63
