종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"005430","한국공항","KOSPI","운수창고업","39300","-150","-0.38","124437751500"
"071050","한국금융지주","KOSPI","기타금융","56000","400","0.72","3120655552000"
"071055","한국금융지주우","KOSPI","기타금융","53400","100","0.19","312830603400"
"010040","한국내화","KOSPI","비금속광물","3100","5","0.16","127307892200"
"025540","한국단자","KOSPI","전기전자","65500","600","0.92","682182500000"
"004090","한국석유","KOSPI","비금속광물","11800","-150","-1.26","149790616000"
"002200","한국수출포장","KOSPI","종이목재","25950","200","0.78","103800000000"
"002960","한국쉘석유","KOSPI","화학","250000","-500","-0.20","325000000000"
"000240","한국앤컴퍼니","KOSPI","기타금융","13150","300","2.33","1248398406000"
"123890","한국자산신탁","KOSPI","기타금융","3515","10","0.29","435781798280"
"015760","한국전력","KOSPI","전기가스업","19850","-500","-2.46","12742986928450"
"006200","한국전자홀딩스","KOSPI","기타금융","1390","-10","-0.71","65056359040"
"009540","한국조선해양","KOSPI","운수장비","91100","-1900","-2.04","6447430867600"
"023350","한국종합기술","KOSPI","서비스업","8630","320","3.85","94498500000"
"025890","한국주강","KOSPI","기계","3615","-120","-3.21","40882971285"
"000970","한국주철관","KOSPI","철강금속","7990","100","1.27","182175995000"
"104700","한국철강","KOSPI","철강금속","6760","-20","-0.29","286962000000"
"017960","한국카본","KOSPI","기계","14200","200","1.43","624242749400"
"161890","한국콜마","KOSPI","화학","37650","200","0.53","861476427000"
"024720","한국콜마홀딩스","KOSPI","기타금융","16650","-100","-0.60","309302371350"
"161390","한국타이어앤테크놀로지","KOSPI","화학","38650","950","2.52","4787771416850"
"034830","한국토지신탁","KOSPI","기타금융","1610","5","0.31","406507660300"
"007280","한국특강","KOSPI","철강금속","2605","65","2.56","157450550350"
"168490","한국패러랠","KOSPI","기타금융","2235","5","0.22","178844700000"
"010100","한국프랜지","KOSPI","운수장비","2640","30","1.15","80389108800"
"047810","한국항공우주","KOSPI","운수장비","60600","500","0.83","5906991484200"
"123690","한국화장품","KOSPI","유통업","7060","-80","-1.12","113440080000"
"003350","한국화장품제조","KOSPI","화학","22800","0","0.00","103329600000"
"011500","한농화성","KOSPI","화학","14500","-250","-1.69","226737109000"
"002390","한독","KOSPI","의약품","17050","-50","-0.29","234668237650"
"014790","한라","KOSPI","건설업","3990","15","0.38","151055817990"
"060980","한라홀딩스","KOSPI","기타금융","38000","150","0.40","397938660000"
"053690","한미글로벌","KOSPI","서비스업","22000","2200","11.11","241066100000"
"042700","한미반도체","KOSPI","기계","11900","200","1.71","1177145072600"
"008930","한미사이언스","KOSPI","기타금융","43300","-400","-0.92","2971405517200"
"128940","한미약품","KOSPI","의약품","299000","-3000","-0.99","3683073329000"
"009240","한샘","KOSPI","유통업","51600","-100","-0.19","1214350684800"
"020000","한섬","KOSPI","섬유의복","27500","150","0.55","677325000000"
"003680","한성기업","KOSPI","음식료품","6400","-60","-0.93","39740896000"
"105630","한세실업","KOSPI","섬유의복","15150","100","0.66","606000000000"
"069640","한세엠케이","KOSPI","유통업","3145","35","1.13","94684948790"
"016450","한세예스24홀딩스","KOSPI","섬유의복","5600","30","0.54","224000000000"
"010420","한솔PNS","KOSPI","유통업","1780","70","4.09","36477561360"
"009180","한솔로지스틱스","KOSPI","운수창고업","3180","-10","-0.31","87378211500"
"213500","한솔제지","KOSPI","종이목재","16000","550","3.56","380809216000"
"014680","한솔케미칼","KOSPI","화학","215000","4500","2.14","2437066925000"
"004710","한솔테크닉스","KOSPI","전기전자","5980","70","1.18","192017070440"
"004150","한솔홀딩스","KOSPI","기타금융","3380","5","0.15","141988990260"
"025750","한솔홈데코","KOSPI","종이목재","1320","-10","-0.75","106345996680"
"004960","한신공영","KOSPI","건설업","12800","750","6.22","148104985600"
"011700","한신기계","KOSPI","기계","8490","-260","-2.97","275467821990"
"001750","한양증권","KOSPI","증권","9970","-10","-0.10","126903483980"
"001755","한양증권우","KOSPI","증권","16450","50","0.30","8636250000"
"018880","한온시스템","KOSPI","기계","10150","100","1.00","5418070000000"
"009420","한올바이오파마","KOSPI","의약품","16200","-200","-1.22","846298335600"
"014130","한익스프레스","KOSPI","운수창고업","5010","0","0.00","60120000000"
"300720","한일시멘트","KOSPI","비금속광물","14500","-200","-1.36","1004292330000"
"002220","한일철강","KOSPI","철강금속","3825","-45","-1.16","102117784500"
"006390","한일현대시멘트","KOSPI","비금속광물","23600","50","0.21","419479026000"
"003300","한일홀딩스","KOSPI","비금속광물","11000","50","0.46","339161724000"
"051600","한전KPS","KOSPI","건설업","39100","-300","-0.76","1759500000000"
"052690","한전기술","KOSPI","서비스업","68400","-1100","-1.58","2614248000000"
"130660","한전산업","KOSPI","서비스업","10600","-350","-3.20","345560000000"
"002320","한진","KOSPI","운수창고업","25250","0","0.00","377427607000"
"003480","한진중공업홀딩스","KOSPI","전기가스업","3775","-75","-1.95","111475040300"
"180640","한진칼","KOSPI","운수창고업","48650","-1150","-2.31","3247961375400"
"18064K","한진칼우","KOSPI","운수창고업","29150","150","0.52","15646728900"
"005110","한창","KOSPI","유통업","1020","10","0.99","80605979400"
"009460","한창제지","KOSPI","종이목재","1650","-15","-0.90","98451351900"
"372910","한컴라이프케어","KOSPI","의료정밀","5160","-40","-0.77","142799934960"
"000880","한화","KOSPI","화학","30500","-650","-2.09","2286241417500"
"00088K","한화3우B","KOSPI","화학","15550","0","0.00","349439600000"
"088350","한화생명","KOSPI","보험","2300","65","2.91","1997619000000"
"000370","한화손해보험","KOSPI","보험","4550","-70","-1.52","531162063250"
"009830","한화솔루션","KOSPI","화학","51100","-700","-1.35","9774331196700"
"009835","한화솔루션우","KOSPI","화학","47650","-1100","-2.26","53546068050"
"272210","한화시스템","KOSPI","전기전자","15150","-450","-2.88","2862128743350"
"012450","한화에어로스페이스","KOSPI","운수장비","80600","800","1.00","4080778000000"
"000885","한화우","KOSPI","화학","36500","-50","-0.14","17494231000"
"003530","한화투자증권","KOSPI","증권","3005","-25","-0.83","644716063875"
"003535","한화투자증권우","KOSPI","증권","6960","0","0.00","33408000000"
"195870","해성디에스","KOSPI","전기전자","56100","-1000","-1.75","953700000000"
"101530","해태제과식품","KOSPI","음식료품","6980","-30","-0.43","203235417560"
"143210","핸즈코퍼레이션","KOSPI","운수장비","3800","30","0.80","83080418400"
"000720","현대건설","KOSPI","건설업","45050","-600","-1.31","5016577213250"
"267270","현대건설기계","KOSPI","기계","38100","-750","-1.93","750600213300"
"000725","현대건설우","KOSPI","건설업","70200","-300","-0.43","74039448600"
"005440","현대그린푸드","KOSPI","유통업","7480","-70","-0.93","730829525360"
"086280","현대글로비스","KOSPI","운수창고업","171500","1000","0.59","6431250000000"
"042670","현대두산인프라코어","KOSPI","기계","5700","-160","-2.73","1127251442700"
"064350","현대로템","KOSPI","운수장비","30200","350","1.17","3296097248600"
"079430","현대리바트","KOSPI","기타제조업","10800","0","0.00","221781045600"
"012330","현대모비스","KOSPI","운수장비","214000","2000","0.94","20238642116000"
"010620","현대미포조선","KOSPI","운수장비","103500","2000","1.97","4134012421500"
"069960","현대백화점","KOSPI","유통업","60500","-500","-0.82","1415847680500"
"004560","현대비앤지스틸","KOSPI","철강금속","13450","-450","-3.24","202810007950"
"004565","현대비앤지스틸우","KOSPI","철강금속","59900","-400","-0.66","6580134800"
"004310","현대약품","KOSPI","의약품","4960","-100","-1.98","158720000000"
"322000","현대에너지솔루션","KOSPI","전기전자","67100","-1500","-2.19","751520000000"
"017800","현대엘리베이","KOSPI","기계","27900","-250","-0.89","1138743828900"
"307950","현대오토에버","KOSPI","서비스업","121000","2500","2.11","3318301822000"
"011210","현대위아","KOSPI","운수장비","75200","-100","-0.13","2045070241600"
"267260","현대일렉트릭","KOSPI","전기전자","31550","-300","-0.94","1137287109250"
"004020","현대제철","KOSPI","철강금속","31500","-750","-2.33","4203542227500"
"329180","현대중공업","KOSPI","운수장비","133500","-500","-0.37","11851210986000"
"005380","현대차","KOSPI","운수장비","196500","1000","0.51","41985798745500"
"005387","현대차2우B","KOSPI","운수장비","93100","100","0.11","3396795488100"
"005389","현대차3우B","KOSPI","운수장비","88500","600","0.68","214943047500"
"005385","현대차우","KOSPI","운수장비","91500","200","0.22","2228636677500"
"001500","현대차증권","KOSPI","증권","10100","0","0.00","320296876200"
"011760","현대코퍼레이션","KOSPI","유통업","17950","-200","-1.10","237459939700"
"227840","현대코퍼레이션홀딩스","KOSPI","유통업","11200","-200","-1.75","101929363200"
"126560","현대퓨처넷","KOSPI","통신업","2630","-25","-0.94","289833745350"
"001450","현대해상","KOSPI","보험","31350","450","1.46","2802690000000"
"057050","현대홈쇼핑","KOSPI","유통업","49450","150","0.30","593400000000"
"093240","형지엘리트","KOSPI","섬유의복","1715","5","0.29","53430478570"
"003010","혜인","KOSPI","유통업","6860","-150","-2.14","87209444420"
"111110","호전실업","KOSPI","섬유의복","8520","220","2.65","83069863680"
"008770","호텔신라","KOSPI","유통업","72400","-500","-0.69","2841563960400"
"008775","호텔신라우","KOSPI","유통업","60300","1300","2.20","45338303700"
"002460","화성산업","KOSPI","건설업","14650","250","1.74","148697500000"
"378850","화승알앤에이","KOSPI","운수장비","4480","20","0.45","85091431040"
"241590","화승엔터프라이즈","KOSPI","기타제조업","12650","0","0.00","766343464150"
"006060","화승인더","KOSPI","화학","4875","-25","-0.51","269685000000"
"013520","화승코퍼레이션","KOSPI","운수장비","1625","-25","-1.52","81333284500"
"010690","화신","KOSPI","운수장비","11500","500","4.55","401584715000"
"133820","화인베스틸","KOSPI","철강금속","2685","-10","-0.37","79964511585"
"010660","화천기계","KOSPI","기계","3100","-35","-1.12","68200000000"
"000850","화천기공","KOSPI","기계","33000","-300","-0.90","72600000000"
"016580","환인제약","KOSPI","의약품","17050","0","0.00","317131193500"
"032560","황금에스티","KOSPI","철강금속","7600","-160","-2.06","129200000000"
"004800","효성","KOSPI","기타금융","73600","-100","-0.14","1550827440000"
"094280","효성ITX","KOSPI","서비스업","14850","-100","-0.67","171639270000"
"298040","효성중공업","KOSPI","전기전자","70600","100","0.14","658313088800"
"298050","효성첨단소재","KOSPI","화학","419000","-5500","-1.30","1877098212000"
"298020","효성티앤씨","KOSPI","화학","304000","-2500","-0.82","1315615328000"
"298000","효성화학","KOSPI","화학","171000","3000","1.79","545511546000"
"093370","후성","KOSPI","화학","15350","-250","-1.60","1421514671650"
"081660","휠라홀딩스","KOSPI","유통업","30400","50","0.16","1846867548800"
"005870","휴니드","KOSPI","전기전자","7870","-120","-1.50","111093038050"
"079980","휴비스","KOSPI","화학","5990","0","0.00","206655000000"
"005010","휴스틸","KOSPI","철강금속","7430","-470","-5.95","291167397250"
"000540","흥국화재","KOSPI","보험","3295","-40","-1.20","211679515275"
"000547","흥국화재2우B","KOSPI","보험","21750","100","0.46","3340800000"
"000545","흥국화재우","KOSPI","보험","7000","-30","-0.43","5376000000"
"003280","흥아해운","KOSPI","운수창고업","1660","-5","-0.30","399105332340"
